as_of,country,firm,vertical,revenue_usd,revenue_growth_pct,net_income_usd,burn_rate_usd,funding_stage,funding_total_usd,active_users,tx_volume_usd,tx_count,agents,cac_usd,churn_rate_pct,regulatory_sanction,distress_label
2019-10-01,Tanzania,Vodacom M-Pesa,Remittances,6559357.1,2.81,4042109.2,-0.0,Growth,29166433.67,405116,333187441.03,742143,0,0.5,0.2,0,0
2019-11-01,Tanzania,Vodacom M-Pesa,Remittances,7165197.44,9.24,3313956.78,-0.0,Growth,29166433.67,425618,332255184.99,764301,0,0.5,0.2,0,0
2019-12-01,Tanzania,Vodacom M-Pesa,Remittances,6011642.06,-16.1,1920855.95,-0.0,Growth,29166433.67,411305,313606839.06,713514,0,0.5,0.2,1,0
2020-01-01,Tanzania,Vodacom M-Pesa,Remittances,6608433.24,9.93,3841437.86,-0.0,Growth,29166433.67,401617,322750562.41,698302,0,0.5,0.2,0,0
2020-02-01,Tanzania,Vodacom M-Pesa,Remittances,7155448.17,8.28,1968745.43,-0.0,Growth,29166433.67,403860,363902081.25,701957,0,0.5,0.2,0,0
2020-03-01,Tanzania,Vodacom M-Pesa,Remittances,7937531.74,10.93,4327287.12,-0.0,Growth,29166433.67,412042,390832225.88,720825,0,0.5,0.2,0,0
2020-04-01,Tanzania,Vodacom M-Pesa,Remittances,8023418.62,1.08,4926720.64,-0.0,Growth,29166433.67,410791,409650739.84,726205,0,0.5,0.2,0,0
2020-05-01,Tanzania,Vodacom M-Pesa,Remittances,8216253.01,2.4,5415564.88,-0.0,Growth,29166433.67,430522,456836740.47,741856,0,0.5,0.2,0,0
2020-06-01,Tanzania,Vodacom M-Pesa,Remittances,8572933.09,4.34,4058389.95,-0.0,Growth,29166433.67,440324,470572238.78,765699,0,0.5,0.2,0,0
2020-07-01,Tanzania,Vodacom M-Pesa,Remittances,6859200.9,-19.99,3384042.36,-0.0,Growth,29166433.67,440548,439540370.73,739988,0,0.5,0.2,0,0
2020-08-01,Tanzania,Vodacom M-Pesa,Remittances,7987527.68,16.45,2873453.06,-0.0,Growth,29166433.67,451524,432404391.75,777410,0,0.5,0.2,0,0
2020-09-01,Tanzania,Vodacom M-Pesa,Remittances,8180636.99,2.42,4871724.13,-0.0,Growth,29166433.67,465514,397672979.14,786439,0,0.5,0.2,0,0
2020-10-01,Tanzania,Vodacom M-Pesa,Remittances,8569403.92,4.75,4855591.64,-0.0,Growth,29166433.67,473006,385726401.18,812511,0,0.5,0.2,0,0
2020-11-01,Tanzania,Vodacom M-Pesa,Remittances,8017487.39,-6.44,4783423.24,-0.0,Growth,29166433.67,478657,360322571.37,802028,0,0.5,0.2,0,0
2020-12-01,Tanzania,Vodacom M-Pesa,Remittances,7565514.98,-5.64,4890556.27,-0.0,Growth,29166433.67,489622,371379849.12,825882,0,0.5,0.2,0,0
2021-01-01,Tanzania,Vodacom M-Pesa,Remittances,10312307.08,36.31,5363066.53,-0.0,Growth,29166433.67,508623,390277872.32,829547,0,0.5,0.2,0,0
2021-02-01,Tanzania,Vodacom M-Pesa,Remittances,10883252.03,5.54,7855168.66,-0.0,Growth,29166433.67,541055,442698193.32,875579,0,0.5,0.2,0,0
2021-03-01,Tanzania,Vodacom M-Pesa,Remittances,12920884.67,18.72,9008219.03,-0.0,Growth,29166433.67,570598,495578601.25,895070,0,0.5,0.2,0,0
2021-04-01,Tanzania,Vodacom M-Pesa,Remittances,11451702.29,-11.37,7484139.7,-0.0,Growth,29166433.67,603808,547294014.66,905750,0,0.5,0.2,0,0
2021-05-01,Tanzania,Vodacom M-Pesa,Remittances,12295192.15,7.37,7785110.54,-0.0,Growth,29166433.67,589006,545023744.2,853329,0,0.5,0.2,0,0
2021-06-01,Tanzania,Vodacom M-Pesa,Remittances,12075405.85,-1.79,8165617.67,-0.0,Growth,29166433.67,649940,586628043.0,897405,0,0.5,0.2,0,0
2021-07-01,Tanzania,Vodacom M-Pesa,Remittances,10290911.95,-14.78,5945130.77,-0.0,Growth,29166433.67,658337,570292434.65,909905,0,0.5,0.2,0,0
2021-08-01,Tanzania,Vodacom M-Pesa,Remittances,9849768.33,-4.29,7420062.54,-0.0,Growth,29166433.67,661952,515946305.41,898223,0,0.5,0.2,0,0
2021-09-01,Tanzania,Vodacom M-Pesa,Remittances,11214981.69,13.86,6819853.13,-0.0,Growth,29166433.67,699125,511421140.49,945973,0,0.5,0.2,0,0
2021-10-01,Tanzania,Vodacom M-Pesa,Remittances,10762436.66,-4.04,6387251.11,-0.0,Growth,29166433.67,739737,490903190.81,968597,0,0.5,0.2,0,0
2021-11-01,Tanzania,Vodacom M-Pesa,Remittances,11059688.44,2.76,8083376.47,-0.0,Growth,29166433.67,760895,489089108.84,957416,0,0.5,0.2,0,0
2021-12-01,Tanzania,Vodacom M-Pesa,Remittances,9579430.59,-13.38,4318013.78,-0.0,Growth,29166433.67,652613,427462364.55,809383,0,0.5,0.2,1,0
2022-01-01,Tanzania,Vodacom M-Pesa,Remittances,8446981.45,-11.82,5226682.86,-0.0,Growth,29166433.67,693697,474360829.15,828598,0,0.5,0.2,0,0
2022-02-01,Tanzania,Vodacom M-Pesa,Remittances,9532259.12,12.85,4750642.31,-0.0,Growth,29166433.67,678926,505836748.18,784571,0,0.5,0.2,0,0
2022-03-01,Tanzania,Vodacom M-Pesa,Remittances,11499639.26,20.64,6499518.27,-0.0,Growth,29166433.67,665896,532654677.68,742791,0,0.5,0.2,0,0
2022-04-01,Tanzania,Vodacom M-Pesa,Remittances,12239747.3,6.44,8583775.73,-0.0,Growth,29166433.67,700327,601368288.35,788904,0,0.5,0.2,0,0
2022-05-01,Tanzania,Vodacom M-Pesa,Remittances,13566301.53,10.84,7090848.44,-0.0,Growth,29166433.67,717786,631503293.47,794332,0,0.5,0.2,0,0
2022-06-01,Tanzania,Vodacom M-Pesa,Remittances,14545459.78,7.22,7955273.78,-0.0,Growth,52837945.77,684620,616592010.45,735917,0,0.5,0.2,0,0
2022-07-01,Tanzania,Vodacom M-Pesa,Remittances,14076846.85,-3.22,7334096.07,-0.0,Growth,52837945.77,714240,606808353.99,745156,0,0.5,0.2,0,0
2022-08-01,Tanzania,Vodacom M-Pesa,Remittances,14201089.48,0.88,6762719.92,-0.0,Growth,52837945.77,682934,562449387.62,724205,0,0.5,0.2,0,0
2022-09-01,Tanzania,Vodacom M-Pesa,Remittances,11996589.01,-15.52,7096358.78,-0.0,Growth,52837945.77,678525,504965224.16,720045,0,0.5,0.2,0,0
2022-10-01,Tanzania,Vodacom M-Pesa,Remittances,10096931.93,-15.83,6823605.43,-0.0,Growth,52837945.77,669124,471042879.66,702936,0,0.5,0.2,0,0
2022-11-01,Tanzania,Vodacom M-Pesa,Remittances,8448888.15,-16.32,3529911.38,-0.0,Growth,52837945.77,666438,433171470.52,678342,0,0.5,0.2,0,0
2022-12-01,Tanzania,Vodacom M-Pesa,Remittances,8209256.83,-2.84,3366571.93,-0.0,Growth,52837945.77,699564,450276665.47,707809,0,0.5,0.2,0,0
2023-01-01,Tanzania,Vodacom M-Pesa,Remittances,10899845.18,32.78,4735437.65,-0.0,Growth,52837945.77,694947,488586835.89,698280,0,0.5,0.2,0,0
2023-02-01,Tanzania,Vodacom M-Pesa,Remittances,14078932.51,29.17,8086943.91,-0.0,Growth,52837945.77,694515,541928561.71,708644,0,0.5,0.2,0,0
2023-03-01,Tanzania,Vodacom M-Pesa,Remittances,15635937.05,11.06,9403668.54,-0.0,Private/Strategic,72943518.3,734013,605876379.19,757483,0,0.5,0.2,0,0
2023-04-01,Tanzania,Vodacom M-Pesa,Remittances,16410249.41,4.95,7451958.03,-0.0,Private/Strategic,72943518.3,750318,677762523.98,780559,0,0.5,0.2,0,0
2023-05-01,Tanzania,Vodacom M-Pesa,Remittances,15690372.0,-4.39,10244314.24,-0.0,Private/Strategic,72943518.3,802727,771783359.41,831747,0,0.5,0.2,0,0
2023-06-01,Tanzania,Vodacom M-Pesa,Remittances,13153901.46,-16.17,9465293.01,-0.0,Private/Strategic,72943518.3,816216,758547007.79,818421,0,0.5,0.2,0,0
2023-07-01,Tanzania,Vodacom M-Pesa,Remittances,13828430.84,5.13,7616157.76,-0.0,Private/Strategic,72943518.3,826917,708779721.33,824455,0,0.5,0.2,0,0
2023-08-01,Tanzania,Vodacom M-Pesa,Remittances,14488178.63,4.77,9691862.62,-0.0,Private/Strategic,72943518.3,856910,675355648.38,851858,0,0.5,0.2,0,0
2023-09-01,Tanzania,Vodacom M-Pesa,Remittances,14907532.64,2.89,11251601.34,-0.0,Private/Strategic,72943518.3,819296,613997777.26,815881,0,0.5,0.2,1,0
2023-10-01,Tanzania,Vodacom M-Pesa,Remittances,13965381.64,-6.32,8813796.3,-0.0,Private/Strategic,72943518.3,835575,594488731.83,825113,0,0.5,0.2,0,0
2023-11-01,Tanzania,Vodacom M-Pesa,Remittances,12976731.62,-7.08,9392267.41,-0.0,Private/Strategic,72943518.3,847520,586490353.97,849650,0,0.5,0.2,0,0
2023-12-01,Tanzania,Vodacom M-Pesa,Remittances,13188146.17,1.63,9489099.43,-0.0,Private/Strategic,72943518.3,830964,582793845.76,813975,0,0.5,0.2,0,0
2024-01-01,Tanzania,Vodacom M-Pesa,Remittances,15161127.1,14.96,9865151.44,-0.0,Private/Strategic,72943518.3,842108,605744631.66,818463,0,0.5,0.2,0,0
2024-02-01,Tanzania,Vodacom M-Pesa,Remittances,14907097.13,-1.68,9321501.85,-0.0,Private/Strategic,72943518.3,831108,667665767.01,806143,0,0.5,0.2,0,0
2024-03-01,Tanzania,Vodacom M-Pesa,Remittances,13358120.41,-10.39,6719715.98,-0.0,Private/Strategic,72943518.3,842065,764788839.32,832808,0,0.5,0.2,0,0
2024-04-01,Tanzania,Vodacom M-Pesa,Remittances,14929457.42,11.76,8148079.3,-0.0,Private/Strategic,72943518.3,841946,817183406.53,840263,0,0.5,0.2,0,0
2024-05-01,Tanzania,Vodacom M-Pesa,Remittances,14860906.19,-0.46,9066363.5,-0.0,Private/Strategic,72943518.3,841084,867248347.77,834420,0,0.5,0.2,0,0
2024-06-01,Tanzania,Vodacom M-Pesa,Remittances,16537468.88,11.28,10225255.8,-0.0,Private/Strategic,72943518.3,790217,847208873.89,781367,0,0.5,0.2,0,0
2024-07-01,Tanzania,Vodacom M-Pesa,Remittances,15596272.1,-5.69,10861556.44,-0.0,Private/Strategic,72943518.3,825830,851466667.06,803337,0,0.5,0.2,0,0
2024-08-01,Tanzania,Vodacom M-Pesa,Remittances,16476837.05,5.65,10725583.64,-0.0,Private/Strategic,72943518.3,849195,788161131.08,800505,0,0.5,0.2,0,0
2024-09-01,Tanzania,Vodacom M-Pesa,Remittances,14771729.4,-10.35,8166139.99,-0.0,Private/Strategic,72943518.3,858059,706878039.73,783947,0,0.5,0.2,0,0
2024-10-01,Tanzania,Vodacom M-Pesa,Remittances,10731683.16,-27.35,6290598.51,-0.0,Private/Strategic,72943518.3,860011,640424143.2,787557,0,0.5,0.2,0,1
2024-11-01,Tanzania,Vodacom M-Pesa,Remittances,10573619.87,-1.47,6510415.15,-0.0,Private/Strategic,72943518.3,863981,644580094.1,796105,0,0.5,0.2,0,0
2024-12-01,Tanzania,Vodacom M-Pesa,Remittances,12342376.84,16.73,7247519.49,-0.0,Private/Strategic,93323079.3,872752,660337600.66,809627,0,0.5,0.236,0,0
2019-01-01,Tanzania,Airtel Money,Crypto/FX,3488607.74,3.38,856636.2,-0.0,Series C,294126392.04,368310,304688695.71,1253312,379,1.06,0.803,0,0
2019-02-01,Tanzania,Airtel Money,Crypto/FX,3758000.94,7.72,-330774.66,330774.66,Series C,294126392.04,370382,341600347.88,1273417,380,1.43,1.427,0,0
2019-03-01,Tanzania,Airtel Money,Crypto/FX,6180488.89,64.46,1123274.18,-0.0,Series C,294126392.04,388416,404786548.37,1371438,387,2.59,0.408,0,0
2019-04-01,Tanzania,Airtel Money,Crypto/FX,8766757.55,41.85,1502178.21,-0.0,Series C,294126392.04,399178,438732629.36,1371122,394,2.35,0.584,0,0
2019-05-01,Tanzania,Airtel Money,Crypto/FX,10173359.05,16.04,2055021.86,-0.0,Series C,294126392.04,376621,443862528.47,1290392,395,1.77,1.285,1,0
2019-06-01,Tanzania,Airtel Money,Crypto/FX,9289722.19,-8.69,1136872.68,-0.0,Series C,294126392.04,373879,445622745.18,1287541,397,0.78,0.908,0,0
2019-07-01,Tanzania,Airtel Money,Crypto/FX,9855915.25,6.09,1546025.21,-0.0,Series C,294126392.04,391632,436576074.5,1323941,399,1.47,1.341,0,0
2019-08-01,Tanzania,Airtel Money,Crypto/FX,9739193.18,-1.18,2473789.62,-0.0,Series C,294126392.04,386401,398786813.8,1288414,399,2.81,0.456,0,0
2019-09-01,Tanzania,Airtel Money,Crypto/FX,9209308.71,-5.44,3907543.35,-0.0,Series C,294126392.04,387973,366043453.28,1292259,401,2.67,1.194,0,0
2019-10-01,Tanzania,Airtel Money,Crypto/FX,8275341.59,-10.14,2317397.83,-0.0,Series C,294126392.04,396201,358277807.11,1334135,407,2.7,1.042,0,0
2019-11-01,Tanzania,Airtel Money,Crypto/FX,8452965.24,2.15,975883.73,-0.0,Series C,294126392.04,426861,386478525.12,1425050,409,2.04,0.2,0,0
2019-12-01,Tanzania,Airtel Money,Crypto/FX,9101726.84,7.67,3118633.61,-0.0,Series C,294126392.04,423501,392884863.87,1402878,415,2.59,0.968,0,0
2020-01-01,Tanzania,Airtel Money,Crypto/FX,7786938.24,-14.45,1186595.44,-0.0,Series C,294126392.04,412010,400959231.17,1374958,417,3.61,1.135,0,0
2020-02-01,Tanzania,Airtel Money,Crypto/FX,7985674.47,2.55,2124144.95,-0.0,Series C,294126392.04,419552,455599511.42,1415632,412,1.6,0.531,0,0
2020-03-01,Tanzania,Airtel Money,Crypto/FX,8633926.84,8.12,1160427.72,-0.0,Series C,294126392.04,449611,533931415.4,1470487,417,2.06,1.035,0,0
2020-04-01,Tanzania,Airtel Money,Crypto/FX,10317711.94,19.5,1559811.95,-0.0,Series C,294126392.04,451755,578080421.22,1488956,419,2.49,0.629,0,0
2020-05-01,Tanzania,Airtel Money,Crypto/FX,10114954.79,-1.97,3902761.08,-0.0,Series C,294126392.04,443112,593600845.67,1463711,424,2.31,1.152,0,0
2020-06-01,Tanzania,Airtel Money,Crypto/FX,9877633.64,-2.35,607325.52,-0.0,Series C,294126392.04,440459,606730443.87,1485672,428,2.53,1.489,0,0
2020-07-01,Tanzania,Airtel Money,Crypto/FX,10845402.15,9.8,1887394.65,-0.0,Series C,294126392.04,443294,581080391.45,1465580,429,2.77,0.967,0,0
2020-08-01,Tanzania,Airtel Money,Crypto/FX,11600465.11,6.96,3574059.61,-0.0,Series C,294126392.04,443765,535007345.35,1481209,432,2.03,0.935,0,0
2020-09-01,Tanzania,Airtel Money,Crypto/FX,12240441.1,5.52,2012735.14,-0.0,Series C,294126392.04,477821,526515155.07,1562803,437,2.85,0.48,0,0
2020-10-01,Tanzania,Airtel Money,Crypto/FX,11539172.63,-5.73,3089916.15,-0.0,Series C,294126392.04,475188,511832580.36,1536163,444,1.39,0.514,0,0
2020-11-01,Tanzania,Airtel Money,Crypto/FX,13450032.94,16.56,2340156.73,-0.0,Series C,294126392.04,497262,528646114.85,1606475,447,2.02,1.058,0,0
2020-12-01,Tanzania,Airtel Money,Crypto/FX,12030732.5,-10.55,1821104.14,-0.0,Series C,294126392.04,495771,513210271.95,1551499,452,2.22,0.524,0,0
2021-01-01,Tanzania,Airtel Money,Crypto/FX,11488334.94,-4.51,2824856.44,-0.0,Series C,294126392.04,470449,517925758.46,1512316,459,3.97,0.2,0,0
2021-02-01,Tanzania,Airtel Money,Crypto/FX,13339253.02,16.11,3165740.35,-0.0,Series C,294126392.04,494320,600344633.88,1558496,453,1.41,0.2,0,0
2021-03-01,Tanzania,Airtel Money,Crypto/FX,15185781.37,13.84,4378260.72,-0.0,Series C,294126392.04,495984,673319327.63,1554135,456,2.62,1.389,0,0
2021-04-01,Tanzania,Airtel Money,Crypto/FX,18387061.09,21.08,3397857.74,-0.0,Series C,294126392.04,512177,751582746.94,1576111,460,0.7,0.329,0,0
2021-05-01,Tanzania,Airtel Money,Crypto/FX,21355639.13,16.14,3011599.24,-0.0,Series C,294126392.04,530630,805243507.44,1622611,462,2.4,1.261,0,0
2021-06-01,Tanzania,Airtel Money,Crypto/FX,18249359.54,-14.55,6766398.16,-0.0,Series C,294126392.04,550949,828201635.25,1695188,462,0.94,0.2,0,0
2021-07-01,Tanzania,Airtel Money,Crypto/FX,17073854.15,-6.44,2250664.6,-0.0,Series C,294126392.04,551585,785652597.23,1713387,465,2.2,0.982,0,0
2021-08-01,Tanzania,Airtel Money,Crypto/FX,15446115.35,-9.53,2282226.16,-0.0,Series C,294126392.04,553789,738611539.67,1735821,463,2.1,0.623,0,0
2021-09-01,Tanzania,Airtel Money,Crypto/FX,16237219.4,5.12,4114184.18,-0.0,Series C,294126392.04,610204,722260049.36,1900584,469,1.23,1.338,0,0
2021-10-01,Tanzania,Airtel Money,Crypto/FX,13957704.14,-14.04,6833339.71,-0.0,Series C,294126392.04,629198,709581356.59,1901257,470,2.83,1.21,0,0
2021-11-01,Tanzania,Airtel Money,Crypto/FX,14455967.01,3.57,5331361.17,-0.0,Series C,294126392.04,652767,721164368.46,1924792,467,3.14,0.2,0,0
2021-12-01,Tanzania,Airtel Money,Crypto/FX,13481103.28,-6.74,3632973.19,-0.0,Series C,294126392.04,657149,727737765.02,1919336,468,2.52,0.88,0,0
2022-01-01,Tanzania,Airtel Money,Crypto/FX,15578034.93,15.55,2614514.71,-0.0,Series C,294126392.04,717343,794869807.91,2030704,467,1.27,0.979,0,0
2022-02-01,Tanzania,Airtel Money,Crypto/FX,16213771.37,4.08,2363532.42,-0.0,Series C,294126392.04,697970,842372714.48,1983271,469,1.78,0.994,0,0
2022-03-01,Tanzania,Airtel Money,Crypto/FX,16599290.54,2.38,3616900.09,-0.0,Series C,294126392.04,732341,928635774.07,2039711,472,2.13,0.488,0,0
2022-04-01,Tanzania,Airtel Money,Crypto/FX,19710203.41,18.74,4926220.36,-0.0,Series C,294126392.04,751831,1035894349.81,2096958,471,2.22,0.312,0,0
2022-05-01,Tanzania,Airtel Money,Crypto/FX,19649858.27,-0.31,4887333.67,-0.0,Series C,294126392.04,788389,1155728610.79,2153295,478,1.09,0.791,0,0
2022-06-01,Tanzania,Airtel Money,Crypto/FX,26234834.29,33.51,3803146.95,-0.0,Series C,320944617.62,817398,1175531894.09,2174488,482,2.16,0.546,0,0
2022-07-01,Tanzania,Airtel Money,Crypto/FX,30934036.92,17.91,9282925.86,-0.0,Series C,320944617.62,883824,1195682686.08,2314123,492,2.43,0.2,0,0
2022-08-01,Tanzania,Airtel Money,Crypto/FX,24715035.61,-20.1,7775687.59,-0.0,Growth,327877785.08,906174,1103961912.6,2282727,494,1.8,0.763,0,0
2022-09-01,Tanzania,Airtel Money,Crypto/FX,25058491.38,1.39,7907629.92,-0.0,Growth,327877785.08,921157,1061199760.16,2310654,497,1.11,0.832,0,0
2022-10-01,Tanzania,Airtel Money,Crypto/FX,20276916.63,-19.08,3627667.04,-0.0,Growth,327877785.08,914213,1016433866.54,2269169,504,1.32,0.376,0,0
2022-11-01,Tanzania,Airtel Money,Crypto/FX,13529649.78,-33.28,509169.02,-0.0,Growth,327877785.08,903411,973169916.84,2233167,510,1.05,0.518,0,1
2022-12-01,Tanzania,Airtel Money,Crypto/FX,17781660.59,31.43,2850971.58,-0.0,Growth,327877785.08,1004931,1103973497.98,2451458,527,1.65,0.732,0,0
2023-01-01,Tanzania,Airtel Money,Crypto/FX,19387681.69,9.03,4949165.4,-0.0,Growth,327877785.08,1016217,1152414515.4,2469124,544,2.53,0.779,0,0
2023-02-01,Tanzania,Airtel Money,Crypto/FX,20809702.68,7.33,5786678.14,-0.0,Growth,327877785.08,999609,1281307870.11,2454027,544,2.04,0.875,0,0
2023-03-01,Tanzania,Airtel Money,Crypto/FX,28256872.25,35.79,2752740.3,-0.0,Growth,327877785.08,1034800,1451593727.42,2569257,552,2.09,0.745,0,0
2023-04-01,Tanzania,Airtel Money,Crypto/FX,36245890.96,28.27,11468864.89,-0.0,Growth,327877785.08,1075362,1665452674.2,2685736,561,2.83,1.134,0,0
2023-05-01,Tanzania,Airtel Money,Crypto/FX,31294926.89,-13.66,8788595.46,-0.0,Growth,327877785.08,1109199,1749896870.99,2728807,562,1.55,1.122,0,0
2023-06-01,Tanzania,Airtel Money,Crypto/FX,29882268.54,-4.51,5494835.02,-0.0,Growth,327877785.08,1130710,1733510514.63,2689433,576,1.77,1.742,0,0
2023-07-01,Tanzania,Airtel Money,Crypto/FX,33699847.68,12.78,12911852.45,-0.0,Growth,327877785.08,1143437,1628972881.07,2657379,575,1.59,1.667,0,0
2023-08-01,Tanzania,Airtel Money,Crypto/FX,33843009.4,0.42,9176573.77,-0.0,Growth,327877785.08,1194983,1569296289.93,2746453,568,1.51,1.076,0,0
2023-09-01,Tanzania,Airtel Money,Crypto/FX,36383915.7,7.51,15630755.27,-0.0,Growth,327877785.08,1217100,1469369718.84,2715491,575,1.96,0.567,0,0
2023-10-01,Tanzania,Airtel Money,Crypto/FX,30217519.8,-16.95,7077670.49,-0.0,Growth,327877785.08,1243475,1486184930.42,2813765,567,1.99,0.318,0,0
2023-11-01,Tanzania,Airtel Money,Crypto/FX,27274632.88,-9.74,7880669.36,-0.0,Growth,327877785.08,1295279,1518736425.52,2888125,577,2.21,1.392,0,0
2023-12-01,Tanzania,Airtel Money,Crypto/FX,31720204.65,16.3,9600725.32,-0.0,Growth,327877785.08,1235401,1468568666.93,2769658,575,3.36,0.938,0,0
2024-01-01,Tanzania,Airtel Money,Crypto/FX,32717474.55,3.14,12935277.29,-0.0,Growth,327877785.08,1303917,1563817076.54,2797485,582,1.61,1.158,0,0
2024-02-01,Tanzania,Airtel Money,Crypto/FX,34232609.42,4.63,11508419.65,-0.0,Growth,327877785.08,1310367,1673343867.84,2817655,583,2.29,0.2,0,0
2024-03-01,Tanzania,Airtel Money,Crypto/FX,37619401.93,9.89,5017661.91,-0.0,Growth,327877785.08,1298465,1750557805.87,2731399,581,3.51,0.898,0,0
2024-04-01,Tanzania,Airtel Money,Crypto/FX,39980230.78,6.28,11190525.16,-0.0,Growth,327877785.08,1400080,1959108852.62,2904978,582,1.41,0.551,0,0
2024-05-01,Tanzania,Airtel Money,Crypto/FX,47102598.01,17.81,10965075.7,-0.0,Growth,327877785.08,1503503,2139250313.99,3038581,586,2.16,1.11,0,0
2024-06-01,Tanzania,Airtel Money,Crypto/FX,43715863.0,-7.19,15756771.52,-0.0,Growth,327877785.08,1507404,2225336634.41,3038508,596,1.94,0.648,0,0
2024-07-01,Tanzania,Airtel Money,Crypto/FX,45888495.38,4.97,15122090.69,-0.0,Growth,327877785.08,1524391,2276692052.31,3116843,602,2.46,0.699,0,0
2024-08-01,Tanzania,Airtel Money,Crypto/FX,52868863.94,15.21,21996998.51,-0.0,Growth,327877785.08,1567891,2260572972.67,3244651,610,2.13,0.356,0,0
2024-09-01,Tanzania,Airtel Money,Crypto/FX,42637498.43,-19.35,15864059.68,-0.0,Growth,327877785.08,1579891,2112855898.02,3251353,605,1.48,1.365,0,0
2024-10-01,Tanzania,Airtel Money,Crypto/FX,30679827.86,-28.04,4578428.72,-0.0,Growth,327877785.08,1553817,1941212793.2,3246363,615,1.57,0.748,0,1
2024-11-01,Tanzania,Airtel Money,Crypto/FX,26525228.09,-13.54,8015719.76,-0.0,Growth,327877785.08,1638702,1970368738.22,3343266,616,1.72,0.678,0,0
2024-12-01,Tanzania,Airtel Money,Crypto/FX,34970318.93,31.84,10990147.49,-0.0,Growth,327877785.08,1700813,2082310019.98,3411701,623,0.99,0.393,0,0
2019-01-01,Tanzania,Nala,Lending,2399551.02,6.53,-1037061.57,1037061.57,Growth,125644925.17,446915,112210474.25,372661,9735,2.68,0.967,0,0
2019-02-01,Tanzania,Nala,Lending,2712699.03,13.05,-496850.71,496850.71,Growth,125644925.17,461437,128003042.6,378402,9702,2.06,1.378,0,0
2019-03-01,Tanzania,Nala,Lending,2253176.87,-16.94,-1425156.6,1425156.6,Growth,125644925.17,486293,142519780.94,399602,9914,2.84,1.514,0,0
2019-04-01,Tanzania,Nala,Lending,2247205.77,-0.27,-369206.7,369206.7,Growth,125644925.17,476752,150117379.6,400490,9857,2.05,1.233,0,0
2019-05-01,Tanzania,Nala,Lending,2961500.56,31.79,287031.97,-0.0,Growth,125644925.17,481920,163831201.53,404324,9941,2.0,0.825,0,0
2019-06-01,Tanzania,Nala,Lending,3526428.81,19.08,-476017.79,476017.79,Growth,125644925.17,497004,164176159.25,410210,9839,2.99,0.59,0,0
2019-07-01,Tanzania,Nala,Lending,3242239.93,-8.06,-893438.22,893438.22,Growth,125644925.17,521638,169064965.06,419948,10011,3.53,0.563,0,0
2019-08-01,Tanzania,Nala,Lending,2692172.77,-16.97,186904.87,-0.0,Growth,125644925.17,524393,161969624.47,418706,9977,2.41,0.2,0,0
2019-09-01,Tanzania,Nala,Lending,2660395.31,-1.18,362187.88,-0.0,Growth,125644925.17,528949,143761410.35,418614,10210,2.49,1.17,0,0
2019-10-01,Tanzania,Nala,Lending,2299888.56,-13.55,-35712.42,35712.42,Growth,125644925.17,549306,137116949.4,420849,10236,1.88,1.489,0,0
2019-11-01,Tanzania,Nala,Lending,2639622.02,14.77,-1356290.98,1356290.98,Growth,125644925.17,536105,125064550.11,408872,10409,1.89,2.11,0,1
2019-12-01,Tanzania,Nala,Lending,2556789.03,-3.14,-810939.52,810939.52,Growth,125644925.17,504876,116757258.37,383714,10561,2.66,0.846,0,1
2020-01-01,Tanzania,Nala,Lending,2693316.94,5.34,135180.37,-0.0,Growth,125644925.17,520844,130327918.74,394606,10595,2.18,0.482,0,0
2020-02-01,Tanzania,Nala,Lending,3101071.84,15.14,194612.89,-0.0,Growth,125644925.17,519979,141978232.62,394922,10666,2.91,0.465,0,0
2020-03-01,Tanzania,Nala,Lending,3177969.85,2.48,-961367.96,961367.96,Growth,125644925.17,526723,151889670.21,390410,10567,3.7,1.894,0,1
2020-04-01,Tanzania,Nala,Lending,3307551.03,4.08,-1215843.12,1215843.12,Growth,125644925.17,550914,169071672.64,404566,10672,0.79,1.351,0,1
2020-05-01,Tanzania,Nala,Lending,3076453.36,-6.99,-605015.59,605015.59,Growth,125644925.17,553689,181942849.4,402360,10720,2.3,0.85,0,1
2020-06-01,Tanzania,Nala,Lending,2827167.92,-8.1,-176261.46,176261.46,Growth,125644925.17,564496,184871561.63,407540,10816,0.53,0.587,0,0
