x_cm,y_cm,z_cm,t_hours,j_density_A_cm2,pH2O_pH2_ratio,T_inlet_C,T_field_C,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_xz_MPa,sigma_yz_MPa,damage_index_D
0.6389,3.8755,0.21945,1190.47,0.968,0.439,601.2,634.98,31.518,24.26,-3.859,-0.891,0.175,-0.581,0.0113
0.3896,2.4855,0.21113,101.56,0.932,0.824,720.5,751.34,34.735,29.835,-5.402,0.366,1.039,0.181,0.00118
0.9374,1.7192,0.14905,962.83,0.705,0.223,684.5,708.16,32.836,26.555,-3.39,0.064,-0.75,0.18,0.00312
0.1044,1.3867,0.24271,5133.14,0.702,0.478,759.3,790.41,36.294,31.165,-3.747,-0.16,0.11,0.544,0.02654
2.3485,3.6486,0.23316,6980.04,0.159,0.3,784.9,811.19,32.502,23.943,-3.098,-2.059,-0.206,0.428,0.00251
2.1491,2.4035,0.24856,7174.45,0.308,0.236,753.8,781.39,26.641,24.075,-5.479,0.076,0.471,-0.363,0.0083
3.7729,0.1901,0.09495,3391.63,0.954,0.419,645.3,668.77,33.014,31.728,-4.933,0.457,-0.206,-0.077,0.02999
2.4823,2.0526,0.11047,5784.97,0.058,0.151,833.8,842.85,27.444,25.955,-3.304,-0.887,0.009,0.045,5e-05
2.6941,2.8426,0.28564,674.69,0.63,0.553,624.6,657.53,27.537,23.224,-5.321,-0.727,0.563,0.625,0.0
2.1645,1.3805,0.18098,2424.37,0.953,0.328,616.2,643.48,33.656,29.097,-4.559,1.546,0.697,0.483,0.02061
1.7354,0.5141,0.28647,714.3,0.787,0.112,608.8,645.11,26.442,25.466,-5.946,2.063,0.368,0.106,0.0043
1.9241,1.88,0.20415,1601.66,0.452,0.888,657.6,681.09,25.688,21.345,-5.306,1.545,-0.217,0.542,0.00399
3.378,0.4641,0.28847,451.99,0.97,0.253,817.3,855.4,42.311,38.346,-4.729,1.702,0.354,-0.075,0.00558
1.647,3.8173,0.11293,4633.73,0.279,0.608,676.6,689.93,24.368,20.228,-6.631,-1.913,-0.06,0.139,0.00366
1.5289,0.5244,0.1252,2687.09,0.061,0.394,674.4,685.47,21.393,20.385,-5.003,1.81,-0.353,-0.029,0.00022
2.0764,0.2989,0.25413,5456.09,0.46,0.886,604.8,634.88,18.605,22.911,-5.364,1.711,0.266,0.278,0.01196
3.4835,1.3346,0.29189,168.77,0.391,0.808,839.6,873.46,40.769,35.277,-4.816,0.949,0.483,0.498,0.00145
2.0955,1.7698,0.0633,962.84,0.352,0.642,810.7,816.68,32.744,25.52,-3.357,0.76,-0.481,-0.234,0.00114
2.8471,1.0086,0.18621,3325.24,0.97,0.319,621.1,656.59,30.639,27.526,-2.659,1.378,0.29,0.419,0.03259
3.3033,2.1286,0.19455,4402.5,0.048,0.484,733.6,751.78,25.075,24.495,-4.712,0.164,0.351,-0.245,0.00092
3.9829,2.5862,0.05932,2142.61,0.251,0.744,780.3,784.53,28.727,26.113,-3.563,0.564,-0.02,0.177,0.00102
1.7104,1.2689,0.23695,6714.9,0.866,0.215,621.8,658.57,30.759,24.563,-3.975,0.555,0.084,-0.037,0.05217
1.0596,0.2611,0.28616,4445.04,0.65,0.162,618.6,652.0,28.566,21.471,-3.983,1.398,0.385,-0.584,0.01829
0.6183,1.1997,0.03191,3258.23,0.089,0.284,652.7,655.37,20.707,17.429,-6.423,0.561,0.251,0.328,0.0
3.7982,1.5944,0.28914,752.57,0.025,0.347,831.0,860.81,36.894,26.513,-4.709,0.06,-0.206,0.279,0.00091
3.4334,2.9127,0.19586,1129.21,0.374,0.573,790.1,814.38,35.085,27.669,-5.823,-0.227,0.219,-0.041,0.00049
3.1734,3.9581,6e-05,2599.17,0.55,0.753,764.6,773.03,34.027,27.627,-4.728,-1.83,-0.195,0.223,0.00857
3.9386,0.6756,0.0429,6609.34,0.3,0.849,611.6,616.27,19.519,17.531,-2.663,-0.212,-0.297,-0.093,0.00671
1.8763,0.7736,0.25358,4146.85,0.897,0.602,624.7,659.56,28.05,23.454,-6.225,2.185,0.57,0.046,0.03214
2.3735,3.2065,0.13713,2976.5,0.086,0.658,738.0,754.12,27.294,23.612,-4.409,-2.815,0.122,0.246,0.00117
2.7527,2.9756,0.20486,5069.5,0.3,0.715,845.7,867.86,37.522,33.029,-5.855,-0.969,-0.204,-0.019,0.00562
3.992,3.4984,0.12153,5390.22,0.868,0.807,666.5,691.11,34.206,27.48,-3.604,-0.364,-0.422,-0.476,0.03865
2.5773,1.1843,0.18685,6144.32,0.09,0.408,779.8,797.87,27.1,23.138,-4.69,0.035,-0.148,-0.129,0.00078
1.7297,3.6806,0.2967,3853.07,0.386,0.816,671.0,703.25,24.481,19.525,-5.225,-1.366,0.455,0.004,0.00717
3.0708,3.4762,0.11823,6158.92,0.033,0.875,832.2,842.68,28.878,27.8,-4.853,-1.272,0.226,0.14,0.00209
1.504,1.4932,0.17391,6760.82,0.09,0.561,624.9,639.26,14.253,15.929,-4.526,1.008,0.08,0.038,0.0013
0.0736,2.9794,0.10953,3288.85,0.37,0.115,796.4,810.14,31.843,28.996,-4.708,-0.617,-0.309,0.037,0.00521
3.6066,1.7026,0.24411,1828.0,0.371,0.685,682.3,709.25,24.259,24.164,-3.28,0.78,-0.021,0.044,0.0007
0.0244,1.0645,0.29647,2012.83,0.406,0.65,845.8,875.44,38.341,28.286,-5.636,-0.605,0.054,0.289,0.00341
2.4031,0.2294,0.12958,7767.17,0.335,0.379,776.2,790.32,34.376,28.778,-5.006,2.161,0.338,0.446,0.0075
1.0924,0.7974,0.266,6100.62,0.857,0.617,694.0,732.04,34.895,28.157,-3.742,1.808,-0.085,-0.001,0.04607
0.8788,3.1076,0.0536,254.97,0.204,0.757,844.4,846.77,35.086,29.156,-3.354,-1.89,-0.384,0.394,0.00072
1.9289,2.8958,0.15937,7200.51,0.946,0.757,725.2,755.28,38.077,29.619,-4.155,-1.624,-0.026,0.11,0.06431
0.3785,3.3414,0.20542,1734.69,0.242,0.212,823.8,840.08,33.207,28.094,-3.613,0.128,0.241,-0.372,0.00281
3.7317,2.4169,0.12122,838.71,0.592,0.555,619.0,638.13,28.307,24.837,-5.118,0.616,0.524,-0.018,0.00336
0.8112,1.1899,0.26803,2405.31,0.616,0.37,681.3,714.53,31.519,24.736,-4.625,0.866,0.435,-0.498,0.00975
3.1878,3.7903,0.18184,6426.19,0.769,0.642,689.7,715.04,34.219,24.312,-5.12,-0.707,0.28,0.001,0.03962
0.6122,0.8034,0.10878,7490.91,0.614,0.355,630.5,648.38,24.619,22.366,-2.869,1.507,-0.125,-0.739,0.02694
1.1728,0.9397,0.07573,2391.35,0.789,0.461,711.7,723.35,35.589,28.742,-3.661,0.673,0.085,-0.366,0.01683
3.4874,1.0443,0.28465,2251.77,0.136,0.397,768.5,799.77,27.175,23.928,-4.638,0.922,-0.347,0.384,0.00117
0.3744,1.0031,0.06577,431.36,0.591,0.873,676.7,687.93,26.901,24.22,-3.631,0.653,-0.327,-0.724,0.00084
0.842,1.5545,0.2368,6498.76,0.627,0.223,745.4,776.18,34.823,27.501,-5.089,0.144,-0.107,0.578,0.02796
3.4585,0.1177,0.09526,582.76,0.138,0.395,657.5,667.81,21.799,18.627,-4.022,1.017,-0.317,0.393,0.0
1.2641,3.1127,0.20735,3788.33,0.775,0.497,666.7,696.88,32.303,25.508,-5.223,-2.116,-0.02,0.083,0.02345
1.0494,2.5275,0.28645,7342.57,0.447,0.208,727.6,757.57,33.312,29.848,-4.084,-0.476,0.652,-0.194,0.01461
0.0352,3.7064,0.03768,6816.53,0.431,0.477,658.8,662.34,19.629,22.033,-3.66,0.33,-0.314,-0.213,0.01321
1.3716,1.072,0.2979,7909.31,0.239,0.589,666.2,694.64,21.177,19.317,-5.297,1.041,0.463,0.424,0.0049
2.6372,2.1029,0.05875,1087.16,0.787,0.734,606.8,621.09,28.717,22.099,-3.236,-0.594,0.029,-0.066,0.0049
1.9938,0.968,0.26685,2332.69,0.869,0.334,681.6,717.46,36.742,28.299,-5.656,2.175,0.506,0.15,0.01665
1.1068,2.4583,0.29273,4037.02,0.087,0.256,774.5,803.65,27.875,24.472,-7.876,-0.891,0.309,-0.246,0.00053
1.5537,2.5977,0.1603,2873.2,0.048,0.527,837.2,853.96,30.624,27.304,-3.701,-1.264,0.252,-0.105,0.00235
2.9366,2.086,0.19679,3595.61,0.659,0.502,650.7,673.94,27.973,22.985,-3.826,0.181,0.2,0.453,0.01392
1.1302,2.3545,0.04909,4573.68,0.149,0.728,781.9,788.04,28.856,22.9,-6.173,0.048,-0.21,0.022,0.0007
2.6557,3.0609,0.19911,1557.74,0.505,0.775,616.5,640.79,20.291,21.639,-3.699,-1.289,-0.063,-0.412,0.00442
0.2092,2.0962,0.24384,756.59,0.087,0.649,729.7,754.24,25.004,22.996,-4.658,0.072,-0.008,-0.156,0.0016
0.277,2.7863,0.25665,6046.75,0.027,0.507,845.4,870.81,33.7,28.452,-3.615,-0.107,0.073,-0.212,0.0
2.3605,2.2412,0.02038,4400.04,0.095,0.31,682.1,683.75,21.168,18.184,-3.503,-0.207,0.2,-0.147,0.0
2.1485,1.7177,0.26958,1613.92,0.482,0.439,801.6,835.14,36.851,30.506,-5.333,-0.456,0.361,0.016,0.00129
3.7961,0.786,0.09881,4056.91,0.659,0.448,833.8,851.24,37.464,35.327,-3.274,1.149,-0.383,0.133,0.01799
3.2738,3.0687,0.27641,7439.04,0.945,0.451,713.0,754.27,40.113,31.497,-4.874,-0.477,0.58,0.461,0.06603
0.7931,3.2462,0.20123,5380.49,0.32,0.678,661.6,683.41,18.974,20.356,-4.929,-1.404,0.176,-0.49,0.00709
3.9522,3.9272,0.09795,2064.73,0.565,0.547,663.9,675.89,29.237,28.83,-4.182,-0.297,-0.243,0.279,0.00528
0.5157,1.1026,0.08543,5134.87,0.004,0.696,831.2,842.38,28.853,24.2,-5.141,1.052,-0.129,0.099,0.00164
3.9579,1.6644,0.19846,5362.52,0.291,0.381,740.4,762.8,28.691,25.915,-4.452,-1.304,0.024,0.139,0.00535
2.8071,3.8194,0.03789,2120.92,0.784,0.596,624.9,637.89,26.166,20.663,-3.38,-1.841,-0.451,-0.094,0.01259
0.038,2.6643,0.25277,989.03,0.542,0.357,785.0,812.59,33.841,26.399,-5.597,-0.205,0.685,0.076,0.00443
3.2052,2.6803,0.10368,1747.39,0.545,0.131,668.4,684.03,29.501,22.16,-3.702,-0.713,-0.223,0.285,0.00417
0.7225,0.6173,0.2817,4526.37,0.541,0.541,788.5,822.63,36.789,31.53,-5.149,0.342,1.113,0.061,0.01382
3.9366,1.8444,0.08688,4795.19,0.794,0.346,716.5,739.35,30.982,33.529,-2.925,-0.005,-0.171,-0.486,0.02829
1.3991,3.0507,0.08714,2773.7,0.666,0.216,637.1,652.02,25.783,24.532,-4.448,-1.4,0.419,0.216,0.0125
0.691,0.2897,0.06285,6627.54,0.013,0.23,771.5,774.03,25.766,24.328,-4.399,1.425,0.085,0.166,0.0
3.653,0.6407,0.05209,2111.39,0.685,0.136,713.3,725.19,28.773,29.107,-3.781,0.448,0.058,0.373,0.01009
1.6974,2.9857,0.07774,1337.16,0.105,0.887,735.6,745.29,23.408,22.386,-5.586,-0.524,0.086,0.028,0.00028
1.9114,1.1098,0.12796,7275.52,0.176,0.23,671.1,681.2,22.573,17.431,-5.046,0.88,-0.229,-0.083,0.00288
3.3756,2.1427,0.04435,1194.21,0.825,0.52,802.2,816.58,39.496,34.979,-1.624,-0.388,-0.184,-0.336,0.00887
0.5173,0.7905,0.09186,2998.36,0.412,0.348,663.5,672.52,26.88,21.073,-4.72,1.167,-0.204,-0.024,0.00431
3.5902,3.1696,0.05544,4267.08,0.944,0.362,633.8,656.12,32.985,24.816,-2.516,-1.118,-0.526,-0.153,0.03867
0.2307,0.8034,0.01493,3721.1,0.608,0.676,781.9,786.84,37.018,26.9,-3.424,-0.122,-0.202,0.179,0.0117
0.6677,1.4655,0.07709,3057.85,0.292,0.246,706.4,713.77,23.44,22.472,-4.807,1.018,0.344,-0.093,0.0015
0.2207,3.7154,0.21072,5928.04,0.459,0.2,667.6,690.81,26.219,23.444,-6.405,-0.062,0.081,0.433,0.01394
0.2392,1.937,0.29548,3973.52,0.456,0.459,801.6,834.05,34.017,26.908,-5.209,-0.529,0.564,0.268,0.00859
0.2019,3.7543,0.12854,1853.57,0.393,0.39,684.4,701.08,25.237,20.627,-4.631,-0.262,0.167,0.362,0.00247
0.9562,1.392,0.0218,949.63,0.424,0.655,801.3,803.72,30.379,31.102,-2.47,0.399,0.018,0.339,0.00356
1.4132,3.2643,0.05436,5465.3,0.966,0.439,713.0,731.39,39.208,32.047,-2.243,-1.116,-0.692,-0.592,0.05053
3.5022,1.586,0.15625,2930.75,0.201,0.344,842.4,857.61,32.141,31.384,-5.662,-0.166,-0.23,0.111,0.00069
2.1022,2.0056,0.09124,677.89,0.823,0.838,675.3,695.3,30.205,30.154,-3.058,0.046,-0.426,-0.169,0.00389
2.1997,3.8395,0.03728,4440.38,0.972,0.433,822.6,838.92,41.774,35.4,-3.7,-2.812,-0.569,-0.085,0.04131
1.4045,2.7317,0.04834,5018.74,0.411,0.123,671.8,679.54,22.01,18.369,-5.03,-0.426,-0.775,0.235,0.00744
0.6605,0.1287,0.03938,123.1,0.596,0.474,750.6,765.1,30.68,32.073,-3.359,1.3,-0.376,0.011,0.00017
1.5284,0.6059,0.23915,712.98,0.311,0.123,687.9,715.04,26.734,20.466,-6.103,1.527,0.088,-0.505,0.0007
3.2479,2.6248,0.03064,4299.05,0.074,0.454,727.3,732.09,24.007,19.068,-5.031,-0.517,-0.514,0.026,0.00019
0.2646,1.0818,0.2191,7601.58,0.548,0.712,780.4,805.69,36.249,29.556,-5.11,0.305,0.047,0.416,0.02306
3.4491,0.2838,0.2017,1255.24,0.877,0.176,828.0,857.9,42.104,36.593,-4.241,-0.073,-0.378,-0.417,0.01011
1.9763,2.5323,0.03418,2348.25,0.939,0.343,716.1,732.61,35.927,29.799,-4.461,-0.697,-0.173,-0.178,0.0196
3.238,0.7735,0.25861,5276.34,0.513,0.116,833.9,862.93,35.995,31.245,-4.048,0.54,0.04,-0.088,0.01417
0.553,3.9209,0.00051,7788.86,0.852,0.31,822.6,835.71,44.518,35.547,-2.268,-0.51,-0.46,-0.216,0.05746
3.7588,3.3223,0.20747,2976.72,0.916,0.519,666.9,699.17,33.086,27.904,-2.916,-0.224,0.433,0.227,0.02351
1.5536,2.8309,0.2653,6293.15,0.888,0.584,791.0,832.97,44.56,36.703,-5.45,-1.351,0.352,0.395,0.0502
1.0197,1.3434,0.03197,3957.43,0.054,0.141,637.2,639.87,18.226,14.253,-5.279,0.176,-0.284,-0.602,0.00038
2.4461,3.2616,0.22898,687.61,0.353,0.442,602.8,627.5,20.035,21.282,-5.707,-2.013,-0.257,-0.455,0.0
3.1533,0.5943,0.15598,5581.32,0.48,0.576,704.3,723.08,24.214,28.862,-5.264,0.832,-0.074,0.764,0.01552
0.1648,1.7452,0.23642,3967.3,0.948,0.486,769.2,804.01,44.635,32.638,-3.523,-0.53,0.446,0.718,0.03628
0.7392,0.3088,0.17932,3745.82,0.532,0.605,618.3,639.59,19.624,21.119,-4.453,1.394,-0.133,0.059,0.01048
2.7446,0.9099,0.03647,4403.97,0.974,0.527,837.7,855.08,45.42,35.353,-3.122,1.59,-0.257,-0.356,0.0424
3.7379,0.0475,0.00017,3851.53,0.335,0.727,619.4,622.03,18.531,19.181,-6.579,0.232,0.066,0.011,0.00316
3.3069,0.2594,0.07546,6079.76,0.005,0.302,647.2,657.54,18.412,15.062,-5.664,1.191,-0.382,0.388,0.0
3.5655,0.8505,0.19001,6472.13,0.714,0.121,618.5,645.52,25.963,22.496,-3.759,0.654,-0.035,-0.037,0.03381
3.0571,0.4105,0.27749,4031.85,0.168,0.425,778.1,807.06,26.89,27.002,-3.75,1.648,-0.405,-0.125,0.0
1.5533,1.8791,0.08366,1189.41,0.74,0.87,848.9,868.32,41.534,38.095,-3.339,0.17,-0.032,-0.65,0.00933
3.1708,0.4336,0.18177,2805.5,0.478,0.417,631.3,655.73,22.986,21.849,-2.802,1.378,0.268,0.553,0.00793
2.2037,0.931,0.06336,2476.12,0.44,0.289,739.5,746.33,27.135,25.26,-3.319,1.758,-0.15,-0.628,0.00415
1.7967,1.1253,0.12517,1628.83,0.733,0.105,733.8,753.1,36.051,30.478,-3.769,1.398,-0.46,-0.061,0.00779
0.5243,1.4964,0.22079,1340.63,0.285,0.361,808.5,832.77,32.927,28.303,-3.527,0.615,-0.437,-0.242,0.00086
3.3133,0.0055,0.19399,2142.53,0.429,0.637,776.5,801.42,31.218,27.482,-3.867,0.771,0.25,-0.24,0.00497
3.2587,0.7371,0.28854,3150.58,0.236,0.21,817.1,849.56,34.645,28.151,-3.216,1.462,-0.193,0.701,0.00243
2.9306,0.4348,0.09247,1894.17,0.05,0.875,711.3,721.45,26.002,20.886,-5.351,1.112,-0.478,-0.208,0.0
1.2199,3.1735,0.06093,1435.19,0.365,0.864,779.5,788.28,35.105,24.093,-2.239,-1.37,0.06,-0.382,0.00254
1.033,2.1585,0.11044,1027.56,0.932,0.3,827.8,848.98,46.879,38.899,-3.556,-0.467,-0.378,-0.106,0.00873
1.5788,1.3195,0.18074,708.94,0.785,0.575,778.2,804.77,37.397,33.803,-3.761,0.534,0.418,-0.48,0.00657
2.3199,2.1637,0.26417,3615.52,0.838,0.202,771.6,805.7,40.962,32.693,-5.556,0.07,0.355,0.07,0.02743
1.3425,0.8957,0.07699,6962.66,0.648,0.546,815.6,829.67,37.041,33.01,-3.097,2.272,0.049,-0.42,0.02639
1.072,0.8582,0.02326,2790.64,0.913,0.786,749.3,765.9,40.905,32.381,-0.629,1.169,-0.736,0.005,0.02264
3.8026,0.4154,0.02034,6783.02,0.489,0.64,807.7,813.34,32.903,29.334,-3.181,1.025,-0.637,-0.186,0.01652
1.1629,3.3822,0.17181,6475.55,0.4,0.144,804.1,822.41,36.767,28.208,-3.94,-1.618,-0.224,0.131,0.01138
2.6867,3.3684,0.01148,3753.72,0.901,0.324,803.6,815.78,40.492,34.191,-2.121,-1.44,-0.713,-0.03,0.03167
0.8246,1.1291,0.26237,2094.2,0.68,0.612,632.1,666.01,24.578,18.893,-2.224,1.089,0.098,0.191,0.00939
2.4764,0.2509,0.1064,1189.2,0.168,0.312,783.4,794.66,29.456,20.671,-4.133,1.659,0.244,-0.214,0.00126
1.7211,0.2382,0.05254,7882.61,0.916,0.606,801.9,819.28,39.975,35.354,-3.182,2.136,-0.67,-0.036,0.06531
2.8963,0.9662,0.22419,3961.6,0.132,0.756,656.8,681.08,16.793,19.939,-5.759,0.917,0.818,-0.426,0.00117
2.8356,2.9195,0.16683,1557.22,0.518,0.181,778.4,798.07,36.577,29.993,-4.57,-0.445,-0.031,-0.181,0.00494
3.8209,1.74,0.16546,2999.16,0.813,0.362,692.1,720.82,35.02,29.425,-4.464,-0.289,0.233,0.143,0.01986
1.3791,2.8845,0.20959,7252.88,0.365,0.116,608.2,634.07,22.817,14.108,-4.089,-1.406,0.336,0.378,0.00766
3.6315,1.2237,0.28953,5543.96,0.948,0.541,625.4,668.31,31.994,25.719,-6.254,-0.237,0.718,0.074,0.04903
1.9223,2.1997,0.18806,329.91,0.815,0.705,619.9,646.05,31.533,23.709,-5.124,0.387,0.382,-0.056,0.00281
1.1682,0.4369,0.15954,3100.21,0.911,0.766,808.3,835.4,41.318,36.862,-5.012,0.855,-0.168,0.364,0.02686
0.3287,3.8648,0.01816,2349.41,0.938,0.551,655.2,667.31,30.912,27.24,-2.758,0.012,-0.785,-0.159,0.02046
0.0849,1.7759,0.10578,6679.3,0.42,0.456,827.5,841.68,33.96,29.647,-3.736,0.468,0.212,-0.228,0.01324
2.8644,0.8142,0.0742,7041.95,0.39,0.35,697.8,705.78,27.355,24.63,-4.651,0.536,0.051,-0.348,0.00973
2.458,1.991,0.1557,2429.87,0.9,0.48,639.3,667.44,30.383,27.927,-4.859,0.08,-0.109,0.296,0.02148
1.9796,3.5982,0.0169,863.91,0.891,0.159,830.5,842.29,42.286,35.782,-1.469,-2.254,-0.453,-0.131,0.00641
2.8253,2.4988,0.08515,6521.82,0.155,0.421,609.7,621.28,13.431,12.555,-2.734,-0.463,-0.077,0.288,0.00144
1.4365,0.7481,0.06642,2320.41,0.572,0.246,811.0,822.32,34.273,33.833,-3.856,1.056,-0.237,-0.43,0.00704
0.1233,1.9092,0.15913,21.25,0.939,0.122,709.7,742.5,36.026,30.978,-2.321,-0.1,0.428,-0.285,0.00042
2.9315,3.4125,0.24145,5982.88,0.754,0.465,820.0,851.52,41.18,34.222,-6.019,-2.185,0.462,0.193,0.0353
1.2347,0.6987,0.04119,5093.48,0.026,0.656,638.1,643.68,14.06,15.609,-4.742,1.204,-0.116,-0.276,0.00025
1.3389,2.3199,0.01041,4148.39,0.05,0.33,838.7,841.81,30.493,23.401,-5.794,-0.398,-0.239,-0.008,7e-05
3.5561,3.7912,0.2764,1495.36,0.837,0.591,713.7,752.48,34.487,32.654,-5.226,-0.215,0.683,0.164,0.01093
1.7293,1.6884,0.20546,4530.0,0.001,0.699,686.1,706.78,20.987,17.03,-4.776,-0.248,0.159,0.759,0.0
3.5979,1.3553,0.23059,5651.59,0.296,0.688,723.8,746.17,28.926,24.223,-5.071,-0.152,-0.229,0.471,0.00478
0.0245,3.2251,0.14347,4480.9,0.212,0.221,793.0,809.58,30.023,26.958,-5.329,0.195,-0.461,0.15,0.00249
1.3632,3.3664,0.29113,5770.97,0.06,0.494,751.3,781.6,25.563,25.504,-4.577,-2.199,0.648,0.19,0.00079
1.4247,2.2107,0.05904,2352.98,0.4,0.412,824.1,831.36,34.377,29.552,-4.654,0.09,0.12,-0.086,0.00464
0.6521,1.5568,0.28222,1965.39,0.185,0.635,783.9,812.23,32.623,27.599,-4.628,0.377,0.173,0.03,0.00274
2.679,0.6967,0.13661,1531.86,0.717,0.645,828.4,848.84,39.537,34.613,-1.922,1.313,-0.402,0.48,0.00724
2.1235,2.303,0.04951,6630.16,0.87,0.341,693.3,708.2,32.982,28.046,-1.637,-1.467,-0.995,-0.175,0.05015
1.7976,0.4736,0.02,1150.56,0.052,0.124,704.6,706.67,19.013,20.645,-5.563,2.237,0.058,-0.194,0.0
1.7104,1.8437,0.13581,1512.59,0.21,0.832,725.8,739.48,24.411,20.957,-5.371,-0.274,0.052,-0.119,0.0
2.2822,3.1987,0.16848,5798.18,0.736,0.659,760.9,784.74,34.237,31.34,-3.766,-1.716,-0.066,-0.406,0.03064
3.0255,0.194,0.05749,7813.17,0.023,0.191,627.9,631.6,15.806,14.753,-6.654,2.43,0.045,-0.001,0.00087
3.247,0.715,0.27532,791.46,0.621,0.866,744.0,775.94,32.116,29.965,-4.355,0.948,0.43,0.33,0.00348
0.0595,1.2629,0.06608,7642.19,0.129,0.243,606.7,609.48,19.213,11.275,-5.999,-0.739,0.56,-0.011,0.00189
3.4935,2.9612,0.13373,1503.8,0.146,0.455,846.1,860.69,34.589,26.175,-5.852,-0.473,-0.091,0.281,0.00205
2.0209,3.163,0.02462,6986.26,0.393,0.892,690.3,692.96,26.445,23.153,-1.995,-2.017,-0.46,-0.162,0.01193
0.0045,1.7434,0.16168,1552.77,0.701,0.85,782.9,805.76,35.086,31.606,-4.651,-0.811,0.122,0.141,0.00746
1.7602,0.9199,0.21302,4297.67,0.115,0.372,736.0,758.88,27.232,25.556,-3.796,2.101,-0.141,0.283,0.00261
2.7159,0.708,0.00527,689.46,0.498,0.772,668.1,668.98,23.051,20.429,-4.624,2.33,-0.529,0.095,0.001
2.8529,1.0766,0.0193,3975.89,0.307,0.755,617.7,618.68,20.212,15.741,-2.858,1.237,-0.114,-0.321,0.00321
1.2456,3.9677,0.04975,1170.73,0.31,0.225,723.6,728.11,28.393,23.271,-3.742,-1.749,0.04,0.006,0.0018
3.6355,1.733,0.17133,5547.85,0.987,0.81,630.8,662.76,27.807,27.68,-5.05,0.119,0.053,0.282,0.05403
2.3902,0.6215,0.21259,5728.55,0.427,0.688,637.3,664.77,23.674,19.058,-3.99,2.074,0.028,0.282,0.01113
0.0152,0.1852,0.13172,3223.89,0.603,0.617,674.8,691.34,27.43,26.505,-3.786,-0.496,0.409,0.406,0.01215
3.2595,1.3729,0.29016,3330.52,0.211,0.82,641.4,671.5,22.312,17.48,-6.191,1.074,0.332,0.566,0.00095
1.7238,1.2122,0.22677,1578.36,0.894,0.386,659.1,692.35,33.527,27.092,-4.701,1.591,0.474,0.185,0.01322
3.5909,1.2028,0.18667,4342.91,0.844,0.58,761.5,791.44,39.175,32.198,-4.569,0.12,0.19,0.173,0.03267
1.7803,3.6333,0.02566,6950.1,0.708,0.176,740.3,750.42,36.995,26.35,-1.723,-2.437,-0.824,0.037,0.03575
1.1103,0.6692,0.16202,6290.89,0.564,0.572,783.0,806.73,36.504,33.88,-3.534,1.047,-0.288,0.103,0.01982
2.8692,3.4789,0.2163,6765.21,0.514,0.402,642.2,668.3,24.167,19.764,-5.186,-1.243,0.056,0.27,0.01779
1.3035,2.3263,0.24248,6368.42,0.104,0.491,608.0,633.22,17.49,17.564,-5.149,-1.108,-0.488,-0.106,0.00022
3.0183,2.5524,0.03884,5298.73,0.643,0.514,794.3,805.8,34.895,31.212,-4.571,-0.174,-0.819,-0.5,0.02424
2.8288,1.6094,0.14479,5948.56,0.017,0.669,815.5,826.87,27.824,27.563,-6.0,0.74,-0.509,-0.15,4e-05
3.3925,1.4163,0.29608,142.82,0.407,0.586,609.0,644.24,24.068,20.703,-6.038,-0.225,0.404,0.388,0.0
1.1468,1.7418,0.0039,2553.5,0.458,0.764,749.2,756.59,28.671,27.612,-4.55,0.531,-0.571,-0.321,0.00455
1.4107,2.3504,0.16617,7750.27,0.213,0.741,749.5,767.68,29.034,21.163,-5.969,0.226,0.057,0.147,0.00458
0.8249,0.2397,0.18155,7922.24,0.247,0.15,776.5,798.5,29.266,27.252,-5.511,1.628,-0.45,-0.069,0.00653
1.7427,3.8979,0.00784,1479.44,0.516,0.461,821.7,830.81,35.602,28.399,-3.766,-1.115,-0.173,-0.376,0.00284
1.0913,0.0375,0.08082,3731.94,0.895,0.877,793.8,816.97,42.947,36.717,-2.641,2.628,-0.351,-0.023,0.02901
2.0021,2.8297,0.12124,3767.06,0.816,0.665,796.0,818.24,36.384,34.133,-2.269,-1.604,-0.377,0.466,0.02574
1.5703,3.9835,0.14724,4970.98,0.35,0.441,804.7,820.3,32.052,27.715,-4.528,-2.438,-0.527,-0.328,0.00634
0.636,2.7813,0.19994,7936.85,0.451,0.708,784.5,808.84,35.404,27.343,-5.396,-0.063,0.184,-0.015,0.01859
3.5502,1.8734,0.00864,6563.69,0.626,0.68,627.0,634.63,25.707,21.94,-4.246,0.95,-0.592,-0.638,0.02522
3.2254,2.9965,0.01731,6425.89,0.672,0.522,618.3,627.12,23.842,24.228,-3.004,-0.897,-0.497,0.001,0.02856
1.283,0.3928,0.16909,6545.0,0.25,0.85,721.1,741.85,29.704,23.809,-5.084,0.971,0.222,0.005,0.00419
3.4361,2.8159,0.07702,7668.71,0.484,0.803,698.8,710.35,28.032,25.379,-4.438,-0.711,-0.062,-0.505,0.01851
3.2717,3.721,0.28309,3493.78,0.314,0.546,740.6,772.45,28.023,22.65,-3.644,-1.357,0.213,-0.025,0.00417
2.3965,0.025,0.18387,2330.43,0.05,0.532,619.6,638.62,15.27,13.813,-3.634,2.237,-0.138,-0.115,0.0
2.9735,1.615,0.06628,5776.86,0.891,0.347,671.9,691.32,35.662,27.834,-4.25,0.593,0.266,-0.479,0.04621
