Tunnel_ID,Soil_Type,Tunnel_Depth_m,Tunnel_Diameter_m,H_D_Ratio,Lining_Thickness_m,Undrained_Shear_Strength_kPa,Friction_Angle_deg,K0,Groundwater_Level_m,Volume_Loss_pct,Surface_Settlement_mm,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,Crown_Convergence_mm,Risk_Score,Failure_Label
TUN-1138,Sand,23.2,10.35,2.24,0.371,5.9,39.1,0.366,6.7,6.575,2280.03,837.63,71.9,0.27,0.8027,1
TUN-1139,Clay,10.3,4.31,2.39,0.232,63.7,23.6,1.039,5.6,0.581,77.87,46.17,52.8,0.0,0.4341,0
TUN-1140,Clay,19.9,8.72,2.28,0.281,99.5,20.4,1.433,13.8,0.628,180.38,64.89,128.0,0.83,0.4769,0
TUN-1141,Clay,13.1,7.74,1.7,0.368,146.8,24.3,1.432,9.0,0.3,103.66,42.57,88.9,0.0,0.3558,0
TUN-1142,Sand,13.5,4.43,3.05,0.165,7.2,31.6,0.44,6.5,3.238,353.46,100.31,80.8,0.28,0.6489,1
TUN-1143,Mixed_Clay_Sand,33.0,9.64,3.42,0.396,76.5,32.8,0.959,7.2,1.272,266.72,90.39,59.8,1.11,0.6037,1
TUN-1144,Sand,25.8,6.84,3.77,0.229,1.0,34.3,0.401,7.6,8.0,1088.5,236.41,65.0,1.32,0.8406,1
TUN-1145,Sand,26.8,9.63,2.78,0.553,2.0,39.0,0.598,3.1,8.0,2072.07,1095.57,10.1,0.48,0.834,1
TUN-1146,Mixed_Clay_Sand,9.4,4.04,2.33,0.242,67.8,31.1,0.779,5.9,0.722,94.16,33.82,61.3,0.0,0.4312,0
TUN-1147,Clay,28.5,3.26,8.73,0.072,103.7,19.7,1.152,14.2,1.098,27.17,10.69,141.5,0.95,0.4412,0
TUN-1148,Mixed_Clay_Sand,13.4,8.48,1.58,0.363,23.9,22.4,1.1,6.0,1.514,610.92,130.29,54.4,0.07,0.5424,0
TUN-1149,Sand,27.6,7.92,3.48,0.178,5.8,39.0,0.465,8.8,8.0,1366.89,755.61,73.5,1.82,0.8553,1
TUN-1150,Mixed_Clay_Sand,11.8,6.62,1.78,0.248,49.1,22.6,0.912,2.9,1.175,327.71,173.45,9.6,0.0,0.4882,0
TUN-1151,Sand,26.0,8.13,3.19,0.47,7.6,40.1,0.423,5.5,6.363,1216.34,436.0,64.2,0.99,0.8303,1
TUN-1152,Clay,33.3,8.7,3.83,0.449,82.5,23.9,1.7,17.2,1.215,212.22,47.83,165.3,0.96,0.5927,1
TUN-1153,Sand,19.5,6.13,3.18,0.221,4.3,33.8,0.455,3.9,7.783,1126.61,672.32,53.9,0.0,0.7757,1
TUN-1154,Sand,10.9,7.35,1.48,0.327,3.7,32.5,0.546,5.7,5.183,1929.68,688.23,50.4,0.0,0.7189,1
TUN-1155,Sand,8.0,8.32,0.96,0.496,6.0,40.5,0.466,1.4,2.763,1788.55,716.72,12.9,0.0,0.5856,1
TUN-1156,Sand,14.6,3.77,3.88,0.141,4.4,41.8,0.437,6.4,6.493,473.03,270.56,73.1,0.47,0.7501,1
TUN-1157,Clay,24.0,10.11,2.38,0.315,43.1,18.2,0.889,13.7,1.573,502.54,156.05,132.6,0.13,0.5976,1
TUN-1158,Clay,10.5,4.89,2.14,0.123,147.7,22.8,1.448,5.1,0.57,97.57,22.48,49.4,0.6,0.3596,0
TUN-1159,Clay,15.6,8.15,1.92,0.33,128.2,19.9,1.429,10.7,0.644,205.97,88.81,104.2,0.16,0.4106,0
TUN-1160,Mixed_Clay_Sand,18.5,11.48,1.62,0.371,70.6,30.3,1.059,4.1,1.609,859.25,281.26,35.1,0.42,0.5397,0
TUN-1161,Clay,9.6,8.7,1.11,0.241,99.8,27.8,1.2,7.1,0.321,185.96,62.2,63.1,0.54,0.3885,0
TUN-1162,Sand,23.4,5.73,4.09,0.264,1.3,37.1,0.37,7.0,8.0,842.78,442.43,72.2,1.02,0.8201,1
TUN-1163,Sand,20.5,9.48,2.16,0.523,4.8,41.2,0.408,11.5,7.569,2489.83,1290.76,98.0,0.05,0.7827,1
TUN-1164,Mixed_Clay_Sand,7.4,3.31,2.24,0.178,67.3,31.3,1.096,2.0,0.977,109.83,61.79,21.6,0.75,0.4423,0
TUN-1165,Clay,9.5,9.18,1.03,0.484,109.4,18.5,0.974,3.3,1.112,743.21,287.32,51.8,0.0,0.4093,0
TUN-1166,Mixed_Clay_Sand,14.9,8.8,1.69,0.314,15.1,25.3,1.176,4.4,2.452,957.74,527.88,37.1,0.05,0.6074,1
TUN-1167,Clay,34.7,12.0,2.89,0.472,146.6,20.2,1.249,22.2,0.457,140.33,79.83,210.2,0.47,0.4832,0
TUN-1168,Sand,8.3,3.62,2.31,0.139,2.7,35.1,0.591,2.5,5.257,616.21,341.61,27.0,0.27,0.707,1
TUN-1169,Clay,17.8,5.68,3.13,0.339,101.1,22.2,1.003,7.5,1.267,172.78,59.3,91.3,0.0,0.4808,0
TUN-1170,Clay,34.3,9.78,3.51,0.558,88.9,26.7,1.107,19.0,1.071,225.12,89.83,179.9,1.17,0.5821,1
TUN-1171,Sand,34.0,6.65,5.11,0.256,4.9,34.3,0.455,9.2,8.0,780.46,345.72,102.8,0.56,0.8534,1
TUN-1172,Clay,19.0,3.4,5.58,0.189,165.1,24.6,1.179,9.3,0.495,20.74,9.2,101.6,0.25,0.2586,0
TUN-1173,Sand,32.9,6.07,5.42,0.306,6.0,41.0,0.565,15.6,8.0,669.16,313.34,159.7,0.42,0.8503,1
TUN-1174,Sand,25.2,6.61,3.82,0.181,3.9,31.8,0.414,6.6,8.0,1038.56,362.74,84.1,1.07,0.8305,1
TUN-1175,Sand,17.6,10.37,1.7,0.279,5.3,28.3,0.352,10.0,6.259,2858.18,1480.19,99.4,1.16,0.7796,1
TUN-1176,Sand,19.1,4.45,4.29,0.158,6.3,31.3,0.528,4.3,5.784,448.08,171.17,41.2,1.11,0.7878,1
TUN-1177,Sand,16.1,5.48,2.94,0.278,6.3,34.8,0.446,6.7,5.54,778.97,251.14,72.7,0.0,0.751,1
TUN-1178,Sand,9.0,10.7,0.84,0.49,1.9,39.9,0.526,2.9,7.039,6734.26,3386.12,23.5,0.32,0.7127,1
TUN-1179,Clay,17.0,5.39,3.15,0.205,42.5,21.0,0.885,9.3,0.999,129.38,49.5,74.5,0.25,0.5244,0
TUN-1180,Mixed_Clay_Sand,24.0,3.3,7.28,0.196,55.0,24.7,1.088,15.4,1.28,45.41,9.61,152.7,0.0,0.546,0
TUN-1181,Clay,32.9,4.22,7.79,0.228,76.2,25.4,1.105,19.5,1.731,70.87,22.86,204.5,0.29,0.6146,1
TUN-1182,Mixed_Clay_Sand,23.3,7.58,3.08,0.227,40.4,30.1,0.55,8.9,1.47,272.75,120.7,74.5,0.58,0.5974,1
TUN-1183,Sand,10.1,7.34,1.37,0.327,7.0,31.4,0.396,1.9,2.898,1164.86,546.02,5.5,0.03,0.6054,1
TUN-1184,Sand,9.2,10.32,0.9,0.241,6.0,28.6,0.552,3.8,3.038,2623.9,1231.78,20.6,1.2,0.6255,1
TUN-1185,Sand,18.6,7.23,2.57,0.249,5.9,39.8,0.564,3.0,5.88,1238.88,253.81,35.5,0.06,0.7689,1
TUN-1186,Mixed_Clay_Sand,27.3,3.76,7.25,0.124,27.6,29.7,0.879,14.7,2.098,81.35,37.61,152.6,0.87,0.6721,1
TUN-1187,Clay,17.1,9.79,1.75,0.478,141.0,25.4,1.905,11.7,0.989,416.75,190.73,125.4,0.7,0.4329,0
TUN-1188,Clay,21.4,3.5,6.13,0.128,42.3,25.3,1.871,8.3,1.807,78.42,34.06,77.2,1.3,0.6105,1
TUN-1189,Clay,12.3,11.55,1.07,0.565,39.0,20.2,1.553,5.4,1.719,1396.07,382.93,46.8,0.65,0.5387,0
TUN-1190,Clay,8.6,4.12,2.1,0.236,107.0,22.7,1.869,4.8,0.727,108.56,42.32,46.6,0.83,0.3995,0
TUN-1191,Mixed_Clay_Sand,33.9,9.98,3.4,0.399,71.7,27.5,0.948,9.8,0.885,192.52,97.94,105.4,0.0,0.5726,1
TUN-1192,Sand,17.8,9.43,1.88,0.511,1.1,34.7,0.586,9.0,8.0,3000.0,852.65,82.7,0.33,0.7723,1
TUN-1193,Clay,27.9,5.93,4.7,0.135,54.4,24.6,1.753,11.9,1.779,166.66,38.43,111.0,2.37,0.6559,1
TUN-1194,Clay,9.1,11.39,0.8,0.329,142.8,25.5,1.186,3.7,0.543,578.68,203.97,20.6,1.0,0.3603,0
TUN-1195,Sand,34.9,8.99,3.88,0.254,4.0,39.4,0.405,16.2,8.0,1390.02,764.12,163.6,1.15,0.8632,1
TUN-1196,Sand,33.1,6.14,5.4,0.327,1.6,28.5,0.357,14.2,8.0,687.31,177.18,131.9,1.3,0.8679,1
TUN-1197,Sand,30.3,6.94,4.36,0.386,5.5,35.9,0.379,11.7,8.0,956.96,466.67,120.3,1.76,0.871,1
TUN-1198,Mixed_Clay_Sand,15.5,4.21,3.69,0.232,77.6,27.6,1.193,5.6,1.131,97.22,53.21,48.0,0.05,0.4834,0
TUN-1199,Sand,33.8,7.15,4.74,0.182,7.3,34.9,0.436,5.0,8.0,908.47,442.31,47.0,2.24,0.8763,1
TUN-1200,Clay,27.1,3.77,7.17,0.105,161.0,20.9,1.047,9.3,0.825,31.24,12.46,89.8,0.52,0.3856,0
