Longitude,Latitude,Soil_Type,Shrink_Swell_Potential,Compressibility_Index,Collapse_Potential,Overall_Susceptibility,Risk_Category,Groundwater_Depth_m,Asset_Proximity_m,Pipe_Material,Pipe_Age_years
-1.30861,53.30349,Swelling_Clay,0.824,0.347,0.14,0.486,Moderate,2.6,83.9,Concrete,68
-0.67634,52.59904,Compressible_Ground,0.49,0.943,0.406,0.627,High,14.8,157.1,Steel,67
-2.21517,51.43231,Firm_Clay,0.587,0.268,0.142,0.364,Moderate,12.2,21.9,Cast_Iron,57
0.69475,52.70689,Dense_Sand,0.047,0.192,0.271,0.154,Low,3.6,2.0,Concrete,101
-1.52679,52.06801,Compressible_Ground,0.49,0.762,0.556,0.602,High,7.2,54.1,Concrete,28
0.40165,52.47882,Firm_Clay,0.375,0.187,0.102,0.241,Low,3.0,72.3,Cast_Iron,84
-2.22661,52.83516,Swelling_Clay,0.845,0.229,0.152,0.456,Moderate,4.8,79.3,Cast_Iron,83
1.32039,52.28737,Firm_Clay,0.5,0.287,0.023,0.306,Moderate,0.7,73.5,Concrete,83
-1.72794,53.03496,Firm_Clay,0.388,0.199,0.025,0.231,Low,3.3,27.6,Steel,100
1.03097,52.80539,Swelling_Clay,0.776,0.462,0.096,0.496,Moderate,10.7,98.9,Steel,92
0.73789,52.53768,Compressible_Ground,0.307,0.943,0.595,0.602,High,3.7,3.4,Steel,94
1.37144,51.37698,Swelling_Clay,0.719,0.332,0.143,0.44,Moderate,13.5,20.0,PVC,81
-0.58844,53.08987,Compressible_Ground,0.228,0.615,0.451,0.419,Moderate,1.4,24.9,PVC,45
0.40959,53.33976,Swelling_Clay,0.672,0.412,0.095,0.437,Moderate,1.2,40.7,PVC,43
-1.01716,51.34241,Firm_Clay,0.423,0.223,0.137,0.282,Low,12.0,10.8,Concrete,50
-1.76253,52.2206,Dense_Sand,0.03,0.162,0.224,0.125,Low,2.4,42.2,Cast_Iron,97
-0.7277,51.64722,Swelling_Clay,0.755,0.464,0.184,0.51,High,7.1,30.4,PVC,98
-1.837,52.88631,Running_Sand,0.057,0.385,0.76,0.347,Moderate,4.5,37.9,Cast_Iron,63
1.42818,52.80407,Running_Sand,0.068,0.276,0.571,0.266,Low,1.0,20.6,Steel,97
-2.11501,51.35221,Dense_Sand,0.012,0.172,0.186,0.112,Low,13.7,8.4,Steel,7
-0.14315,53.19257,Running_Sand,0.053,0.157,0.875,0.295,Low,0.6,26.6,Steel,73
0.00586,51.45243,Running_Sand,0.045,0.128,0.621,0.218,Low,7.7,10.2,PVC,52
-0.34768,52.99315,Running_Sand,0.043,0.368,0.558,0.286,Low,8.7,176.9,PVC,49
0.14874,52.14245,Compressible_Ground,0.423,0.909,0.356,0.576,High,14.9,82.9,Steel,29
-2.03528,51.82068,Swelling_Clay,0.693,0.387,0.183,0.459,Moderate,3.3,65.7,Concrete,79
-0.27993,51.3956,Compressible_Ground,0.229,0.642,0.475,0.435,Moderate,14.7,42.4,Cast_Iron,93
-1.35115,51.41904,Swelling_Clay,0.648,0.41,0.163,0.443,Moderate,6.9,78.9,Concrete,28
1.2607,52.65473,Running_Sand,0.094,0.134,0.552,0.223,Low,12.7,92.4,PVC,62
0.54829,52.37608,Compressible_Ground,0.406,0.871,0.521,0.598,High,5.5,375.3,Steel,19
1.39006,51.30521,Running_Sand,0.033,0.159,0.626,0.225,Low,7.1,95.1,PVC,25
-2.34978,51.28174,Swelling_Clay,0.855,0.282,0.139,0.475,Moderate,4.6,5.8,Steel,45
-1.35947,51.18078,Dense_Sand,0.016,0.15,0.262,0.124,Low,12.2,7.5,PVC,107
-1.71831,52.85942,Dense_Sand,0.05,0.178,0.288,0.154,Low,10.1,27.4,Cast_Iron,86
-2.45538,52.77971,Swelling_Clay,0.763,0.421,0.169,0.495,Moderate,7.9,38.4,Cast_Iron,25
-1.5307,51.14608,Compressible_Ground,0.273,0.917,0.552,0.568,High,0.6,101.8,Cast_Iron,28
0.2151,52.40068,Firm_Clay,0.437,0.113,0.146,0.251,Low,14.6,47.2,Steel,118
-1.57564,51.21169,Swelling_Clay,0.754,0.429,0.083,0.472,Moderate,6.9,66.8,Steel,94
-0.46399,53.25936,Compressible_Ground,0.21,0.778,0.521,0.486,Moderate,14.7,1.9,Concrete,83
1.05127,53.26779,Compressible_Ground,0.335,0.685,0.491,0.497,Moderate,2.9,16.7,Steel,48
0.27503,52.74558,Dense_Sand,0.038,0.141,0.11,0.092,Low,11.6,51.3,Concrete,112
-0.92148,53.31547,Dense_Sand,0.033,0.096,0.195,0.096,Low,3.0,64.2,PVC,9
-1.01012,53.02863,Running_Sand,0.028,0.148,0.531,0.196,Low,13.7,13.3,Concrete,52
-0.67706,53.07135,Running_Sand,0.035,0.224,0.786,0.289,Low,13.1,10.1,Cast_Iron,59
-1.79183,52.42427,Dense_Sand,0.024,0.197,0.175,0.122,Low,0.6,36.2,PVC,63
0.036,51.76515,Dense_Sand,0.012,0.155,0.283,0.13,Low,7.2,56.5,PVC,115
-1.04339,51.5445,Dense_Sand,0.035,0.14,0.266,0.13,Low,3.4,15.6,Steel,98
0.90946,51.818,Swelling_Clay,0.734,0.432,0.105,0.471,Moderate,2.9,14.5,Cast_Iron,98
0.52621,52.57124,Swelling_Clay,0.819,0.341,0.156,0.486,Moderate,6.5,110.2,PVC,52
-0.05795,51.43164,Firm_Clay,0.501,0.273,0.086,0.317,Moderate,14.1,89.1,PVC,115
-1.04319,51.6466,Running_Sand,0.066,0.334,0.717,0.323,Moderate,4.3,21.9,Cast_Iron,64
-1.66027,52.17015,Swelling_Clay,0.617,0.377,0.106,0.405,Moderate,6.1,108.0,Cast_Iron,64
0.60461,51.58263,Swelling_Clay,0.78,0.282,0.121,0.441,Moderate,6.4,21.8,Cast_Iron,11
-0.55436,52.47161,Dense_Sand,0.032,0.095,0.265,0.112,Low,5.1,28.2,Concrete,73
-1.601,53.30794,Dense_Sand,0.05,0.126,0.106,0.091,Low,8.3,102.1,Cast_Iron,88
-1.7193,52.87022,Compressible_Ground,0.41,0.649,0.497,0.516,High,11.6,42.5,Concrete,78
-1.8384,52.66607,Dense_Sand,0.021,0.086,0.317,0.118,Low,9.6,0.1,Concrete,100
0.60864,52.4568,Running_Sand,0.087,0.108,0.501,0.198,Low,4.6,122.7,PVC,81
-1.58405,52.21987,Firm_Clay,0.456,0.211,0.063,0.272,Low,4.0,84.4,Steel,28
-0.39343,51.46641,Compressible_Ground,0.346,0.822,0.331,0.509,High,8.0,43.1,Steel,106
-0.69381,53.23678,Swelling_Clay,0.67,0.288,0.135,0.403,Moderate,14.8,12.3,Steel,92
-0.18156,51.62134,Compressible_Ground,0.414,0.889,0.327,0.559,High,4.9,3.0,PVC,119
1.00862,51.22827,Running_Sand,0.098,0.132,0.725,0.267,Low,0.6,62.4,Steel,37
0.97099,52.87504,Running_Sand,0.022,0.201,0.808,0.281,Low,2.0,13.1,Concrete,48
-0.6957,51.43904,Swelling_Clay,0.891,0.378,0.158,0.528,High,9.9,7.8,Concrete,87
-2.43853,51.92974,Dense_Sand,0.015,0.11,0.242,0.105,Low,8.6,6.3,PVC,12
-0.79422,51.07071,Swelling_Clay,0.839,0.418,0.062,0.498,Moderate,2.3,111.6,Concrete,43
-0.07523,51.34267,Swelling_Clay,0.899,0.276,0.123,0.487,Moderate,3.9,48.7,PVC,47
-0.26894,51.43301,Running_Sand,0.021,0.122,0.777,0.245,Low,7.7,48.1,Concrete,10
0.10534,51.13603,Running_Sand,0.077,0.239,0.894,0.338,Moderate,7.1,6.0,PVC,83
-1.8837,52.64164,Compressible_Ground,0.207,0.792,0.393,0.458,Moderate,7.8,40.9,Concrete,29
0.08614,53.09252,Firm_Clay,0.467,0.251,0.055,0.288,Low,6.1,15.6,PVC,30
-1.76939,51.93329,Running_Sand,0.075,0.361,0.568,0.299,Low,1.6,6.4,Cast_Iron,97
0.5021,53.18644,Firm_Clay,0.46,0.294,0.066,0.304,Moderate,14.4,1.9,Cast_Iron,11
-1.14365,51.53337,Firm_Clay,0.354,0.282,0.027,0.247,Low,14.2,11.2,Cast_Iron,99
0.33958,51.81348,Swelling_Clay,0.747,0.314,0.15,0.446,Moderate,14.6,46.6,Steel,35
-2.30854,51.37684,Running_Sand,0.018,0.288,0.682,0.278,Low,13.3,24.6,Cast_Iron,48
-0.86856,52.5514,Dense_Sand,0.019,0.089,0.194,0.087,Low,4.9,14.6,Cast_Iron,80
0.32014,52.04967,Swelling_Clay,0.851,0.219,0.183,0.463,Moderate,2.3,3.4,PVC,119
-1.59252,52.53321,Compressible_Ground,0.455,0.86,0.469,0.601,High,7.5,15.0,PVC,21
0.68115,52.90419,Dense_Sand,0.043,0.159,0.198,0.123,Low,12.8,126.4,Cast_Iron,23
0.02312,52.36426,Compressible_Ground,0.264,0.921,0.357,0.517,High,1.2,19.8,Cast_Iron,79
-0.14975,52.56908,Running_Sand,0.093,0.291,0.881,0.359,Moderate,1.8,3.1,Steel,87
-1.0858,53.33813,Dense_Sand,0.049,0.125,0.113,0.092,Low,3.7,14.0,PVC,78
-0.57019,51.74766,Swelling_Clay,0.613,0.471,0.127,0.442,Moderate,10.2,3.5,Cast_Iron,119
-0.1106,51.89791,Swelling_Clay,0.873,0.378,0.119,0.511,High,14.1,5.1,PVC,64
-0.61015,52.79426,Dense_Sand,0.025,0.154,0.333,0.147,Low,8.0,1.1,Concrete,81
0.29325,52.52826,Dense_Sand,0.023,0.167,0.172,0.111,Low,5.3,76.7,PVC,32
-0.76521,51.44633,Running_Sand,0.086,0.18,0.52,0.228,Low,2.2,152.4,PVC,107
-1.69091,51.94037,Running_Sand,0.096,0.282,0.711,0.315,Moderate,0.8,3.7,PVC,8
-1.64426,52.1696,Firm_Clay,0.316,0.18,0.064,0.206,Low,9.7,38.4,Steel,77
-2.47678,52.04847,Firm_Clay,0.442,0.156,0.144,0.267,Low,1.8,139.8,Concrete,34
-1.29617,51.44569,Compressible_Ground,0.354,0.638,0.321,0.445,Moderate,6.7,67.7,Concrete,98
0.49567,53.31108,Swelling_Clay,0.769,0.284,0.108,0.434,Moderate,13.6,96.8,PVC,78
0.67665,52.9058,Running_Sand,0.031,0.158,0.882,0.288,Low,3.4,82.6,Concrete,88
-1.69013,52.20339,Dense_Sand,0.049,0.105,0.188,0.104,Low,9.7,162.9,PVC,58
1.33618,52.70015,Dense_Sand,0.038,0.163,0.241,0.133,Low,11.5,98.2,PVC,39
-0.49039,53.24321,Dense_Sand,0.035,0.131,0.241,0.12,Low,13.4,22.0,Steel,24
1.16791,51.34044,Dense_Sand,0.028,0.081,0.225,0.096,Low,13.6,48.0,Cast_Iron,20
0.32706,51.62593,Running_Sand,0.025,0.37,0.741,0.325,Moderate,1.0,50.1,Cast_Iron,33
0.38973,52.35675,Compressible_Ground,0.224,0.804,0.575,0.515,High,0.6,49.8,PVC,6
-2.15983,52.99753,Firm_Clay,0.404,0.226,0.027,0.247,Low,11.4,0.2,Steel,95
-1.62004,51.09064,Firm_Clay,0.451,0.175,0.06,0.257,Low,12.5,136.5,Cast_Iron,35
-2.46474,53.46005,Running_Sand,0.057,0.365,0.868,0.368,Moderate,6.4,16.7,Concrete,96
0.36451,52.13727,Swelling_Clay,0.744,0.484,0.134,0.5,High,10.2,6.0,PVC,63
-1.12225,51.89808,Dense_Sand,0.029,0.193,0.19,0.126,Low,13.2,6.4,Concrete,40
0.64661,51.73181,Running_Sand,0.064,0.358,0.501,0.276,Low,3.3,12.4,PVC,103
-1.14426,51.43589,Compressible_Ground,0.246,0.613,0.46,0.428,Moderate,8.2,92.9,Steel,50
0.77734,52.97893,Firm_Clay,0.501,0.144,0.114,0.279,Low,1.7,30.0,Steel,101
-1.97721,53.38854,Firm_Clay,0.504,0.18,0.035,0.273,Low,10.9,86.9,Concrete,42
-1.80651,52.03411,Swelling_Clay,0.669,0.487,0.054,0.451,Moderate,5.3,15.1,Steel,81
-1.13649,53.38105,Firm_Clay,0.422,0.225,0.135,0.281,Low,14.9,82.5,Steel,72
-0.86605,53.05949,Compressible_Ground,0.417,0.895,0.44,0.59,High,11.9,33.0,Steel,49
-1.10519,52.20263,Swelling_Clay,0.758,0.403,0.159,0.484,Moderate,5.7,42.4,Cast_Iron,36
0.55459,52.68507,Compressible_Ground,0.493,0.68,0.358,0.524,High,10.3,26.8,Concrete,20
-2.11219,52.08746,Firm_Clay,0.404,0.261,0.124,0.284,Low,7.7,32.0,Cast_Iron,30
-1.09513,52.39681,Dense_Sand,0.011,0.074,0.187,0.077,Low,14.6,126.1,Steel,105
0.84896,51.14512,Firm_Clay,0.518,0.216,0.026,0.289,Low,5.9,33.3,Steel,50
-2.23281,52.74066,Dense_Sand,0.022,0.19,0.213,0.128,Low,4.1,19.0,PVC,31
1.26937,51.13206,Swelling_Clay,0.792,0.423,0.094,0.488,Moderate,5.2,25.3,PVC,106
1.44527,53.04271,Swelling_Clay,0.807,0.299,0.099,0.452,Moderate,4.4,30.1,Steel,113
-2.14573,53.06237,Running_Sand,0.085,0.341,0.748,0.341,Moderate,4.6,66.4,Concrete,17
-1.33491,51.59269,Compressible_Ground,0.439,0.873,0.501,0.607,High,1.9,296.5,PVC,48
-1.0104,51.80916,Firm_Clay,0.52,0.113,0.072,0.266,Low,1.7,22.4,Concrete,9
0.60557,52.20328,Firm_Clay,0.564,0.157,0.101,0.306,Moderate,2.9,21.8,Cast_Iron,50
-0.11629,52.49166,Dense_Sand,0.012,0.14,0.232,0.112,Low,4.7,15.2,PVC,26
0.07746,51.71838,Compressible_Ground,0.439,0.628,0.357,0.485,Moderate,10.5,116.4,Cast_Iron,19
0.53004,52.48122,Running_Sand,0.085,0.163,0.614,0.245,Low,13.1,110.1,PVC,67
-2.02808,51.74447,Running_Sand,0.038,0.167,0.841,0.284,Low,3.5,54.2,Concrete,74
0.83284,51.13873,Swelling_Clay,0.812,0.277,0.092,0.445,Moderate,1.8,58.0,Concrete,16
0.32248,51.00632,Running_Sand,0.029,0.168,0.504,0.196,Low,14.7,88.0,Concrete,104
-0.19063,51.25288,Compressible_Ground,0.484,0.837,0.525,0.618,High,10.4,70.7,Concrete,56
1.05894,52.98063,Compressible_Ground,0.369,0.897,0.306,0.538,High,2.3,14.1,Steel,33
0.30123,53.40358,Compressible_Ground,0.255,0.819,0.388,0.485,Moderate,2.8,118.1,PVC,84
-1.6932,52.06742,Swelling_Clay,0.674,0.308,0.161,0.418,Moderate,12.0,9.7,Cast_Iron,60
-0.78102,52.28171,Running_Sand,0.087,0.143,0.557,0.224,Low,4.9,3.3,Concrete,52
-0.52383,51.36712,Compressible_Ground,0.243,0.849,0.309,0.472,Moderate,1.7,144.3,Concrete,23
-2.27913,52.37758,Swelling_Clay,0.761,0.393,0.194,0.49,Moderate,13.5,29.1,Steel,119
1.31855,51.36164,Compressible_Ground,0.33,0.834,0.378,0.518,High,9.7,38.6,Steel,119
-1.98569,52.52804,Compressible_Ground,0.405,0.661,0.39,0.491,Moderate,11.2,8.9,PVC,41
0.28985,53.33315,Compressible_Ground,0.4,0.928,0.323,0.565,High,8.0,4.3,Steel,95
-0.47508,51.48925,Swelling_Clay,0.653,0.395,0.164,0.44,Moderate,4.1,62.4,Cast_Iron,76
-2.39747,52.91141,Running_Sand,0.036,0.257,0.652,0.267,Low,3.8,70.7,Concrete,32
1.19899,51.05876,Firm_Clay,0.54,0.176,0.042,0.288,Low,12.7,20.0,Concrete,84
0.90735,51.93874,Firm_Clay,0.545,0.254,0.071,0.325,Moderate,14.1,54.0,Steel,17
-0.40297,51.27687,Firm_Clay,0.509,0.109,0.071,0.26,Low,13.3,8.8,PVC,106
-1.58423,51.88119,Running_Sand,0.046,0.207,0.725,0.272,Low,14.9,14.8,Steel,22
-2.01351,51.43384,Running_Sand,0.078,0.275,0.539,0.262,Low,8.8,153.4,PVC,26
-1.04643,51.93326,Firm_Clay,0.492,0.292,0.124,0.33,Moderate,10.5,177.3,PVC,90
-1.47829,52.04381,Compressible_Ground,0.432,0.742,0.408,0.535,High,8.0,1.7,Steel,33
-0.47324,51.75148,Firm_Clay,0.35,0.128,0.064,0.201,Low,12.1,11.2,Cast_Iron,24
1.36564,52.64155,Compressible_Ground,0.425,0.684,0.577,0.554,High,13.1,14.5,Steel,7
-0.20019,53.29713,Compressible_Ground,0.401,0.7,0.504,0.531,High,10.2,46.6,PVC,73
1.05972,52.00149,Firm_Clay,0.405,0.224,0.072,0.258,Low,0.9,32.4,Cast_Iron,21
0.10352,51.48086,Swelling_Clay,0.856,0.484,0.187,0.559,High,6.4,113.4,PVC,36
-0.59901,51.67681,Compressible_Ground,0.301,0.731,0.411,0.479,Moderate,14.6,13.3,Steel,84
0.91843,53.135,Swelling_Clay,0.812,0.202,0.199,0.445,Moderate,11.5,57.4,Concrete,47
-0.61453,52.4291,Compressible_Ground,0.367,0.689,0.311,0.465,Moderate,12.6,113.4,Steel,13
0.97451,52.13753,Swelling_Clay,0.836,0.422,0.077,0.501,High,6.6,27.5,Cast_Iron,101
-1.33369,51.37409,Running_Sand,0.085,0.128,0.725,0.26,Low,11.5,77.1,Steel,33
-1.98475,52.12432,Firm_Clay,0.458,0.272,0.061,0.293,Low,6.7,81.6,Cast_Iron,56
0.92126,51.69623,Firm_Clay,0.558,0.162,0.02,0.285,Low,3.9,4.7,Concrete,38
-0.15034,53.35791,Compressible_Ground,0.408,0.675,0.58,0.544,High,8.0,30.8,Steel,59
1.05637,53.21018,Dense_Sand,0.038,0.118,0.132,0.089,Low,13.3,28.0,Cast_Iron,51
1.25131,51.20976,Running_Sand,0.058,0.294,0.61,0.279,Low,12.1,55.4,Cast_Iron,64
-2.28549,52.29163,Compressible_Ground,0.326,0.937,0.382,0.554,High,8.9,18.5,Steel,60
-0.49612,51.56265,Firm_Clay,0.314,0.109,0.125,0.195,Low,6.8,20.9,Concrete,22
-1.00014,52.02694,Firm_Clay,0.511,0.14,0.044,0.264,Low,14.4,44.5,Steel,86
0.00343,53.19212,Firm_Clay,0.54,0.205,0.051,0.301,Moderate,3.5,25.3,Concrete,34
0.67436,52.31879,Swelling_Clay,0.618,0.266,0.184,0.386,Moderate,2.3,49.7,Steel,71
-1.37764,51.83554,Running_Sand,0.065,0.215,0.541,0.236,Low,8.9,57.4,Steel,17
-0.27281,51.51972,Dense_Sand,0.035,0.125,0.23,0.115,Low,9.7,58.6,PVC,114
0.33491,53.00081,Running_Sand,0.063,0.147,0.584,0.223,Low,4.3,126.1,Steel,6
-1.96228,52.5613,Firm_Clay,0.466,0.15,0.034,0.248,Low,13.5,111.6,Cast_Iron,108
0.75627,52.17016,Running_Sand,0.082,0.234,0.63,0.272,Low,11.2,47.6,Steel,6
-0.07556,51.54371,Firm_Clay,0.322,0.164,0.062,0.202,Low,5.3,34.9,Cast_Iron,82
1.29815,51.83562,Compressible_Ground,0.352,0.935,0.592,0.616,High,9.8,22.3,PVC,44
-1.14188,53.39961,Running_Sand,0.018,0.187,0.894,0.296,Low,12.3,140.3,PVC,26
-2.06742,52.30022,Swelling_Clay,0.722,0.494,0.096,0.486,Moderate,11.5,40.8,Concrete,33
-0.474,52.00175,Firm_Clay,0.305,0.177,0.091,0.207,Low,3.2,26.8,PVC,65
-2.15676,52.30356,Firm_Clay,0.514,0.111,0.106,0.271,Low,1.3,1.4,PVC,49
1.37811,52.94747,Swelling_Clay,0.796,0.216,0.053,0.407,Moderate,2.2,149.5,Steel,83
-2.34526,51.85027,Firm_Clay,0.326,0.161,0.143,0.222,Low,1.9,5.0,Cast_Iron,91
0.51402,51.44677,Compressible_Ground,0.277,0.709,0.444,0.47,Moderate,0.8,17.6,Cast_Iron,54
-0.39959,52.46234,Swelling_Clay,0.632,0.238,0.119,0.366,Moderate,11.1,89.7,PVC,26
-1.02552,52.66301,Compressible_Ground,0.342,0.734,0.358,0.484,Moderate,2.6,78.5,Concrete,101
-2.23663,52.7818,Swelling_Clay,0.837,0.411,0.079,0.499,Moderate,7.9,29.4,Concrete,78
-0.01133,53.20497,Compressible_Ground,0.363,0.944,0.544,0.611,High,13.6,1.5,Concrete,9
-0.15912,51.92794,Compressible_Ground,0.225,0.692,0.433,0.441,Moderate,9.8,34.7,Concrete,31
-1.37647,51.18839,Firm_Clay,0.582,0.133,0.131,0.312,Moderate,7.5,30.2,PVC,43
1.14089,53.39587,Firm_Clay,0.328,0.276,0.107,0.255,Low,13.2,259.9,PVC,12
-1.28356,52.08753,Firm_Clay,0.328,0.133,0.062,0.193,Low,2.0,84.5,Steel,44
-0.7011,52.55814,Swelling_Clay,0.893,0.411,0.076,0.52,High,7.4,31.5,Concrete,70
-0.32495,52.66576,Dense_Sand,0.031,0.055,0.272,0.1,Low,7.6,78.3,Concrete,24
-2.09907,52.36628,Firm_Clay,0.369,0.11,0.111,0.214,Low,14.7,29.6,Concrete,50
1.22865,51.51314,Swelling_Clay,0.82,0.202,0.073,0.417,Moderate,0.8,247.2,Steel,62
-1.00186,52.88786,Firm_Clay,0.412,0.131,0.032,0.219,Low,8.2,186.3,Steel,10
-2.17688,53.00938,Swelling_Clay,0.71,0.35,0.2,0.456,Moderate,8.0,166.5,Cast_Iron,63
-0.95084,52.38244,Running_Sand,0.075,0.288,0.774,0.324,Moderate,8.8,2.3,PVC,55
-0.09919,52.2214,Running_Sand,0.093,0.17,0.897,0.321,Moderate,10.4,29.4,Steel,67
-0.44539,51.28485,Compressible_Ground,0.438,0.75,0.321,0.518,High,13.1,72.4,PVC,82
0.27817,51.20988,Dense_Sand,0.041,0.058,0.149,0.074,Low,3.6,247.8,Steel,52
-2.27806,51.84891,Compressible_Ground,0.242,0.695,0.35,0.428,Moderate,2.3,79.8,PVC,48
-1.36184,51.77712,Swelling_Clay,0.789,0.299,0.133,0.454,Moderate,4.2,18.4,Concrete,39
0.77692,53.38414,Dense_Sand,0.016,0.143,0.313,0.135,Low,2.2,113.9,Cast_Iron,55
-2.18043,52.95906,Dense_Sand,0.024,0.142,0.24,0.119,Low,1.9,80.2,Concrete,93
0.92194,52.64981,Firm_Clay,0.354,0.279,0.092,0.263,Low,14.1,9.7,PVC,111
-2.13242,52.29412,Running_Sand,0.015,0.365,0.77,0.326,Moderate,5.9,10.6,Cast_Iron,54
0.83782,51.41842,Swelling_Clay,0.781,0.308,0.117,0.449,Moderate,12.5,20.7,PVC,103
-1.05685,53.44614,Firm_Clay,0.573,0.177,0.065,0.308,Moderate,3.5,113.9,PVC,56
-0.05116,51.9376,Swelling_Clay,0.791,0.464,0.055,0.493,Moderate,12.5,26.4,Cast_Iron,72
-1.88845,51.26731,Swelling_Clay,0.712,0.409,0.088,0.45,Moderate,0.8,147.6,Concrete,53
-2.23533,52.2345,Running_Sand,0.084,0.151,0.657,0.251,Low,12.4,11.5,Steel,85
-1.63625,53.185,Swelling_Clay,0.749,0.31,0.149,0.446,Moderate,5.5,21.3,Steel,18
-1.98858,53.21823,Swelling_Clay,0.693,0.26,0.171,0.411,Moderate,12.2,34.4,PVC,112
-1.25038,51.02741,Compressible_Ground,0.267,0.729,0.533,0.496,Moderate,3.8,77.4,Cast_Iron,72
-0.44247,53.21574,Swelling_Clay,0.804,0.342,0.162,0.482,Moderate,0.7,18.2,PVC,81
-0.14496,51.67871,Swelling_Clay,0.896,0.201,0.126,0.46,Moderate,13.9,99.6,Concrete,74
0.65947,51.09743,Swelling_Clay,0.759,0.201,0.168,0.416,Moderate,5.0,72.5,Steel,26
0.12496,53.11948,Swelling_Clay,0.893,0.468,0.081,0.541,High,3.3,49.1,Concrete,14
-0.06497,53.15967,Firm_Clay,0.303,0.178,0.138,0.218,Low,13.5,11.4,Steel,102
-0.85287,52.49058,Firm_Clay,0.468,0.271,0.089,0.304,Moderate,14.5,80.2,Concrete,68
-0.60477,52.43608,Running_Sand,0.076,0.363,0.832,0.366,Moderate,4.2,13.0,Concrete,61
-0.84192,53.0328,Running_Sand,0.018,0.223,0.828,0.292,Low,12.3,7.5,Concrete,32
0.86866,52.96577,Swelling_Clay,0.744,0.297,0.188,0.448,Moderate,10.0,196.1,PVC,31
-1.58,53.22526,Swelling_Clay,0.718,0.451,0.113,0.473,Moderate,4.3,306.1,Steel,26
-2.47712,52.38187,Compressible_Ground,0.364,0.797,0.302,0.5,Moderate,14.7,82.1,PVC,78
0.10528,53.41912,Running_Sand,0.026,0.346,0.535,0.265,Low,14.2,456.2,PVC,63
-1.69015,53.49037,Firm_Clay,0.522,0.197,0.031,0.285,Low,11.1,25.3,PVC,43
1.06046,51.29136,Firm_Clay,0.388,0.148,0.062,0.223,Low,12.3,27.8,Concrete,112
0.93619,53.12386,Compressible_Ground,0.33,0.611,0.567,0.488,Moderate,8.5,5.5,Concrete,83
-2.19309,52.24956,Swelling_Clay,0.895,0.378,0.094,0.514,High,6.7,15.0,Concrete,19
-2.07445,51.96892,Firm_Clay,0.553,0.158,0.129,0.309,Moderate,7.4,10.1,Cast_Iron,16
-0.51931,52.53268,Compressible_Ground,0.313,0.848,0.551,0.56,High,14.5,4.5,Cast_Iron,58
-0.06311,51.13991,Firm_Clay,0.465,0.153,0.081,0.26,Low,1.6,34.8,Concrete,12
-1.40037,52.26615,Running_Sand,0.085,0.328,0.53,0.281,Low,12.6,19.6,Cast_Iron,30
0.36719,53.17723,Firm_Clay,0.551,0.181,0.026,0.29,Low,14.5,14.8,Concrete,80
-0.12034,51.53365,Dense_Sand,0.022,0.175,0.266,0.136,Low,13.0,186.7,Steel,96
-1.2007,52.06597,Dense_Sand,0.026,0.172,0.278,0.14,Low,1.4,132.8,Steel,103
-2.39851,53.3487,Running_Sand,0.022,0.228,0.741,0.274,Low,8.8,42.8,Steel,80
0.5006,52.07141,Running_Sand,0.067,0.372,0.655,0.321,Moderate,9.6,14.0,Steel,56
-1.64099,51.89592,Compressible_Ground,0.376,0.617,0.517,0.495,Moderate,10.2,23.0,PVC,118
0.83789,52.10134,Dense_Sand,0.047,0.052,0.241,0.097,Low,13.9,122.7,Concrete,63
-0.81884,52.29863,Running_Sand,0.044,0.13,0.57,0.205,Low,10.4,0.8,Cast_Iron,48
-0.19169,52.57998,Swelling_Clay,0.776,0.214,0.086,0.407,Moderate,9.1,1.8,Cast_Iron,79
0.99179,53.00173,Compressible_Ground,0.476,0.936,0.52,0.648,High,12.9,47.2,PVC,76
0.95449,52.13026,Swelling_Clay,0.814,0.267,0.066,0.436,Moderate,11.5,158.7,PVC,29
-1.01392,53.0437,Running_Sand,0.073,0.326,0.803,0.344,Moderate,1.4,11.4,Cast_Iron,56
-1.66444,52.3343,Running_Sand,0.043,0.223,0.813,0.299,Low,0.7,54.0,Concrete,20
0.60058,51.8462,Compressible_Ground,0.219,0.743,0.552,0.486,Moderate,2.6,40.4,Concrete,37
-0.76768,52.64488,Swelling_Clay,0.669,0.354,0.187,0.438,Moderate,7.9,8.6,Steel,110
-1.73183,52.79431,Dense_Sand,0.034,0.054,0.123,0.063,Low,2.8,7.3,PVC,31
1.1177,52.39512,Firm_Clay,0.436,0.174,0.136,0.269,Low,9.4,104.4,Cast_Iron,18
-1.70758,51.14154,Firm_Clay,0.327,0.193,0.127,0.23,Low,3.3,4.8,Steel,18
-2.39677,51.42471,Compressible_Ground,0.317,0.707,0.341,0.459,Moderate,4.1,57.3,PVC,119
-2.41888,51.71324,Firm_Clay,0.49,0.207,0.091,0.291,Low,4.1,36.9,Concrete,37
-0.01074,51.70656,Running_Sand,0.049,0.272,0.573,0.258,Low,4.2,12.4,Concrete,101
0.1467,52.68355,Swelling_Clay,0.693,0.489,0.071,0.466,Moderate,1.1,0.5,PVC,91
-1.25583,51.04587,Swelling_Clay,0.617,0.362,0.105,0.4,Moderate,2.6,67.5,Concrete,72
-1.21996,52.8892,Compressible_Ground,0.296,0.797,0.421,0.502,High,4.3,130.2,PVC,95
