building_id,timestamp,total_consumption_kwh,heating_kwh,cooling_kwh,lighting_kwh,appliances_kwh,hvac_kwh,other_kwh
B_0040,2022-08-25,204.98,21.31,53.72,32.53,61.43,44.38,0.0
B_0041,2022-08-25,207.34,24.09,62.23,25.63,45.5,46.73,3.17
B_0042,2022-08-25,262.57,31.16,72.63,34.24,70.05,44.7,9.79
B_0043,2022-08-25,173.22,14.63,49.54,21.51,42.07,32.1,13.37
B_0044,2022-08-25,160.89,15.4,42.88,25.13,45.46,28.83,3.19
B_0045,2022-08-25,221.17,18.62,71.58,38.08,57.2,43.09,0.0
B_0046,2022-08-25,173.6,14.09,44.07,22.59,37.72,33.71,21.41
B_0047,2022-08-25,113.83,11.86,28.68,15.76,29.51,24.61,3.41
B_0048,2022-08-25,152.07,12.36,47.97,18.42,36.21,26.31,10.81
B_0049,2022-08-25,237.12,26.11,55.47,37.42,59.87,40.39,17.86
B_0050,2022-08-25,188.22,19.18,60.58,22.71,47.15,33.03,5.57
B_0051,2022-08-25,217.55,24.66,65.62,38.94,60.79,46.99,0.0
B_0052,2022-08-25,118.27,10.01,30.2,18.36,25.71,25.53,8.46
B_0053,2022-08-25,193.54,19.68,58.87,32.99,44.24,42.32,0.0
B_0054,2022-08-25,123.54,11.29,27.96,16.78,36.16,23.77,7.57
B_0055,2022-08-25,218.02,24.23,49.61,37.79,58.83,48.49,0.0
B_0056,2022-08-25,119.83,11.68,30.58,18.21,35.3,27.21,0.0
B_0057,2022-08-25,221.91,26.23,48.76,31.48,63.64,45.99,5.8
B_0058,2022-08-25,142.47,15.26,34.13,17.18,29.66,33.18,13.05
B_0059,2022-08-25,120.42,14.21,36.84,17.4,29.65,26.8,0.0
B_0060,2022-08-25,140.88,12.28,41.84,24.66,37.83,30.43,0.0
B_0061,2022-08-25,154.54,16.61,34.61,24.72,44.08,34.52,0.0
B_0062,2022-08-25,206.14,19.76,61.43,33.27,51.07,44.06,0.0
B_0063,2022-08-25,160.19,14.45,37.0,21.65,45.1,31.15,10.83
B_0064,2022-08-25,155.42,16.14,34.38,24.25,33.68,27.46,19.52
B_0065,2022-08-25,177.31,19.12,54.3,28.02,36.26,41.96,0.0
B_0066,2022-08-25,149.74,12.9,44.46,26.56,41.51,24.0,0.31
B_0067,2022-08-25,165.56,18.64,50.43,27.91,39.37,30.8,0.0
B_0068,2022-08-25,173.04,20.1,38.85,30.81,40.38,35.36,7.55
B_0069,2022-08-25,184.13,17.96,57.01,29.1,40.17,38.31,1.58
B_0070,2022-08-25,210.35,23.47,58.66,29.13,50.46,43.31,5.32
B_0071,2022-08-25,179.41,14.78,56.08,29.66,51.3,38.47,0.0
B_0072,2022-08-25,194.81,16.66,54.57,30.85,48.03,34.47,10.23
B_0073,2022-08-25,175.07,18.16,42.94,23.5,35.8,32.63,22.04
B_0074,2022-08-25,221.38,26.11,52.46,36.49,51.44,38.9,15.98
B_0075,2022-08-25,120.88,14.48,36.61,18.08,28.22,23.52,0.0
B_0076,2022-08-25,122.64,14.56,33.52,19.08,24.53,28.43,2.52
B_0077,2022-08-25,169.89,18.09,42.1,23.61,50.4,32.0,3.7
B_0078,2022-08-25,137.11,13.33,42.86,22.72,40.27,29.38,0.0
B_0079,2022-08-25,146.9,12.49,39.23,18.18,42.37,34.64,0.0
B_0080,2022-08-25,88.4,10.55,23.89,12.77,22.67,19.8,0.0
B_0081,2022-08-25,196.9,16.13,48.49,25.34,49.72,38.97,18.25
B_0082,2022-08-25,242.36,25.24,76.05,38.65,58.63,57.97,0.0
B_0083,2022-08-25,175.61,19.09,50.97,21.32,52.59,41.72,0.0
B_0084,2022-08-25,206.25,20.18,49.83,31.59,47.21,33.38,24.07
B_0085,2022-08-25,144.22,15.79,35.86,23.09,38.85,31.01,0.0
B_0086,2022-08-25,168.55,17.62,44.47,22.0,46.77,33.15,4.54
B_0087,2022-08-25,128.24,11.95,33.03,18.31,38.21,24.01,2.73
B_0088,2022-08-25,174.24,18.02,53.75,28.86,44.45,33.42,0.0
B_0089,2022-08-25,147.63,17.16,32.84,21.67,40.3,26.07,9.58
B_0090,2022-08-25,124.1,10.61,28.55,15.68,33.26,26.8,9.19
B_0091,2022-08-25,184.88,19.13,44.44,25.85,54.59,33.25,7.63
B_0092,2022-08-25,186.97,21.68,54.26,25.99,37.98,44.77,2.3
B_0093,2022-08-25,117.96,10.3,34.84,19.68,24.59,21.22,7.32
B_0094,2022-08-25,184.97,17.14,57.14,22.59,51.3,34.77,2.03
B_0095,2022-08-25,190.41,21.37,42.01,34.26,50.88,40.97,0.93
B_0096,2022-08-25,249.87,23.84,55.98,39.12,74.94,50.62,5.37
B_0097,2022-08-25,145.85,12.84,37.5,17.55,41.7,34.52,1.75
B_0098,2022-08-25,137.34,12.37,37.6,22.99,33.94,23.06,7.39
B_0099,2022-08-25,109.21,12.71,28.89,13.17,31.7,20.15,2.59
B_0100,2022-08-25,156.89,16.51,40.53,23.08,46.41,37.04,0.0
B_0001,2022-08-26,234.87,24.04,56.56,36.63,66.25,41.14,10.24
B_0002,2022-08-26,173.01,18.34,55.4,22.27,51.63,39.5,0.0
B_0003,2022-08-26,153.88,15.22,43.76,22.48,43.62,35.26,0.0
B_0004,2022-08-26,258.26,21.8,76.09,41.27,71.74,61.28,0.0
B_0005,2022-08-26,235.21,27.25,60.29,40.64,53.32,55.92,0.0
B_0006,2022-08-26,86.58,10.38,22.95,13.21,25.24,16.32,0.0
B_0007,2022-08-26,168.1,17.17,50.45,27.36,37.44,34.62,1.06
B_0008,2022-08-26,178.02,17.69,41.87,30.12,40.14,30.89,17.32
B_0009,2022-08-26,147.74,12.81,40.35,25.84,40.03,24.89,3.82
B_0010,2022-08-26,178.18,19.35,55.51,24.45,37.37,30.02,11.48
B_0011,2022-08-26,133.59,15.88,30.49,18.6,30.83,28.09,9.71
B_0012,2022-08-26,163.01,15.15,44.85,28.27,34.65,33.9,6.2
B_0013,2022-08-26,184.74,18.96,53.06,23.84,49.45,36.26,3.17
B_0014,2022-08-26,130.67,10.49,28.77,19.25,28.93,22.41,20.81
B_0015,2022-08-26,137.2,12.65,34.95,21.58,37.4,29.89,0.73
B_0016,2022-08-26,137.27,13.52,30.25,19.89,31.14,32.18,10.29
B_0017,2022-08-26,227.26,23.45,69.24,34.93,46.32,46.87,6.45
B_0018,2022-08-26,174.95,14.96,47.07,25.33,46.94,34.23,6.42
B_0019,2022-08-26,191.4,21.94,60.0,30.85,53.35,32.18,0.0
B_0020,2022-08-26,193.41,20.83,57.62,33.63,53.71,34.3,0.0
B_0021,2022-08-26,221.61,25.57,50.36,31.02,59.16,51.44,4.06
B_0022,2022-08-26,150.71,13.48,45.7,23.88,39.56,24.25,3.83
B_0023,2022-08-26,274.28,24.43,68.28,34.48,79.74,62.4,4.95
B_0024,2022-08-26,191.1,16.81,45.01,28.23,50.92,42.77,7.35
B_0025,2022-08-26,163.9,19.35,41.76,27.42,42.17,37.19,0.0
B_0026,2022-08-26,142.51,13.89,35.97,20.13,37.65,33.62,1.25
B_0027,2022-08-26,162.77,17.07,40.74,23.46,45.97,36.09,0.0
B_0028,2022-08-26,230.41,19.43,62.79,41.47,62.17,43.84,0.71
B_0029,2022-08-26,152.65,13.29,40.98,24.34,37.37,33.2,3.47
B_0030,2022-08-26,196.88,20.62,47.91,27.58,52.97,33.01,14.79
B_0031,2022-08-26,187.55,16.5,50.29,31.64,43.1,39.6,6.43
B_0032,2022-08-26,172.09,18.85,41.83,21.84,48.98,34.77,5.82
B_0033,2022-08-26,176.31,17.5,53.88,22.8,47.02,38.44,0.0
B_0034,2022-08-26,243.7,27.12,76.49,41.72,68.9,39.34,0.0
B_0035,2022-08-26,223.74,21.53,53.72,32.63,66.6,36.97,12.3
B_0036,2022-08-26,211.66,20.23,68.27,36.71,43.68,44.33,0.0
B_0037,2022-08-26,162.06,16.49,40.6,27.26,46.59,27.78,3.34
B_0038,2022-08-26,180.54,20.53,46.32,27.38,48.66,33.17,4.48
B_0039,2022-08-26,139.72,14.8,40.0,18.5,32.73,28.26,5.42
B_0040,2022-08-26,197.93,18.67,60.73,27.05,55.85,41.03,0.0
B_0041,2022-08-26,186.31,16.12,46.71,27.98,47.4,33.33,14.76
B_0042,2022-08-26,158.75,17.9,37.45,27.74,38.27,34.62,2.78
B_0043,2022-08-26,268.12,25.66,74.16,40.43,77.86,62.84,0.0
B_0044,2022-08-26,170.79,19.1,54.32,28.05,43.28,30.72,0.0
B_0045,2022-08-26,189.59,21.39,58.59,31.29,44.38,40.02,0.0
B_0046,2022-08-26,156.35,17.92,40.26,20.56,42.47,28.48,6.66
B_0047,2022-08-26,154.27,13.41,39.0,27.08,41.42,28.06,5.31
B_0048,2022-08-26,196.39,16.94,42.5,28.92,50.76,41.02,16.25
B_0049,2022-08-26,219.33,21.1,57.2,30.41,64.41,44.92,1.3
B_0050,2022-08-26,155.85,14.47,49.52,24.63,42.53,31.92,0.0
B_0051,2022-08-26,195.85,23.49,55.61,23.55,48.32,45.29,0.0
B_0052,2022-08-26,123.33,13.11,37.82,16.98,34.45,28.77,0.0
B_0053,2022-08-26,218.13,25.26,54.79,38.62,62.27,38.03,0.0
B_0054,2022-08-26,164.46,19.69,43.51,26.26,48.36,34.54,0.0
B_0055,2022-08-26,104.16,9.54,33.0,13.96,26.41,19.22,2.03
B_0056,2022-08-26,151.19,15.11,33.25,22.91,36.39,28.59,14.94
B_0057,2022-08-26,155.39,14.79,50.08,23.75,31.62,31.87,3.29
B_0058,2022-08-26,182.93,16.27,49.89,23.62,44.21,43.52,5.41
B_0059,2022-08-26,180.18,20.18,42.51,30.56,36.86,29.17,20.9
B_0060,2022-08-26,150.42,14.24,43.69,18.74,42.52,28.06,3.16
B_0061,2022-08-26,176.49,19.3,39.25,31.62,43.74,31.97,10.63
B_0062,2022-08-26,158.92,15.98,47.32,23.08,41.78,31.14,0.0
B_0063,2022-08-26,202.88,17.35,49.27,29.81,53.38,46.0,7.07
B_0064,2022-08-26,128.57,14.77,40.85,18.94,26.02,24.1,3.88
B_0065,2022-08-26,166.55,17.16,38.1,28.51,38.71,27.09,16.97
B_0066,2022-08-26,230.89,19.54,71.61,28.09,53.61,48.98,9.06
B_0067,2022-08-26,282.87,27.57,73.44,41.59,80.85,57.65,1.78
B_0068,2022-08-26,219.83,22.75,70.06,37.79,61.97,46.55,0.0
B_0069,2022-08-26,138.15,15.4,44.59,20.81,34.19,24.47,0.0
B_0070,2022-08-26,246.14,28.57,69.03,31.33,53.74,48.82,14.65
B_0071,2022-08-26,130.13,10.86,38.55,19.23,26.46,25.32,9.71
B_0072,2022-08-26,209.3,23.91,51.29,31.29,43.99,37.41,21.41
B_0073,2022-08-26,180.03,15.3,51.21,22.81,41.44,30.64,18.62
B_0074,2022-08-26,237.17,25.43,62.06,31.4,55.58,41.58,21.12
B_0075,2022-08-26,170.45,17.01,53.11,23.54,48.62,35.39,0.0
B_0076,2022-08-26,173.32,20.3,51.09,30.87,43.37,35.38,0.0
B_0077,2022-08-26,179.32,17.67,52.6,28.8,42.35,32.94,4.96
B_0078,2022-08-26,189.18,21.61,44.48,32.01,52.66,37.42,0.99
B_0079,2022-08-26,183.39,17.84,43.77,24.39,47.71,38.98,10.71
B_0080,2022-08-26,189.58,22.42,42.89,24.15,44.51,35.69,19.92
B_0081,2022-08-26,168.73,16.45,36.62,24.86,43.05,29.06,18.68
B_0082,2022-08-26,242.91,24.08,68.27,35.78,63.26,51.38,0.12
B_0083,2022-08-26,134.77,11.53,33.02,19.56,31.15,31.51,8.0
B_0084,2022-08-26,202.64,21.69,53.61,26.07,45.0,46.75,9.51
B_0085,2022-08-26,225.13,18.09,55.12,39.08,54.61,44.75,13.48
B_0086,2022-08-26,190.39,19.74,53.21,31.87,51.23,31.8,2.53
B_0087,2022-08-26,162.73,17.4,47.15,22.67,45.71,33.8,0.0
B_0088,2022-08-26,185.97,18.08,57.85,33.2,50.89,30.6,0.0
B_0089,2022-08-26,197.46,20.77,63.64,25.61,48.01,46.43,0.0
B_0090,2022-08-26,169.36,14.4,49.06,26.09,39.42,39.13,1.26
B_0091,2022-08-26,192.84,18.88,62.19,31.4,46.68,43.48,0.0
B_0092,2022-08-26,242.82,23.16,71.99,41.48,49.67,50.6,5.93
B_0093,2022-08-26,205.43,19.29,49.56,31.93,55.17,40.44,9.03
B_0094,2022-08-26,124.34,13.62,38.35,17.99,32.85,23.59,0.0
B_0095,2022-08-26,160.77,17.1,36.64,19.73,36.52,33.78,17.01
B_0096,2022-08-26,147.44,13.57,38.72,22.62,43.2,23.77,5.57
B_0097,2022-08-26,190.2,19.75,43.77,23.15,41.12,43.39,19.02
B_0098,2022-08-26,191.35,16.44,55.62,32.8,56.2,38.85,0.0
B_0099,2022-08-26,177.85,18.59,49.96,27.96,51.52,41.54,0.0
B_0100,2022-08-26,233.45,19.26,53.37,41.34,54.09,48.35,17.04
B_0001,2022-08-27,144.38,16.36,33.25,21.18,37.87,30.85,4.87
B_0002,2022-08-27,90.16,8.17,27.8,14.85,24.91,19.54,0.0
B_0003,2022-08-27,137.05,13.95,34.1,23.79,32.92,30.59,1.7
B_0004,2022-08-27,134.74,12.57,35.25,16.41,28.24,29.7,12.57
B_0005,2022-08-27,153.52,13.14,46.58,25.72,43.36,31.21,0.0
B_0006,2022-08-27,152.67,12.87,33.51,21.54,41.86,27.97,14.91
B_0007,2022-08-27,190.14,22.69,48.94,34.18,44.18,44.31,0.0
B_0008,2022-08-27,83.71,7.04,24.7,13.73,18.68,13.59,5.97
B_0009,2022-08-27,173.49,19.0,40.7,24.83,42.22,31.44,15.3
B_0010,2022-08-27,92.33,9.57,25.07,13.25,26.68,14.92,2.83
B_0011,2022-08-27,126.43,11.12,30.56,18.41,25.78,25.26,15.29
B_0012,2022-08-27,198.14,23.01,62.46,27.16,46.42,42.48,0.0
B_0013,2022-08-27,161.97,16.6,49.41,22.04,47.58,35.47,0.0
B_0014,2022-08-27,147.06,13.09,42.95,23.07,35.45,27.72,4.77
B_0015,2022-08-27,105.7,10.95,31.32,17.71,31.26,19.37,0.0
B_0016,2022-08-27,150.71,14.77,37.6,21.22,42.35,24.29,10.46
B_0017,2022-08-27,172.98,19.03,51.43,24.08,50.5,32.73,0.0
B_0018,2022-08-27,169.92,19.01,53.17,25.67,46.45,32.84,0.0
B_0019,2022-08-27,129.05,15.04,41.06,17.22,33.1,28.99,0.0
B_0020,2022-08-27,167.69,19.26,52.79,29.97,42.04,39.71,0.0
B_0021,2022-08-27,189.46,15.93,55.22,27.0,43.84,36.86,10.6
B_0022,2022-08-27,167.0,15.95,41.43,29.12,49.46,34.47,0.0
B_0023,2022-08-27,190.01,15.63,59.25,24.09,47.52,37.84,5.68
B_0024,2022-08-27,193.9,23.17,49.86,23.81,53.56,34.06,9.45
B_0025,2022-08-27,81.78,8.46,17.98,13.93,17.51,16.06,7.84
B_0026,2022-08-27,133.88,11.04,36.92,17.69,31.86,25.75,10.63
B_0027,2022-08-27,146.94,15.61,36.63,19.33,38.73,27.97,8.66
B_0028,2022-08-27,145.65,11.71,38.13,22.74,35.21,23.87,14.0
B_0029,2022-08-27,94.71,9.41,29.08,14.55,23.5,21.93,0.0
B_0030,2022-08-27,136.92,13.58,43.19,19.01,38.47,28.82,0.0
B_0031,2022-08-27,146.2,11.72,42.8,24.02,36.26,28.49,2.9
B_0032,2022-08-27,210.2,23.56,64.65,34.16,43.65,47.42,0.0
B_0033,2022-08-27,164.91,14.07,36.59,22.86,34.99,32.58,23.82
B_0034,2022-08-27,181.6,19.48,52.72,22.47,41.85,29.36,15.72
B_0035,2022-08-27,117.75,13.0,27.4,14.43,30.01,19.63,13.29
B_0036,2022-08-27,116.74,13.32,31.66,17.1,24.17,25.95,4.53
B_0037,2022-08-27,148.13,15.96,42.17,18.64,37.77,24.31,9.28
B_0038,2022-08-27,165.48,14.33,41.61,28.97,37.52,31.73,11.32
B_0039,2022-08-27,198.58,17.32,46.37,33.48,50.05,44.35,7.01
B_0040,2022-08-27,124.6,10.13,32.99,15.35,29.6,25.07,11.46
B_0041,2022-08-27,189.63,18.91,42.64,26.22,42.47,30.4,29.0
B_0042,2022-08-27,189.75,21.98,49.9,27.94,43.24,36.65,10.04
B_0043,2022-08-27,164.42,13.24,50.83,21.81,40.63,38.09,0.0
B_0044,2022-08-27,94.91,9.95,21.92,15.54,20.2,15.56,11.74
B_0045,2022-08-27,131.85,12.5,39.27,18.45,35.05,24.06,2.51
B_0046,2022-08-27,153.45,15.24,41.53,22.09,44.58,29.51,0.51
B_0047,2022-08-27,184.74,20.07,55.91,23.1,46.93,31.0,7.73
B_0048,2022-08-27,105.7,9.68,33.75,16.91,26.61,25.13,0.0
B_0049,2022-08-27,123.75,13.32,40.03,19.56,31.19,28.2,0.0
B_0050,2022-08-27,151.8,15.92,34.17,24.08,38.89,29.83,8.91
B_0051,2022-08-27,169.76,13.65,43.45,23.64,49.37,29.09,10.56
B_0052,2022-08-27,187.08,17.21,52.01,32.85,48.36,43.28,0.0
B_0053,2022-08-27,174.96,18.46,56.08,22.39,43.01,35.54,0.0
B_0054,2022-08-27,137.06,15.67,33.09,20.94,30.88,31.63,4.86
B_0055,2022-08-27,154.69,15.21,48.02,25.29,35.18,33.89,0.0
B_0056,2022-08-27,159.21,15.81,35.41,22.63,40.6,33.14,11.62
B_0057,2022-08-27,150.69,16.9,36.0,26.43,32.0,31.43,7.94
B_0058,2022-08-27,86.38,10.31,27.37,14.28,18.22,16.63,0.0
B_0059,2022-08-27,175.62,20.2,41.28,31.43,51.9,36.3,0.0
B_0060,2022-08-27,172.24,15.01,42.99,22.26,43.71,35.82,12.45
B_0061,2022-08-27,152.13,17.37,36.64,21.98,37.95,33.76,4.44
B_0062,2022-08-27,149.16,13.61,32.69,20.54,36.9,28.67,16.74
B_0063,2022-08-27,130.21,11.72,39.81,18.18,32.25,27.18,1.07
B_0064,2022-08-27,69.5,6.08,21.11,9.68,15.84,11.29,5.5
B_0065,2022-08-27,129.72,11.46,29.89,20.89,29.48,27.49,10.53
B_0066,2022-08-27,116.64,13.64,28.13,14.0,28.51,27.46,4.9
B_0067,2022-08-27,110.47,12.09,35.31,13.63,31.81,18.77,0.0
B_0068,2022-08-27,148.1,16.62,37.49,22.29,40.6,30.13,0.97
B_0069,2022-08-27,187.56,15.67,59.0,27.54,39.89,40.42,5.03
B_0070,2022-08-27,170.77,16.85,45.15,29.27,39.46,34.5,5.53
B_0071,2022-08-27,94.12,9.38,28.39,12.09,26.25,15.16,2.86
B_0072,2022-08-27,160.84,14.08,36.25,22.62,44.64,28.07,15.18
B_0073,2022-08-27,142.37,11.6,33.36,17.51,36.53,24.06,19.31
B_0074,2022-08-27,97.22,11.27,26.43,12.27,26.85,21.25,0.0
B_0075,2022-08-27,137.13,13.88,36.85,19.83,30.05,28.61,7.91
B_0076,2022-08-27,134.0,15.09,42.86,17.57,30.67,22.64,5.18
B_0077,2022-08-27,112.66,9.74,30.32,17.67,27.12,26.98,0.83
B_0078,2022-08-27,159.91,13.62,47.57,21.49,40.15,30.34,6.74
B_0079,2022-08-27,145.59,17.07,40.86,18.91,42.65,25.34,0.76
B_0080,2022-08-27,138.81,12.28,37.59,21.68,29.5,33.3,4.46
B_0081,2022-08-27,119.27,12.6,34.23,19.48,32.09,28.48,0.0
B_0082,2022-08-27,158.37,18.99,45.86,27.38,45.68,36.46,0.0
B_0083,2022-08-27,99.14,8.28,29.26,15.68,21.53,17.17,7.21
B_0084,2022-08-27,108.5,12.21,34.69,15.22,26.45,22.49,0.0
B_0085,2022-08-27,157.65,14.86,47.66,27.22,36.52,35.44,0.0
B_0086,2022-08-27,112.18,9.6,31.43,15.45,28.82,21.13,5.75
B_0087,2022-08-27,147.75,15.36,36.32,19.73,34.0,29.33,13.01
B_0088,2022-08-27,64.15,7.48,19.22,8.05,17.41,13.44,0.0
B_0089,2022-08-27,190.44,22.5,57.73,28.91,39.01,39.1,3.2
B_0090,2022-08-27,146.39,12.73,38.32,17.7,32.7,33.98,10.97
B_0091,2022-08-27,126.75,12.21,30.04,20.24,37.7,26.52,0.04
B_0092,2022-08-27,177.96,19.56,55.89,31.52,37.75,32.67,0.56
B_0093,2022-08-27,128.68,10.73,39.75,15.52,27.68,25.56,9.46
B_0094,2022-08-27,131.9,11.11,28.62,18.88,38.53,29.72,5.03
B_0095,2022-08-27,139.48,16.68,40.99,22.8,29.78,23.02,6.2
B_0096,2022-08-27,118.49,12.85,36.17,20.8,29.51,26.08,0.0
B_0097,2022-08-27,111.2,9.79,33.47,13.94,31.62,18.49,3.89
B_0098,2022-08-27,144.93,16.24,43.78,25.61,34.44,33.59,0.0
B_0099,2022-08-27,79.65,7.48,21.66,13.7,16.39,18.87,1.56
B_0100,2022-08-27,152.81,12.59,44.86,23.96,44.24,24.61,2.55
B_0001,2022-08-28,110.11,11.09,33.17,18.39,25.04,22.47,0.0
B_0002,2022-08-28,155.32,13.08,47.99,21.09,33.92,32.53,6.72
B_0003,2022-08-28,136.8,15.45,38.87,18.17,31.06,25.78,7.46
B_0004,2022-08-28,125.68,14.18,33.27,22.18,28.14,21.66,6.25
B_0005,2022-08-28,86.13,8.36,26.37,10.83,19.71,18.36,2.51
B_0006,2022-08-28,126.52,11.18,37.86,22.65,33.1,29.89,0.0
B_0007,2022-08-28,153.05,15.83,35.9,22.29,35.85,27.5,15.68
B_0008,2022-08-28,106.51,12.25,31.51,12.85,27.79,18.73,3.38
B_0009,2022-08-28,112.71,10.2,24.75,14.84,31.86,21.87,9.19
B_0010,2022-08-28,228.45,24.07,55.53,38.37,50.35,40.89,19.24
B_0011,2022-08-28,142.13,14.59,32.18,23.31,35.6,23.03,13.41
B_0012,2022-08-28,196.18,20.58,43.56,33.11,42.73,39.7,16.51
B_0013,2022-08-28,178.67,19.11,41.35,30.67,46.16,30.45,10.92
B_0014,2022-08-28,149.62,16.17,47.02,24.09,40.44,31.45,0.0
B_0015,2022-08-28,100.08,11.32,27.66,17.96,23.39,23.16,0.0
B_0016,2022-08-28,69.17,7.05,15.78,9.77,14.64,16.42,5.52
B_0017,2022-08-28,172.33,14.75,43.05,27.85,35.05,32.0,19.64
B_0018,2022-08-28,126.77,14.07,36.14,16.44,27.13,26.51,6.47
B_0019,2022-08-28,160.57,19.1,43.18,22.18,44.9,33.65,0.0
B_0020,2022-08-28,122.44,12.53,33.27,18.92,32.78,27.92,0.0
B_0021,2022-08-28,162.84,19.23,36.06,28.28,36.95,30.42,11.89
B_0022,2022-08-28,132.91,14.99,35.09,20.44,34.76,24.88,2.77
B_0023,2022-08-28,171.66,16.92,55.21,28.07,49.61,34.59,0.0
B_0024,2022-08-28,126.12,11.57,28.3,20.79,31.42,27.93,6.1
B_0025,2022-08-28,162.39,17.96,47.35,27.99,47.51,33.63,0.0
B_0026,2022-08-28,115.93,10.83,31.74,17.73,28.35,20.61,6.67
B_0027,2022-08-28,181.59,17.04,48.45,31.72,39.18,31.72,13.48
B_0028,2022-08-28,139.41,13.39,37.32,23.92,34.55,23.16,7.08
B_0029,2022-08-28,111.78,9.62,33.09,19.7,26.44,26.66,0.0
B_0030,2022-08-28,187.65,18.06,42.85,28.11,46.39,42.35,9.88
B_0031,2022-08-28,118.91,12.31,25.91,21.05,27.13,20.02,12.48
B_0032,2022-08-28,142.3,12.69,34.3,23.34,42.66,31.49,0.0
B_0033,2022-08-28,169.99,18.19,50.33,25.9,42.31,36.41,0.0
B_0034,2022-08-28,160.3,15.38,51.14,24.01,38.72,38.16,0.0
B_0035,2022-08-28,93.03,8.91,26.63,15.76,19.95,18.07,3.71
B_0036,2022-08-28,177.17,19.24,38.66,23.04,47.98,36.76,11.48
B_0037,2022-08-28,143.14,15.5,41.51,20.77,39.31,26.44,0.0
B_0038,2022-08-28,129.83,14.08,38.41,20.99,36.07,23.4,0.0
B_0039,2022-08-28,133.74,12.43,37.94,17.7,35.19,23.95,6.53
B_0040,2022-08-28,161.66,19.21,45.83,27.81,37.66,30.35,0.81
B_0041,2022-08-28,144.12,15.36,38.2,20.87,34.82,30.9,3.97
B_0042,2022-08-28,142.92,14.73,39.42,18.86,30.45,31.72,7.75
B_0043,2022-08-28,123.06,11.13,32.48,21.79,25.61,19.82,12.22
B_0044,2022-08-28,100.87,8.76,22.01,12.17,29.33,21.32,7.28
B_0045,2022-08-28,188.44,20.31,43.94,24.73,44.21,41.16,14.09
B_0046,2022-08-28,130.86,15.51,29.94,19.0,35.38,29.62,1.41
B_0047,2022-08-28,96.44,8.58,26.37,12.28,24.73,20.37,4.1
B_0048,2022-08-28,148.41,13.63,45.09,21.13,30.14,34.99,3.43
B_0049,2022-08-28,156.45,15.29,37.17,27.43,35.53,30.03,11.0
B_0050,2022-08-28,130.07,14.83,28.62,19.38,35.78,23.15,8.32
B_0051,2022-08-28,145.24,12.19,43.55,24.7,42.24,29.04,0.0
B_0052,2022-08-28,101.85,10.4,23.06,17.35,30.17,20.74,0.13
B_0053,2022-08-28,142.24,12.49,36.94,22.26,40.02,22.8,7.74
B_0054,2022-08-28,216.08,18.98,55.75,34.96,45.16,47.49,13.73
B_0055,2022-08-28,136.07,13.03,38.0,19.76,32.02,30.21,3.05
B_0056,2022-08-28,184.59,17.83,54.56,23.53,39.1,37.13,12.44
B_0057,2022-08-28,198.17,23.77,58.97,25.59,51.14,35.46,3.24
B_0058,2022-08-28,161.99,15.46,40.23,28.22,34.5,38.69,4.89
B_0059,2022-08-28,120.21,12.38,26.32,19.25,27.99,20.1,14.17
B_0060,2022-08-28,83.93,8.87,19.42,13.74,17.98,18.02,5.9
B_0061,2022-08-28,170.59,19.82,49.03,30.61,38.15,36.91,0.0
B_0062,2022-08-28,163.15,14.38,49.45,20.62,32.85,30.92,14.93
B_0063,2022-08-28,137.13,12.41,35.2,22.79,30.57,24.63,11.52
B_0064,2022-08-28,122.2,10.9,32.4,21.68,32.43,28.7,0.0
B_0065,2022-08-28,158.19,17.59,34.7,27.55,41.49,26.53,10.34
B_0066,2022-08-28,139.78,15.88,44.27,20.9,33.95,23.31,1.47
B_0067,2022-08-28,146.39,11.85,40.88,19.12,35.45,27.61,11.49
B_0068,2022-08-28,150.08,12.77,46.09,26.66,42.06,24.32,0.0
B_0069,2022-08-28,158.99,17.52,36.01,27.95,33.13,32.93,11.44
B_0070,2022-08-28,143.72,13.27,34.39,23.44,30.55,25.37,16.7
B_0071,2022-08-28,103.66,12.23,23.7,15.98,21.65,16.78,13.32
B_0072,2022-08-28,168.53,19.96,44.73,21.78,45.49,38.1,0.0
B_0073,2022-08-28,141.54,14.15,37.67,23.59,38.62,23.8,3.71
B_0074,2022-08-28,118.96,10.16,32.45,19.2,26.53,23.91,6.7
B_0075,2022-08-28,87.47,7.38,24.73,13.57,20.41,19.76,1.62
B_0076,2022-08-28,99.05,10.12,29.73,15.47,23.88,22.58,0.0
B_0077,2022-08-28,127.61,14.37,35.76,20.31,26.14,26.09,4.93
B_0078,2022-08-28,182.89,15.26,47.32,32.9,49.31,40.66,0.0
B_0079,2022-08-28,162.75,15.15,46.06,23.66,35.29,31.73,10.86
B_0080,2022-08-28,137.65,13.14,30.68,16.63,29.72,25.82,21.67
B_0081,2022-08-28,210.74,18.23,66.17,37.72,54.04,40.34,0.0
B_0082,2022-08-28,145.1,14.15,33.26,18.34,36.16,26.86,16.32
B_0083,2022-08-28,203.79,17.97,60.44,28.52,52.77,40.38,3.71
B_0084,2022-08-28,182.27,17.72,42.52,29.45,53.54,31.79,7.25
B_0085,2022-08-28,146.49,16.73,39.83,20.42,35.62,27.41,6.49
B_0086,2022-08-28,166.12,16.26,49.09,26.28,42.13,38.89,0.0
B_0087,2022-08-28,174.95,14.72,52.03,25.62,35.97,30.97,15.63
