building_id,year,month,total_energy_kwh,heating_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,appliances_energy_kwh,energy_intensity_kwhm2
B_0057,2020,11,4486.3,2352.0,725.2,505.2,1441.8,8.13
B_0057,2020,12,6943.9,3006.4,922.1,792.7,1742.6,5.79
B_0057,2021,1,6214.8,3360.5,695.0,1147.8,1552.7,3.17
B_0057,2021,2,7582.3,3328.4,1019.7,1255.7,1526.5,7.42
B_0057,2021,3,6550.3,3144.0,1180.8,1070.8,1879.0,3.92
B_0057,2021,4,4106.0,1320.9,1010.1,688.4,1486.3,2.27
B_0057,2021,5,3220.3,1388.3,467.7,638.9,1046.1,3.82
B_0057,2021,6,6942.8,3370.9,1615.9,837.7,2417.6,3.88
B_0057,2021,7,2023.7,933.1,575.1,403.0,770.5,1.65
B_0057,2021,8,9888.8,5197.9,2572.5,1297.2,2648.2,14.58
B_0057,2021,9,6128.8,2834.9,1301.4,879.3,1323.1,5.57
B_0057,2021,10,6652.1,3728.5,891.0,1276.4,2201.7,10.19
B_0057,2021,11,5665.9,2156.7,1466.1,1109.3,2097.4,2.87
B_0057,2021,12,6193.8,2040.9,1255.1,1174.1,2439.7,5.21
B_0057,2022,1,5329.7,2885.5,858.0,659.3,1827.8,5.56
B_0057,2022,2,6525.8,3604.0,876.3,755.5,2335.5,11.21
B_0057,2022,3,5359.8,2463.0,1405.5,1065.2,1396.7,8.93
B_0057,2022,4,5457.5,2390.1,1539.6,1060.5,2033.5,4.59
B_0057,2022,5,5708.8,2000.6,1043.8,1025.7,2275.5,3.98
B_0057,2022,6,7678.6,2792.1,865.9,940.4,1588.0,5.22
B_0057,2022,7,5720.5,2060.9,1514.6,634.1,1698.6,4.39
B_0057,2022,8,3835.0,1701.6,577.3,422.7,1291.5,2.62
B_0057,2022,9,6516.7,3049.1,973.6,1279.3,1868.3,4.71
B_0057,2022,10,6299.5,2244.8,993.1,812.5,1640.7,3.25
B_0057,2022,11,5110.7,2816.2,1027.3,743.2,1497.7,2.63
B_0057,2022,12,8483.4,2810.6,2490.2,1408.2,2363.3,12.37
B_0058,2018,1,7193.6,3506.7,1501.2,976.9,2711.8,9.55
B_0058,2018,2,5442.4,1969.6,1572.2,756.8,1310.4,3.23
B_0058,2018,3,1805.8,1057.2,261.4,331.4,393.1,2.97
B_0058,2018,4,2474.1,1104.8,612.8,334.6,962.5,1.77
B_0058,2018,5,6908.3,2230.2,1492.4,1024.5,1637.2,5.27
B_0058,2018,6,5458.7,2769.6,1545.0,919.3,1350.4,3.5
B_0058,2018,7,6381.2,2703.6,1467.1,1095.2,1572.6,8.63
B_0058,2018,8,6586.8,3398.1,1402.6,1284.4,1934.4,6.98
B_0058,2018,9,2149.5,1088.1,400.4,392.6,448.5,1.34
B_0058,2018,10,2346.0,1139.5,323.5,246.9,585.6,4.49
B_0058,2018,11,3990.1,1623.1,1193.5,643.8,1463.3,2.23
B_0058,2018,12,5577.2,2789.1,932.1,653.6,1896.6,8.13
B_0058,2019,1,4100.2,1510.8,1073.1,544.7,1059.1,2.86
B_0058,2019,2,4166.5,1739.8,656.0,486.0,1033.7,3.93
B_0058,2019,3,6033.3,2888.6,1792.9,648.7,1702.1,4.84
B_0058,2019,4,7390.1,3027.8,1978.5,1018.9,1817.7,8.3
B_0058,2019,5,6042.7,2700.7,611.0,649.5,2021.1,4.42
B_0058,2019,6,4243.0,2533.6,877.5,644.3,1243.0,4.93
B_0058,2019,7,6362.7,3726.8,1255.8,747.4,2481.9,7.79
B_0058,2019,8,4407.5,1537.5,1080.1,567.4,1378.1,3.04
B_0058,2019,9,8438.8,5024.7,2337.0,1564.9,3283.7,7.78
B_0058,2019,10,5927.4,3006.7,627.0,947.4,2230.6,11.59
B_0058,2019,11,2665.2,1099.1,731.4,273.8,751.0,3.45
B_0058,2019,12,7588.8,3890.6,1004.3,1220.1,2856.1,8.84
B_0058,2020,1,8546.9,4500.4,1122.4,1075.2,3167.2,7.4
B_0058,2020,2,9554.3,4538.8,2803.7,1615.7,3713.1,6.45
B_0058,2020,3,6086.9,1910.6,957.9,783.6,1595.6,10.71
B_0058,2020,4,2774.4,1331.4,479.7,554.7,608.2,3.54
B_0058,2020,5,3826.0,1396.9,657.7,552.0,986.6,2.26
B_0058,2020,6,6451.1,2101.1,1924.0,842.4,2128.6,4.38
B_0058,2020,7,3780.8,1744.3,507.6,736.9,1267.4,5.46
B_0058,2020,8,7724.1,2746.6,1980.1,958.2,2563.6,5.78
B_0058,2020,9,6171.6,2074.9,1085.7,759.7,1323.1,3.98
B_0058,2020,10,7308.9,4009.5,1608.7,913.6,1551.9,4.88
B_0058,2020,11,3848.9,1187.6,1087.7,692.2,1057.7,2.89
B_0058,2020,12,3438.7,1175.6,735.5,420.3,1222.2,3.45
B_0058,2021,1,5190.5,3025.0,1131.8,995.6,1262.5,3.78
B_0058,2021,2,4367.4,2271.6,693.3,692.5,1103.3,2.34
B_0058,2021,3,5609.6,2087.4,1180.8,936.7,1903.0,3.47
B_0058,2021,4,4092.7,2437.5,1064.3,481.4,1536.5,2.54
B_0058,2021,5,7009.2,2458.3,1621.8,1072.1,1631.0,3.86
B_0058,2021,6,3054.6,1419.5,567.2,346.3,730.4,1.72
B_0058,2021,7,3811.6,1372.8,837.1,425.5,1314.9,7.52
B_0058,2021,8,9045.7,4918.9,1784.6,1168.0,3329.9,11.36
B_0058,2021,9,5988.0,2387.8,1072.2,1159.8,2255.1,4.55
B_0058,2021,10,3121.0,1656.1,560.8,378.7,730.1,1.6
B_0058,2021,11,4167.8,1505.1,1060.4,556.8,1074.7,2.66
B_0058,2021,12,8588.7,3311.0,1182.3,1502.1,2400.2,5.19
B_0058,2022,1,5508.9,2851.0,1275.0,815.3,1858.6,2.76
B_0058,2022,2,7895.4,2499.1,1145.8,886.8,2045.5,10.18
B_0058,2022,3,2372.5,1115.6,307.7,289.6,828.4,1.99
B_0058,2022,4,7072.1,2142.7,953.2,1041.6,2641.9,7.87
B_0058,2022,5,5640.5,2911.9,1213.0,712.9,1623.8,3.72
B_0058,2022,6,10535.5,5449.8,1193.3,1148.0,3487.2,13.59
B_0058,2022,7,5664.3,3086.5,1389.6,744.4,1473.5,5.44
B_0058,2022,8,7865.7,2670.0,1918.6,836.2,2302.5,8.9
B_0058,2022,9,7273.3,2623.8,1859.7,906.4,2049.8,3.81
B_0058,2022,10,7952.7,3782.6,974.9,1466.8,2482.1,4.14
B_0058,2022,11,7069.1,3879.9,758.7,790.4,2657.6,7.56
B_0058,2022,12,4373.7,1915.8,1228.9,532.4,1630.3,3.98
B_0059,2018,1,6720.5,2455.7,1335.7,1253.2,2257.7,7.21
B_0059,2018,2,7554.2,2742.8,1979.7,769.5,2461.6,4.41
B_0059,2018,3,3913.4,1906.9,407.8,514.5,1227.5,2.17
B_0059,2018,4,4917.5,2067.2,1104.1,543.3,1789.6,3.31
B_0059,2018,5,2990.4,1201.2,411.9,546.1,1013.3,1.84
B_0059,2018,6,7360.4,2912.6,2002.3,1404.7,2775.3,6.94
B_0059,2018,7,3918.5,1929.3,1026.3,632.7,888.2,2.5
B_0059,2018,8,5125.0,2468.0,582.5,632.0,1715.0,2.76
B_0059,2018,9,5394.7,2445.2,651.1,1053.3,1379.2,8.62
B_0059,2018,10,5140.1,2735.8,546.7,608.1,1927.6,3.33
B_0059,2018,11,2368.6,1069.8,468.8,355.7,801.8,2.22
B_0059,2018,12,4366.0,1735.0,864.3,588.1,993.0,3.15
B_0059,2019,1,6045.8,3428.5,1752.2,1099.7,1333.4,3.85
B_0059,2019,2,4486.1,1864.7,1257.9,467.1,1067.1,3.32
B_0059,2019,3,2814.5,971.2,324.1,293.8,808.5,1.88
B_0059,2019,4,2765.0,958.4,346.0,489.6,914.1,2.52
B_0059,2019,5,3525.5,1427.1,638.2,659.0,1355.9,2.31
B_0059,2019,6,8459.6,4210.7,1061.4,1195.5,3344.5,5.7
B_0059,2019,7,6475.6,2836.5,839.0,726.7,2507.4,4.86
B_0059,2019,8,7990.5,4066.9,1954.7,830.8,1948.3,4.24
B_0059,2019,9,4143.1,1754.8,472.8,458.5,1533.0,2.46
B_0059,2019,10,3029.6,1553.0,314.7,378.6,674.3,5.61
B_0059,2019,11,8161.3,3080.5,1210.3,1417.0,2401.2,5.3
B_0059,2019,12,8488.2,3565.6,2389.5,1509.6,2069.1,4.57
B_0059,2020,1,9889.8,4161.0,1471.4,1014.5,3902.5,5.76
B_0059,2020,2,9081.5,3121.0,938.2,952.4,2778.6,5.11
B_0059,2020,3,6502.8,2454.3,1164.2,832.6,2571.3,3.28
B_0059,2020,4,2572.7,1449.5,738.9,457.1,959.3,1.6
B_0059,2020,5,4307.3,1292.9,832.2,745.9,1246.0,3.88
B_0059,2020,6,7779.1,3605.6,1144.6,1102.6,2890.2,7.4
B_0059,2020,7,10619.8,3309.3,2131.5,1818.7,3743.3,11.04
B_0059,2020,8,7179.2,2637.9,1534.0,1215.4,2615.4,9.04
B_0059,2020,9,3843.6,1938.1,1057.0,555.5,1099.7,2.39
B_0059,2020,10,3993.3,1967.2,600.0,500.1,809.7,2.7
B_0059,2020,11,3493.4,1439.7,411.0,649.1,751.8,3.09
B_0059,2020,12,10327.3,4883.3,2080.0,1392.0,3305.7,10.23
B_0059,2021,1,5306.2,2741.2,891.1,535.6,1529.6,2.77
B_0059,2021,2,7865.0,3793.6,1512.6,1156.6,2796.7,5.58
B_0059,2021,3,8227.4,3007.9,1959.6,1392.9,2170.1,5.11
B_0059,2021,4,3832.6,1911.6,550.3,489.2,1043.3,4.58
B_0059,2021,5,3506.2,1498.9,923.6,479.6,805.2,2.57
B_0059,2021,6,7081.0,4008.0,1572.5,1304.9,2608.6,9.67
B_0059,2021,7,4427.8,2310.6,838.2,850.5,986.0,4.47
B_0059,2021,8,3855.2,1638.5,570.4,407.8,1179.7,2.12
B_0059,2021,9,6613.5,3092.5,1861.1,874.9,1532.7,9.01
B_0059,2021,10,5874.8,2310.2,1620.4,977.2,1309.0,3.48
B_0059,2021,11,4772.6,2426.7,1077.7,699.3,1435.2,6.15
B_0059,2021,12,3120.5,1652.4,615.7,448.7,890.5,1.83
B_0059,2022,1,3254.6,1888.0,766.7,484.2,884.5,2.19
B_0059,2022,2,10465.7,4375.2,2831.9,1081.8,2465.3,6.59
B_0059,2022,3,8698.6,3552.9,1582.0,1322.0,2051.7,4.65
B_0059,2022,4,2289.6,1149.0,450.3,434.9,597.0,2.71
B_0059,2022,5,1972.6,749.4,342.2,206.7,579.8,1.65
B_0059,2022,6,2201.7,1199.6,524.2,291.7,528.5,2.54
B_0059,2022,7,4906.9,2786.7,1195.4,513.6,1196.9,6.67
B_0059,2022,8,6876.9,2212.7,1457.6,713.1,2087.0,8.34
B_0059,2022,9,6101.1,3599.7,951.0,964.6,1286.7,3.82
B_0059,2022,10,8483.1,4726.6,2208.1,1009.6,3197.0,7.57
B_0059,2022,11,6481.3,2113.3,803.8,716.3,2211.7,10.71
B_0059,2022,12,8684.9,2704.5,888.4,1423.6,3179.3,13.41
B_0060,2018,1,2548.3,1081.0,627.7,499.6,651.4,4.68
B_0060,2018,2,3230.9,1645.3,629.0,395.3,1091.3,2.59
B_0060,2018,3,4409.5,2496.5,1202.2,693.1,1172.4,7.89
B_0060,2018,4,5360.8,2993.0,1121.5,769.8,2107.5,4.91
B_0060,2018,5,4815.7,1648.5,882.5,652.9,1067.6,2.46
B_0060,2018,6,5007.7,2930.1,779.7,664.1,1035.8,4.84
B_0060,2018,7,10250.8,3793.3,1099.3,1056.9,3085.1,9.25
B_0060,2018,8,5154.6,1565.4,916.0,777.2,1182.8,4.02
B_0060,2018,9,2194.2,667.5,510.8,339.2,694.6,1.27
B_0060,2018,10,2608.1,1077.7,560.3,308.0,963.1,1.5
B_0060,2018,11,8296.5,3187.6,1501.6,1205.0,3100.6,15.16
B_0060,2018,12,11487.8,4649.7,1643.8,2294.8,2743.5,8.6
B_0060,2019,1,9041.3,3866.4,1762.0,1057.4,2325.8,5.71
B_0060,2019,2,9202.6,4460.2,1271.7,991.2,2747.7,4.89
B_0060,2019,3,1870.4,754.1,329.1,343.0,440.4,3.05
B_0060,2019,4,3281.4,1790.5,802.5,398.4,1255.3,4.29
B_0060,2019,5,7745.8,4273.3,860.5,850.5,2463.2,9.99
B_0060,2019,6,9334.0,5488.7,1029.2,1429.2,3248.9,18.43
B_0060,2019,7,8516.3,3950.5,2067.2,983.3,2858.9,4.77
B_0060,2019,8,4067.9,2392.4,1082.3,409.0,1116.5,2.44
B_0060,2019,9,3014.3,1539.3,709.1,322.0,945.7,5.26
B_0060,2019,10,5113.3,1589.5,789.1,665.9,1126.9,5.2
B_0060,2019,11,2632.4,847.8,351.8,360.2,681.7,1.48
B_0060,2019,12,3202.8,1016.9,722.0,440.8,888.0,5.87
B_0060,2020,1,6306.4,2674.5,1787.9,822.2,1626.5,4.85
B_0060,2020,2,6987.0,3592.4,1056.1,873.7,2527.5,3.67
B_0060,2020,3,6027.3,3074.5,1171.4,1149.5,2392.3,3.7
B_0060,2020,4,1776.7,1027.3,247.5,194.2,435.2,1.15
B_0060,2020,5,1844.4,897.8,380.4,300.7,482.6,0.93
B_0060,2020,6,3326.8,1631.2,472.7,635.3,1251.3,1.86
B_0060,2020,7,4404.0,1819.9,546.5,705.9,1198.1,2.31
B_0060,2020,8,9517.7,3350.7,2391.4,1245.2,2943.2,5.49
B_0060,2020,9,4447.4,1460.2,754.2,540.2,1082.0,4.37
B_0060,2020,10,3298.9,1966.2,718.7,515.4,1318.4,2.5
B_0060,2020,11,3887.9,2184.7,775.9,687.7,1062.4,7.36
B_0060,2020,12,8667.1,4430.9,980.2,1453.3,2746.7,9.43
B_0060,2021,1,3040.3,1502.4,376.6,477.4,701.0,3.97
B_0060,2021,2,7379.9,2722.0,1921.9,829.1,2365.9,4.98
B_0060,2021,3,1851.9,598.7,283.7,355.9,733.1,1.51
B_0060,2021,4,4936.2,2192.0,974.9,623.3,1751.1,2.92
B_0060,2021,5,3696.2,1346.9,532.6,568.9,798.5,3.18
B_0060,2021,6,4947.1,2021.2,1409.7,940.3,1377.2,2.97
B_0060,2021,7,7054.2,2724.6,1766.3,1066.2,2154.3,5.35
B_0060,2021,8,7596.5,3627.0,1537.6,1219.3,2927.2,6.87
B_0060,2021,9,4145.7,2297.5,538.3,462.0,949.5,5.32
B_0060,2021,10,2574.5,1218.1,657.7,357.5,949.7,2.42
B_0060,2021,11,4297.4,1947.7,785.9,782.8,1227.0,3.62
B_0060,2021,12,6388.4,3297.8,1247.2,983.4,1503.4,3.45
B_0060,2022,1,10874.4,5921.9,1455.5,1610.6,3722.8,10.69
B_0060,2022,2,2979.6,1029.0,449.1,400.2,812.0,1.94
B_0060,2022,3,9154.8,3439.8,2320.0,1078.3,2441.7,8.1
B_0060,2022,4,5757.0,1788.0,1156.5,837.6,1331.8,4.84
B_0060,2022,5,7709.2,4174.8,2107.0,944.2,1725.1,9.8
B_0060,2022,6,7190.5,2342.7,1142.5,978.6,2767.3,10.22
B_0060,2022,7,2943.3,1270.8,422.2,533.1,776.8,1.91
B_0060,2022,8,2676.8,1443.3,535.0,329.8,775.4,1.53
B_0060,2022,9,3875.4,1595.0,698.9,482.3,806.2,6.52
B_0060,2022,10,5529.5,3306.7,817.3,571.2,2033.8,3.74
B_0060,2022,11,5048.2,2025.9,1154.3,787.6,1762.4,9.59
B_0060,2022,12,5722.4,2591.4,672.1,789.1,1995.7,8.65
B_0061,2018,1,5626.4,3319.2,1053.6,985.2,1751.9,3.07
B_0061,2018,2,5768.0,1945.7,1588.9,616.7,1358.7,3.54
B_0061,2018,3,8227.4,3564.1,1482.5,1010.3,2925.6,14.38
B_0061,2018,4,3125.4,1065.9,746.9,442.5,655.7,2.77
B_0061,2018,5,8418.3,4194.9,1109.1,1661.7,2641.3,10.53
B_0061,2018,6,7867.8,3262.2,1700.3,1007.5,2497.1,4.35
B_0061,2018,7,6769.0,2094.8,1320.5,990.4,2361.5,6.79
B_0061,2018,8,4439.1,1589.0,1154.0,598.6,1515.7,2.34
B_0061,2018,9,5155.5,2442.8,722.9,714.9,1184.8,3.16
B_0061,2018,10,4954.3,2459.3,1013.2,748.9,1240.8,4.02
B_0061,2018,11,2495.7,758.9,657.2,259.8,962.5,2.58
B_0061,2018,12,5144.2,1616.7,1339.3,570.6,1203.1,6.38
B_0061,2019,1,5798.2,2007.6,1652.0,729.9,1473.6,3.0
B_0061,2019,2,10257.9,3186.6,2305.2,1777.5,3437.5,9.21
B_0061,2019,3,2479.9,906.3,718.3,278.6,530.9,2.45
B_0061,2019,4,6778.4,2533.1,1683.8,1113.5,1940.8,9.2
B_0061,2019,5,2948.0,1133.7,733.6,377.1,710.9,3.24
B_0061,2019,6,3976.2,1419.6,979.2,699.1,1586.7,3.04
B_0061,2019,7,3556.9,1113.8,865.8,478.6,930.3,2.73
B_0061,2019,8,4621.0,2645.8,525.2,493.7,1502.0,3.26
B_0061,2019,9,4483.0,2123.4,886.1,529.0,1583.8,5.42
B_0061,2019,10,7480.7,3572.3,1920.7,1095.4,2192.5,3.98
B_0061,2019,11,7089.6,3094.3,2024.7,888.0,1603.4,13.87
B_0061,2019,12,3743.4,1907.4,711.2,471.5,772.7,2.26
B_0061,2020,1,8866.5,4630.9,2132.4,991.1,2174.7,9.31
B_0061,2020,2,3927.8,1892.8,995.1,721.4,1527.9,2.4
B_0061,2020,3,4569.9,1960.4,1084.3,672.7,1595.5,8.49
B_0061,2020,4,3947.7,1485.9,686.0,560.6,1307.2,5.14
B_0061,2020,5,2942.2,1577.1,319.0,442.9,766.3,1.68
B_0061,2020,6,7169.5,3886.1,839.6,952.8,2450.3,4.38
B_0061,2020,7,3857.9,1293.1,694.7,689.2,1157.8,4.3
B_0061,2020,8,8703.7,4098.1,1721.1,1375.5,2344.7,9.23
B_0061,2020,9,6748.6,2713.5,2012.9,688.6,2392.0,4.32
B_0061,2020,10,8812.2,3579.6,2272.1,1314.0,2122.4,7.06
B_0061,2020,11,2940.9,1364.9,558.1,460.7,1097.6,1.72
B_0061,2020,12,7316.8,4315.4,952.9,1275.6,2663.9,6.63
B_0061,2021,1,5217.8,2837.1,920.9,703.0,1274.6,7.88
B_0061,2021,2,5891.8,3297.6,1113.3,873.2,1541.4,3.8
B_0061,2021,3,5832.1,2225.2,1459.6,818.7,1339.3,5.29
B_0061,2021,4,8027.6,2999.3,1133.4,1412.9,2513.2,12.33
B_0061,2021,5,3715.7,1533.0,711.7,572.6,913.9,2.72
B_0061,2021,6,5807.7,2647.8,1646.1,978.8,2145.0,3.98
B_0061,2021,7,6516.9,2211.1,1095.0,812.6,1362.5,3.57
B_0061,2021,8,7728.0,2745.1,1323.1,1108.2,2474.5,4.72
B_0061,2021,9,5022.7,2844.3,1211.3,870.0,1728.9,3.99
B_0061,2021,10,6047.4,3531.8,701.6,1153.0,1347.0,5.98
B_0061,2021,11,2673.6,1359.2,374.4,473.6,756.8,2.91
B_0061,2021,12,8531.0,3260.5,1618.1,1083.2,2465.2,5.49
B_0061,2022,1,4975.9,2789.7,731.9,597.4,1548.4,5.73
B_0061,2022,2,8276.0,3890.8,1148.7,891.6,2107.9,6.31
B_0061,2022,3,4701.6,1780.7,995.0,769.9,1601.2,6.9
B_0061,2022,4,5322.6,2927.7,1342.5,834.0,1131.3,10.4
B_0061,2022,5,4199.4,2226.2,578.1,695.1,1344.5,7.49
B_0061,2022,6,2852.4,1701.7,306.4,378.4,1110.0,1.94
B_0061,2022,7,6105.7,3189.9,1526.0,1107.4,1365.5,4.54
B_0061,2022,8,7592.4,3908.0,931.5,789.0,2900.8,4.08
B_0061,2022,9,4582.6,2626.6,774.1,678.6,1707.1,3.02
B_0061,2022,10,4279.3,1864.1,1084.4,651.1,1307.7,2.28
B_0061,2022,11,6640.9,3655.5,1991.2,835.0,2160.6,13.18
B_0061,2022,12,7075.9,3021.6,977.2,872.4,2138.4,4.74
B_0062,2018,1,7008.3,2629.0,1190.5,1166.0,2425.6,4.49
B_0062,2018,2,3421.6,1736.6,659.6,681.1,726.6,2.51
B_0062,2018,3,5340.4,2167.5,1239.8,910.1,1403.1,2.87
B_0062,2018,4,5520.3,2045.4,824.2,595.1,1166.4,4.05
B_0062,2018,5,4669.4,1517.3,1031.4,630.0,1551.3,2.39
B_0062,2018,6,3620.8,1188.7,867.8,688.4,958.7,2.18
B_0062,2018,7,6712.1,2256.6,1086.4,1308.3,1401.6,7.65
B_0062,2018,8,10106.7,3987.4,1967.3,1882.8,3193.5,9.01
B_0062,2018,9,3251.3,1515.3,370.0,509.5,790.0,2.57
B_0062,2018,10,3635.5,1937.4,644.6,366.3,1130.4,4.27
B_0062,2018,11,6390.0,3693.7,813.2,681.8,2088.6,4.9
B_0062,2018,12,3002.2,1431.3,563.3,586.8,909.2,3.7
B_0062,2019,1,8497.8,4807.4,1024.5,1183.8,3096.3,10.13
B_0062,2019,2,2700.0,1395.5,324.8,402.2,956.0,4.38
B_0062,2019,3,6670.1,3078.8,1790.4,1243.9,1565.8,8.09
B_0062,2019,4,7442.7,4373.6,2169.2,1014.3,2015.6,5.09
B_0062,2019,5,7623.7,4004.2,1690.1,1305.1,2768.3,4.65
B_0062,2019,6,5630.9,2162.4,1389.4,1082.1,2048.9,2.85
B_0062,2019,7,8510.5,3836.7,1984.8,1280.5,2920.7,14.4
B_0062,2019,8,2436.0,967.2,730.2,428.9,611.0,1.64
B_0062,2019,9,6744.5,2282.3,2005.2,1231.7,1643.4,3.39
B_0062,2019,10,3368.1,1457.4,521.7,456.1,781.1,2.16
B_0062,2019,11,9175.7,4563.2,2322.8,1063.2,2399.4,6.04
B_0062,2019,12,7167.7,3289.9,1757.6,1181.4,2809.3,4.62
B_0062,2020,1,3385.7,1323.9,470.3,523.2,1034.8,4.9
B_0062,2020,2,9421.5,4239.9,1023.6,1539.5,1990.0,4.81
B_0062,2020,3,5167.0,2974.4,810.3,969.3,1289.7,2.71
B_0062,2020,4,7257.2,3681.4,2058.2,861.1,2230.9,4.88
B_0062,2020,5,7929.6,2503.9,1650.3,1001.6,1971.0,6.03
B_0062,2020,6,5899.0,2770.2,1165.7,747.4,1282.7,7.04
B_0062,2020,7,2708.2,989.6,401.6,359.8,718.9,1.7
B_0062,2020,8,6259.6,3333.5,687.7,853.2,2259.9,4.28
B_0062,2020,9,5679.7,1734.4,1682.8,965.5,1472.2,7.24
B_0062,2020,10,7453.9,4128.0,2171.5,938.4,1773.8,10.61
B_0062,2020,11,3502.0,1259.2,900.5,583.5,896.5,1.88
B_0062,2020,12,9011.6,3746.3,2224.7,1514.7,2192.3,16.03
B_0062,2021,1,6463.0,2804.0,1810.8,1232.5,2030.2,3.31
B_0062,2021,2,5212.1,2945.4,1508.3,609.4,1325.4,2.75
B_0062,2021,3,6580.1,3050.8,939.3,940.3,2570.7,3.82
B_0062,2021,4,4797.3,1686.2,1159.0,656.7,1571.1,4.0
B_0062,2021,5,6949.3,2097.2,1599.0,752.3,1670.5,7.61
B_0062,2021,6,4689.2,1538.5,1026.9,883.3,1635.2,6.02
B_0062,2021,7,8187.6,3167.2,1636.1,1075.8,1756.0,5.44
B_0062,2021,8,7171.3,2201.1,1702.8,1059.9,2273.4,5.39
B_0062,2021,9,6375.9,2694.1,1564.6,1010.5,2068.0,11.13
B_0062,2021,10,8303.4,3898.3,1773.9,1126.7,3020.0,5.71
B_0062,2021,11,4402.9,1500.1,1121.7,589.4,1713.1,3.48
B_0062,2021,12,2623.9,796.6,600.4,367.5,912.3,1.35
B_0062,2022,1,8409.9,2912.0,879.2,1218.3,2580.4,6.25
B_0062,2022,2,8868.1,2858.1,2146.2,889.9,2785.1,10.2
B_0062,2022,3,7408.5,2431.1,1731.1,754.1,2112.2,5.97
B_0062,2022,4,3352.7,1797.3,997.1,602.9,909.3,2.57
B_0062,2022,5,4738.5,1674.8,921.0,622.2,1474.3,8.46
B_0062,2022,6,3143.1,1786.7,434.8,457.0,843.6,1.65
B_0062,2022,7,4935.2,2410.8,506.7,907.0,1094.1,4.88
B_0062,2022,8,6487.6,2144.2,1422.1,1116.3,2493.9,5.11
B_0062,2022,9,7210.6,3650.9,1289.9,1130.7,1896.5,5.55
B_0062,2022,10,5612.6,2563.2,1272.4,768.8,1228.3,3.55
B_0062,2022,11,5557.1,1889.7,916.0,646.9,1587.5,10.2
B_0062,2022,12,5003.3,2524.7,888.3,684.0,1977.7,4.94
B_0063,2018,1,3081.0,1368.1,738.6,458.2,1229.1,3.09
B_0063,2018,2,3829.9,2050.5,914.2,568.0,893.3,3.62
B_0063,2018,3,4176.7,1598.3,778.8,710.4,1159.8,2.61
B_0063,2018,4,4096.9,2132.4,474.9,510.0,1430.5,3.52
B_0063,2018,5,6091.8,3395.8,791.1,1030.1,2014.7,7.88
B_0063,2018,6,8084.3,3103.0,967.9,1303.3,2513.1,7.48
B_0063,2018,7,3264.0,1331.3,421.0,526.0,1248.7,1.67
B_0063,2018,8,8884.6,3533.4,1041.8,1389.0,2447.7,10.5
B_0063,2018,9,4547.3,1466.4,1112.5,503.5,1368.9,5.37
B_0063,2018,10,2011.0,1076.3,218.6,346.6,619.3,1.5
B_0063,2018,11,3189.7,1817.2,780.2,329.1,772.1,2.12
B_0063,2018,12,6640.7,2517.2,748.9,1144.1,2225.3,11.59
B_0063,2019,1,2303.0,1139.3,502.6,251.6,487.0,1.52
B_0063,2019,2,11706.9,6585.4,2587.6,1988.8,3982.4,6.7
B_0063,2019,3,4814.7,1920.3,574.2,813.1,1606.6,4.34
B_0063,2019,4,7698.3,3526.7,1271.6,1091.4,2618.9,10.7
B_0063,2019,5,6002.3,3548.5,1621.3,746.9,2072.2,4.59
B_0063,2019,6,5863.8,2238.3,699.3,740.1,2287.7,3.66
B_0063,2019,7,8070.3,3286.1,920.2,1425.5,1661.1,9.77
B_0063,2019,8,4421.1,2152.8,770.7,823.7,1156.2,6.19
B_0063,2019,9,4769.5,1958.4,777.1,879.0,1739.4,2.45
B_0063,2019,10,4578.0,2269.2,769.2,606.1,958.5,2.3
B_0063,2019,11,2990.8,1730.9,301.9,472.1,979.3,1.66
B_0063,2019,12,4391.3,2312.2,948.7,521.2,993.8,4.03
B_0063,2020,1,5882.2,2472.8,1224.7,674.5,1959.0,9.69
B_0063,2020,2,3522.3,2001.9,407.0,422.6,1128.0,6.71
B_0063,2020,3,5781.2,2784.9,1679.0,766.5,1700.0,3.46
B_0063,2020,4,3870.3,1263.8,400.9,670.0,1026.2,2.33
B_0063,2020,5,3246.5,998.4,536.7,332.2,1124.4,3.01
B_0063,2020,6,4663.1,1503.8,500.5,928.6,995.6,4.35
B_0063,2020,7,2335.0,883.5,531.3,331.1,725.6,2.43
B_0063,2020,8,8190.4,3235.9,1405.2,1139.9,2689.5,10.24
B_0063,2020,9,5274.2,3051.4,1269.5,542.0,1302.7,3.2
B_0063,2020,10,6921.6,2102.7,1473.3,889.4,1735.8,12.47
B_0063,2020,11,2628.1,1023.7,640.0,271.1,653.6,4.58
B_0063,2020,12,10015.5,3182.9,2506.5,1174.3,2205.9,10.02
B_0063,2021,1,5930.0,3050.8,1495.0,1131.3,2297.4,3.89
B_0063,2021,2,6362.9,2338.0,1402.2,990.8,2521.8,6.69
B_0063,2021,3,9288.4,3947.0,2137.3,1571.8,3259.9,7.48
B_0063,2021,4,5310.2,2672.7,713.1,799.4,1760.4,10.35
B_0063,2021,5,3931.5,1946.4,1175.0,613.3,1555.4,4.27
B_0063,2021,6,10372.0,4557.2,1184.1,1832.3,2784.5,10.54
B_0063,2021,7,6075.0,3070.3,1360.9,848.3,2105.3,3.92
B_0063,2021,8,7036.0,3661.6,964.8,896.5,1816.7,6.18
