building_id,timestamp,building_type,total_floor_area_m2,num_floors,building_age_years,epc_rating,envelope_avg_u_value,window_wall_ratio,outdoor_temperature,outdoor_humidity,solar_radiation,indoor_temperature,indoor_humidity,co2_level,occupancy_ratio,total_energy_consumption_kwh,day_of_week,month,day_of_year
BLD_019,2023-03-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.68,62.29,682.34,22.47,48.67,436.08,0.614,106.615,3,3,89
BLD_019,2023-03-31 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.58,59.05,826.75,22.1,38.97,446.54,0.688,91.269,4,3,90
BLD_019,2023-04-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.79,50.22,904.46,21.29,52.73,383.56,0.022,98.87,5,4,91
BLD_019,2023-04-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.35,57.59,817.07,20.79,50.89,411.26,0.031,74.45,6,4,92
BLD_019,2023-04-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.9,61.6,895.42,21.5,48.09,448.81,0.792,87.849,0,4,93
BLD_019,2023-04-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.26,64.22,826.85,21.65,51.52,446.68,0.84,95.538,1,4,94
BLD_019,2023-04-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.45,58.03,859.32,21.77,44.53,433.01,0.695,113.646,2,4,95
BLD_019,2023-04-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.05,65.32,735.54,21.72,48.28,455.75,0.968,104.635,3,4,96
BLD_019,2023-04-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.01,73.31,646.67,20.84,36.28,443.2,0.714,95.328,4,4,97
BLD_019,2023-04-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.9,60.68,738.55,20.74,48.28,439.19,0.016,66.437,5,4,98
BLD_019,2023-04-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.19,51.42,682.93,21.62,41.24,395.73,0.002,84.977,6,4,99
BLD_019,2023-04-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.86,63.6,729.73,21.89,45.61,476.3,0.868,103.146,0,4,100
BLD_019,2023-04-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.23,51.1,825.38,22.03,47.75,438.57,0.74,102.421,1,4,101
BLD_019,2023-04-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.3,57.08,804.2,22.99,45.4,461.65,0.851,123.105,2,4,102
BLD_019,2023-04-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.28,51.04,657.72,22.04,43.11,459.6,0.981,127.502,3,4,103
BLD_019,2023-04-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.17,59.19,781.05,21.54,53.44,414.71,0.614,133.259,4,4,104
BLD_019,2023-04-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.01,59.81,911.44,21.28,59.03,406.93,0.005,81.102,5,4,105
BLD_019,2023-04-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.74,58.71,706.84,21.86,38.67,392.43,0.035,110.577,6,4,106
BLD_019,2023-04-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.23,65.88,959.16,20.82,41.94,474.26,0.986,91.006,0,4,107
BLD_019,2023-04-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.75,45.28,809.98,24.08,44.88,433.46,0.965,160.827,1,4,108
BLD_019,2023-04-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.81,58.58,704.92,21.99,42.96,422.83,0.716,117.002,2,4,109
BLD_019,2023-04-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.32,55.49,664.21,22.52,44.98,409.71,0.734,125.637,3,4,110
BLD_019,2023-04-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.83,58.39,804.65,23.13,46.61,423.72,0.837,126.164,4,4,111
BLD_019,2023-04-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.29,51.01,825.09,22.21,40.92,427.42,0.065,113.418,5,4,112
BLD_019,2023-04-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.38,57.88,868.23,21.72,55.48,394.2,0.045,88.569,6,4,113
BLD_019,2023-04-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.1,42.09,822.93,22.85,38.52,435.52,0.805,175.676,0,4,114
BLD_019,2023-04-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.79,47.59,689.66,23.05,43.49,428.85,0.622,143.923,1,4,115
BLD_019,2023-04-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.74,63.5,703.16,23.47,49.99,454.01,0.876,156.27,2,4,116
BLD_019,2023-04-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.42,56.41,803.95,21.42,32.29,449.74,0.725,119.588,3,4,117
BLD_019,2023-04-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.1,55.41,879.37,22.7,44.02,434.54,0.739,118.867,4,4,118
BLD_019,2023-04-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.64,46.14,934.79,23.3,51.37,395.18,0.079,128.582,5,4,119
BLD_019,2023-04-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.56,54.73,664.88,23.17,44.88,425.17,0.0,156.213,6,4,120
BLD_019,2023-05-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.49,50.52,696.8,22.97,48.7,440.89,0.636,159.324,0,5,121
BLD_019,2023-05-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.42,53.42,912.64,23.53,46.94,440.92,0.728,176.941,1,5,122
BLD_019,2023-05-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.86,46.63,954.98,21.88,47.46,445.86,0.885,118.781,2,5,123
BLD_019,2023-05-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.59,50.49,825.31,24.41,55.36,405.37,0.649,178.045,3,5,124
BLD_019,2023-05-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.7,63.47,692.23,22.19,46.06,410.27,0.907,135.021,4,5,125
BLD_019,2023-05-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.13,48.52,663.69,23.16,56.36,381.04,0.047,146.269,5,5,126
BLD_019,2023-05-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.55,45.82,687.44,23.41,61.59,393.73,0.05,141.259,6,5,127
BLD_019,2023-05-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.18,51.58,923.38,22.0,48.75,439.86,0.751,138.46,0,5,128
BLD_019,2023-05-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.98,51.4,957.18,22.15,46.07,391.49,0.863,143.33,1,5,129
BLD_019,2023-05-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.78,49.18,787.19,23.8,46.52,442.52,0.68,191.189,2,5,130
BLD_019,2023-05-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.32,50.47,830.7,23.54,43.54,417.15,0.938,179.96,3,5,131
BLD_019,2023-05-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.9,50.47,853.12,22.97,47.28,435.42,0.615,153.834,4,5,132
BLD_019,2023-05-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.13,47.82,828.56,22.88,44.94,401.6,0.061,124.566,5,5,133
BLD_019,2023-05-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.38,47.83,891.39,21.62,42.18,384.44,0.07,104.643,6,5,134
BLD_019,2023-05-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.14,48.39,815.52,23.23,48.85,402.08,0.718,161.591,0,5,135
BLD_019,2023-05-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.81,38.3,852.36,23.61,46.65,437.08,0.747,184.538,1,5,136
BLD_019,2023-05-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.16,42.66,895.14,24.69,42.01,420.5,0.633,194.756,2,5,137
BLD_019,2023-05-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.31,61.66,737.96,24.43,51.12,452.05,0.767,192.713,3,5,138
BLD_019,2023-05-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.12,54.18,743.36,24.03,57.1,427.97,0.812,165.251,4,5,139
BLD_019,2023-05-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.65,51.6,712.82,23.09,46.33,370.52,0.03,170.203,5,5,140
BLD_019,2023-05-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.6,56.45,705.91,22.61,48.34,427.3,0.061,152.077,6,5,141
BLD_019,2023-05-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.36,43.1,842.64,23.81,38.8,469.12,0.64,157.79,0,5,142
BLD_019,2023-05-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.37,41.2,754.38,24.21,44.57,404.23,0.65,197.268,1,5,143
BLD_019,2023-05-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.44,49.06,924.91,23.07,59.91,465.36,0.864,175.105,2,5,144
BLD_019,2023-05-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.17,38.25,802.51,23.87,42.68,461.7,0.977,175.699,3,5,145
BLD_019,2023-05-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.85,44.9,688.95,24.04,44.75,442.99,0.82,190.751,4,5,146
BLD_019,2023-05-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.31,49.77,944.63,24.31,46.79,395.91,0.043,173.896,5,5,147
BLD_019,2023-05-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.29,47.28,677.12,24.37,47.26,392.99,0.036,189.341,6,5,148
BLD_019,2023-05-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.11,43.56,660.51,23.03,34.85,452.41,0.826,153.566,0,5,149
BLD_019,2023-05-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.62,47.03,845.55,24.34,40.38,384.49,0.767,182.937,1,5,150
BLD_019,2023-05-31 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.09,56.38,761.43,23.83,45.59,375.11,0.737,175.786,2,5,151
BLD_019,2023-06-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.52,51.36,920.65,22.91,42.49,440.83,0.933,196.805,3,6,152
BLD_019,2023-06-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.48,54.21,709.52,24.02,51.13,387.52,0.635,197.519,4,6,153
BLD_019,2023-06-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.29,50.49,675.41,22.89,40.56,455.12,0.079,118.871,5,6,154
BLD_019,2023-06-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.78,48.22,657.19,24.66,35.88,357.64,0.019,182.915,6,6,155
BLD_019,2023-06-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.76,39.21,798.65,23.49,41.52,454.37,0.654,172.554,0,6,156
BLD_019,2023-06-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.01,40.77,686.21,22.74,44.76,406.81,0.896,119.925,1,6,157
BLD_019,2023-06-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.0,59.08,773.28,22.6,51.16,396.02,0.626,123.737,2,6,158
BLD_019,2023-06-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.35,45.59,959.81,23.85,36.61,426.45,0.762,186.58,3,6,159
BLD_019,2023-06-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.31,61.4,935.79,22.67,41.66,451.98,0.956,128.064,4,6,160
BLD_019,2023-06-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.49,43.53,958.69,24.28,40.03,417.1,0.007,182.522,5,6,161
BLD_019,2023-06-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.78,47.23,815.62,23.35,49.75,404.82,0.059,153.672,6,6,162
BLD_019,2023-06-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.73,52.82,921.22,24.2,54.83,416.16,0.796,193.04,0,6,163
BLD_019,2023-06-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.1,57.65,828.6,23.41,37.81,438.26,0.683,167.18,1,6,164
BLD_019,2023-06-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.64,41.39,689.81,23.93,41.92,403.83,0.841,175.194,2,6,165
BLD_019,2023-06-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.18,49.3,936.8,24.71,48.54,438.7,0.662,199.177,3,6,166
BLD_019,2023-06-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.61,53.04,841.23,21.5,40.37,469.13,0.895,97.395,4,6,167
BLD_019,2023-06-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.72,47.93,686.57,23.75,41.94,442.45,0.091,197.353,5,6,168
BLD_019,2023-06-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.8,40.65,807.95,24.48,46.67,391.66,0.08,171.837,6,6,169
BLD_019,2023-06-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.57,48.95,768.79,24.48,40.01,446.61,0.65,192.181,0,6,170
BLD_019,2023-06-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.53,39.89,921.79,23.71,40.81,407.79,0.952,179.478,1,6,171
BLD_019,2023-06-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.39,39.24,717.94,24.31,45.82,436.85,0.933,197.227,2,6,172
BLD_019,2023-06-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.25,40.68,759.89,25.22,42.51,452.61,0.85,206.184,3,6,173
BLD_019,2023-06-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.99,41.66,719.39,25.34,56.38,420.31,0.77,199.038,4,6,174
BLD_019,2023-06-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.07,51.74,728.78,23.52,46.22,433.86,0.086,165.035,5,6,175
BLD_019,2023-06-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,33.42,33.31,841.7,24.95,49.7,405.51,0.031,199.111,6,6,176
BLD_019,2023-06-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,33.04,34.96,860.46,24.38,44.81,406.68,0.643,214.369,0,6,177
BLD_019,2023-06-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.27,53.36,716.98,22.93,38.94,444.98,0.904,181.866,1,6,178
BLD_019,2023-06-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.44,59.47,857.86,23.19,40.87,430.37,0.632,155.454,2,6,179
BLD_019,2023-06-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.32,46.9,641.31,24.21,49.97,424.86,0.931,197.392,3,6,180
BLD_019,2023-06-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.88,47.11,893.2,24.3,55.61,434.16,0.876,185.451,4,6,181
BLD_019,2023-07-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.01,52.8,848.46,22.71,43.51,401.43,0.038,138.737,5,7,182
BLD_019,2023-07-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.88,44.8,782.31,23.82,37.16,413.04,0.091,161.101,6,7,183
BLD_019,2023-07-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.61,50.4,653.87,23.15,43.76,435.28,0.947,166.144,0,7,184
BLD_019,2023-07-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.6,46.14,915.27,23.09,44.85,434.14,0.78,152.72,1,7,185
BLD_019,2023-07-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.1,44.02,880.69,23.81,50.51,383.15,0.781,190.922,2,7,186
BLD_019,2023-07-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.61,50.94,869.61,24.03,44.43,439.17,0.68,201.45,3,7,187
BLD_019,2023-07-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.35,49.48,865.81,24.28,51.9,404.58,0.702,192.874,4,7,188
BLD_019,2023-07-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.87,47.64,754.28,23.99,45.91,393.65,0.095,168.165,5,7,189
BLD_019,2023-07-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,32.21,43.29,890.98,24.53,43.87,404.35,0.04,194.595,6,7,190
BLD_019,2023-07-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.93,46.67,674.57,24.07,46.14,457.16,0.969,185.13,0,7,191
BLD_019,2023-07-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.44,52.87,791.97,23.74,34.12,441.31,0.727,177.045,1,7,192
BLD_019,2023-07-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.62,58.94,824.25,22.8,47.45,443.36,0.849,138.918,2,7,193
BLD_019,2023-07-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.66,49.57,786.38,22.92,52.53,436.26,0.946,165.752,3,7,194
BLD_019,2023-07-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.9,55.76,831.72,24.25,46.36,432.0,0.656,170.457,4,7,195
BLD_019,2023-07-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.04,39.04,850.36,22.58,49.41,425.46,0.039,138.569,5,7,196
BLD_019,2023-07-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.19,46.03,864.32,23.14,44.81,409.15,0.058,155.513,6,7,197
BLD_019,2023-07-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,31.61,49.42,828.68,24.46,51.84,430.06,0.636,179.594,0,7,198
BLD_019,2023-07-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.76,45.18,846.39,25.06,42.3,439.07,0.978,165.492,1,7,199
BLD_019,2023-07-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.96,40.91,663.58,23.07,50.99,388.82,0.968,190.931,2,7,200
BLD_019,2023-07-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.08,45.27,809.27,23.33,53.78,423.08,0.777,146.173,3,7,201
BLD_019,2023-07-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.79,39.69,671.73,24.22,42.49,477.93,0.822,187.122,4,7,202
BLD_019,2023-07-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.2,50.17,896.6,24.36,46.41,402.81,0.014,158.618,5,7,203
BLD_019,2023-07-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.13,52.13,952.72,23.33,44.64,391.47,0.088,163.843,6,7,204
BLD_019,2023-07-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,30.39,44.51,713.22,24.33,51.42,454.33,0.932,192.179,0,7,205
BLD_019,2023-07-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.08,54.48,861.93,23.11,38.86,428.12,0.698,160.469,1,7,206
BLD_019,2023-07-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.02,54.08,758.27,23.04,43.17,442.41,0.712,147.963,2,7,207
BLD_019,2023-07-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.09,51.24,777.29,23.28,37.81,412.84,0.663,143.102,3,7,208
BLD_019,2023-07-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.54,48.58,846.56,23.37,43.18,450.58,0.943,171.941,4,7,209
BLD_019,2023-07-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.25,50.77,681.82,22.1,44.91,411.06,0.035,132.255,5,7,210
BLD_019,2023-07-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,29.14,47.9,867.97,23.9,49.61,434.17,0.086,151.2,6,7,211
BLD_019,2023-07-31 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.3,53.15,800.34,23.53,47.03,403.62,0.728,136.973,0,7,212
BLD_019,2023-08-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.34,47.24,953.7,23.46,51.42,439.27,0.881,168.875,1,8,213
BLD_019,2023-08-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.91,55.71,672.98,22.81,45.9,422.6,0.623,163.223,2,8,214
BLD_019,2023-08-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.13,45.67,679.89,23.54,48.64,411.15,0.839,147.183,3,8,215
BLD_019,2023-08-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.57,47.73,681.38,23.91,51.01,416.09,0.622,145.196,4,8,216
BLD_019,2023-08-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.46,49.32,665.5,23.08,41.86,415.32,0.022,136.597,5,8,217
BLD_019,2023-08-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.26,53.73,881.26,22.73,59.18,408.32,0.002,124.832,6,8,218
BLD_019,2023-08-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.12,49.06,697.8,22.05,51.1,446.16,0.988,110.427,0,8,219
BLD_019,2023-08-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.84,50.75,797.57,23.65,47.72,446.13,0.982,178.858,1,8,220
BLD_019,2023-08-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.6,55.61,943.04,21.1,49.43,413.37,0.81,111.081,2,8,221
BLD_019,2023-08-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.8,47.37,832.27,22.57,45.71,432.23,0.957,150.292,3,8,222
BLD_019,2023-08-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,28.65,45.81,721.25,22.66,49.97,436.0,0.631,178.894,4,8,223
BLD_019,2023-08-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.39,58.2,673.42,21.44,41.39,427.56,0.088,85.494,5,8,224
BLD_019,2023-08-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.47,50.83,838.36,22.81,40.88,417.41,0.076,117.0,6,8,225
BLD_019,2023-08-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.26,56.38,850.99,23.47,42.1,418.31,0.696,148.924,0,8,226
BLD_019,2023-08-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.1,57.25,640.45,21.36,50.63,435.82,0.756,121.486,1,8,227
BLD_019,2023-08-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.3,65.79,849.24,21.93,44.28,426.38,0.781,90.394,2,8,228
BLD_019,2023-08-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.79,49.18,735.26,22.5,44.45,398.79,0.95,129.341,3,8,229
BLD_019,2023-08-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.13,59.5,699.92,22.26,41.03,456.0,0.809,125.74,4,8,230
BLD_019,2023-08-19 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,27.19,54.52,811.29,22.56,43.74,385.93,0.062,126.47,5,8,231
BLD_019,2023-08-20 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.26,48.81,641.46,22.2,41.21,426.56,0.028,107.729,6,8,232
BLD_019,2023-08-21 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.75,50.24,871.17,21.7,51.85,443.64,0.822,107.947,0,8,233
BLD_019,2023-08-22 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.44,48.01,865.85,21.61,44.61,421.48,0.915,123.328,1,8,234
BLD_019,2023-08-23 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.8,60.44,835.48,22.31,47.44,457.3,0.664,120.889,2,8,235
BLD_019,2023-08-24 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,26.76,58.42,859.72,24.09,55.8,454.26,0.702,143.704,3,8,236
BLD_019,2023-08-25 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.65,57.41,692.18,21.44,43.28,430.48,0.761,110.487,4,8,237
BLD_019,2023-08-26 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.01,48.38,689.95,20.99,47.73,375.31,0.029,92.088,5,8,238
BLD_019,2023-08-27 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.75,47.12,743.09,22.16,48.46,361.64,0.089,97.49,6,8,239
BLD_019,2023-08-28 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.86,54.98,888.65,22.18,49.63,442.88,0.639,98.671,0,8,240
BLD_019,2023-08-29 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.61,49.58,924.87,21.9,38.53,409.58,0.832,112.61,1,8,241
BLD_019,2023-08-30 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.02,51.48,765.3,21.4,50.42,437.35,0.694,108.372,2,8,242
BLD_019,2023-08-31 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,25.74,52.0,741.92,22.89,53.41,434.69,0.883,136.152,3,8,243
BLD_019,2023-09-01 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.47,65.41,702.1,21.78,47.48,409.8,0.625,90.064,4,9,244
BLD_019,2023-09-02 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.25,65.72,737.62,21.46,47.32,411.92,0.033,75.329,5,9,245
BLD_019,2023-09-03 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.39,49.87,640.63,21.49,46.35,392.27,0.06,112.046,6,9,246
BLD_019,2023-09-04 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.09,45.92,902.93,21.28,44.28,414.03,0.701,94.635,0,9,247
BLD_019,2023-09-05 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.8,62.64,901.69,20.96,56.0,433.57,0.785,84.954,1,9,248
BLD_019,2023-09-06 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.16,53.0,956.63,20.8,46.88,434.79,0.938,93.96,2,9,249
BLD_019,2023-09-07 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.99,55.1,790.73,21.26,48.97,443.02,0.777,85.139,3,9,250
BLD_019,2023-09-08 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.8,63.3,688.67,20.82,43.41,442.18,0.755,91.854,4,9,251
BLD_019,2023-09-09 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,19.3,72.15,654.88,20.63,44.08,409.32,0.08,87.819,5,9,252
BLD_019,2023-09-10 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.88,59.99,693.9,21.13,49.4,390.0,0.056,81.837,6,9,253
BLD_019,2023-09-11 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,24.2,43.1,651.25,22.77,33.71,450.38,0.902,114.665,0,9,254
BLD_019,2023-09-12 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,23.85,63.06,703.52,22.47,43.7,437.32,0.947,118.782,1,9,255
BLD_019,2023-09-13 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.63,61.3,895.89,21.26,47.22,420.55,0.947,93.923,2,9,256
BLD_019,2023-09-14 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,20.72,65.57,647.56,20.82,44.21,403.24,0.926,99.599,3,9,257
BLD_019,2023-09-15 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,22.18,60.62,811.6,21.36,45.0,426.8,0.754,86.566,4,9,258
BLD_019,2023-09-16 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.06,64.86,792.19,21.31,45.21,409.03,0.093,66.467,5,9,259
BLD_019,2023-09-17 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,21.04,60.0,762.51,20.65,46.86,412.19,0.038,73.47,6,9,260
BLD_019,2023-09-18 12:00:00,commercial,2743.69,2,56,G,1.941,0.316,18.69,66.46,754.95,19.53,46.89,437.83,0.777,118.782,0,9,261
