Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
5060,3.492,2.1235,3.492,2.1235,196.34,159.41,94.62,11.043,12.591,16.354,552.0,167.77,331.16,0.0,0.0,0.0,800C,0.72,True
5061,2.487,1.9797,2.487,1.9797,181.73,175.19,94.0,10.886,12.608,17.231,555.8,174.01,450.13,0.0,0.0,0.0,800C,0.72,True
5062,2.1418,1.6181,2.1418,1.6181,174.73,167.65,87.01,11.111,13.198,16.161,556.0,202.82,276.21,0.0,0.0,0.0,800C,0.72,True
5063,1.8978,2.5653,1.8978,2.5653,192.28,165.61,96.64,10.896,13.383,17.171,552.9,264.42,346.91,0.0,0.0,0.0,800C,0.72,True
5064,2.382,1.4559,2.382,1.4559,194.9,177.24,92.62,11.009,12.887,17.449,556.6,203.66,450.08,0.0,0.0,0.0,800C,0.72,True
5065,2.0279,1.6281,2.0279,1.6281,184.4,163.66,87.9,11.338,13.666,18.009,546.9,234.77,388.77,0.0,0.0,0.0,800C,0.72,True
5066,4.5382,1.1758,4.5382,1.1758,193.42,165.16,89.67,10.466,13.346,16.582,545.2,303.72,291.37,0.0,0.0,0.0,800C,0.72,True
5067,2.558,1.5234,2.558,1.5234,173.54,173.09,88.5,10.696,13.193,16.574,569.5,246.71,333.36,0.0,0.0,0.0,800C,0.72,True
5068,4.908,2.0219,4.908,2.0219,184.0,161.94,84.41,10.693,12.423,16.525,543.4,172.97,360.93,0.0,0.0,0.0,800C,0.72,True
5069,1.9927,1.4654,1.9927,1.4654,184.91,164.0,104.1,11.396,13.865,16.974,557.0,254.23,284.04,0.0,0.0,0.0,800C,0.72,True
5070,1.6803,2.1055,1.6803,2.1055,184.25,177.69,100.96,10.597,13.049,16.374,555.0,250.8,327.83,0.0,0.0,0.0,800C,0.72,True
5071,3.5222,2.1728,3.5222,2.1728,191.66,161.55,85.4,10.29,12.674,17.475,544.0,248.59,421.9,0.0,0.0,0.0,800C,0.72,True
5072,2.938,1.9898,2.938,1.9898,178.26,177.42,101.32,10.647,12.974,17.882,560.1,232.34,487.7,0.0,0.0,0.0,800C,0.72,True
5073,3.503,2.5393,3.503,2.5393,182.58,164.61,87.94,10.973,13.142,15.672,557.9,220.92,232.45,0.0,0.0,0.0,800C,0.72,True
5074,2.6121,1.4471,2.6121,1.4471,182.83,157.96,97.98,10.161,13.426,17.251,559.4,333.89,337.96,0.0,0.0,0.0,800C,0.72,True
5075,2.715,1.7485,2.715,1.7485,186.99,156.05,105.9,11.002,12.704,16.078,542.7,172.7,285.73,0.0,0.0,0.0,800C,0.72,True
5076,2.8016,1.7708,2.8016,1.7708,186.6,181.42,91.65,11.627,12.785,17.44,533.5,115.29,450.57,0.0,0.0,0.0,800C,0.72,True
5077,3.1916,2.2951,3.1916,2.2951,194.29,182.93,101.37,11.266,13.17,17.361,561.8,207.8,430.76,0.0,0.0,0.0,800C,0.72,True
5078,3.4106,1.6948,3.4106,1.6948,197.52,163.75,98.0,10.764,13.851,16.643,562.1,342.84,256.99,0.0,0.0,0.0,800C,0.72,True
5079,2.505,1.8549,2.505,1.8549,182.77,159.09,87.9,10.678,13.65,16.702,550.0,298.71,267.08,0.0,0.0,0.0,800C,0.72,True
5080,3.2096,1.79,3.2096,1.79,179.83,159.69,93.08,10.863,13.261,16.635,559.8,241.46,301.6,0.0,0.0,0.0,800C,0.72,True
5081,2.7515,2.4653,2.7515,2.4653,185.79,169.89,95.84,10.678,13.309,16.656,539.0,263.55,306.46,0.0,0.0,0.0,800C,0.72,True
5082,2.9059,1.7244,2.9059,1.7244,173.42,171.22,102.02,11.187,12.724,15.887,547.4,145.95,296.43,0.0,0.0,0.0,800C,0.72,True
5083,2.6517,1.6274,2.6517,1.6274,183.94,168.75,103.38,11.233,12.984,17.27,545.1,175.57,394.35,0.0,0.0,0.0,800C,0.72,True
5084,2.5992,1.3262,2.5992,1.3262,204.82,162.81,85.14,11.026,12.121,16.511,559.7,125.46,400.05,0.0,0.0,0.0,800C,0.72,True
5085,3.5123,1.3688,3.5123,1.3688,211.82,179.69,96.76,10.991,12.641,16.455,540.1,188.79,370.12,0.0,0.0,0.0,800C,0.72,True
5086,2.8744,1.3026,2.8744,1.3026,194.64,161.41,90.84,11.823,13.255,16.607,545.4,151.92,295.07,0.0,0.0,0.0,800C,0.72,True
5087,2.7775,2.4638,2.7775,2.4638,190.59,175.25,97.15,10.664,12.367,17.046,549.7,178.38,450.76,0.0,0.0,0.0,800C,0.72,True
5088,4.4923,1.1677,4.4923,1.1677,174.5,173.76,102.77,10.582,12.284,17.071,542.3,161.06,451.01,0.0,0.0,0.0,800C,0.72,True
5089,3.2403,1.4446,3.2403,1.4446,165.57,163.45,94.0,11.068,13.309,16.023,540.0,200.38,239.62,0.0,0.0,0.0,800C,0.72,True
5090,3.493,2.4052,3.493,2.4052,163.11,158.17,108.2,11.595,13.014,16.858,557.3,129.01,338.89,0.0,0.0,0.0,800C,0.72,True
5091,4.3368,2.9529,4.3368,2.9529,174.11,172.55,109.07,10.743,13.414,16.996,557.7,259.36,344.75,0.0,0.0,0.0,800C,0.72,True
5092,3.4768,2.2428,3.4768,2.2428,169.34,153.64,105.1,11.054,13.3,17.647,550.0,209.2,367.31,0.0,0.0,0.0,800C,0.72,True
5093,1.915,1.9102,1.915,1.9102,177.68,179.13,104.68,11.024,13.097,15.384,551.9,203.24,226.11,0.0,0.0,0.0,800C,0.72,True
5094,2.5913,1.2747,2.5913,1.2747,186.23,186.67,95.89,11.129,13.807,16.862,575.8,287.21,328.39,0.0,0.0,0.0,800C,0.72,True
5095,1.977,2.0668,1.977,2.0668,181.52,155.62,98.54,10.925,13.001,16.666,557.8,210.16,318.14,0.0,0.0,0.0,800C,0.72,True
5096,2.3696,1.9148,2.3696,1.9148,190.73,149.74,91.8,10.676,13.384,17.439,561.7,290.13,341.11,0.0,0.0,0.0,800C,0.72,True
5097,3.9928,1.9978,3.9928,1.9978,155.05,157.8,103.02,11.222,12.974,16.694,545.1,148.01,320.04,0.0,0.0,0.0,800C,0.72,True
5098,2.3684,1.35,2.3684,1.35,187.49,170.25,101.66,11.033,13.288,15.694,555.3,234.74,227.47,0.0,0.0,0.0,800C,0.72,True
5099,2.8595,2.0442,2.8595,2.0442,197.58,159.68,76.07,10.494,13.572,17.119,556.2,338.24,314.98,0.0,0.0,0.0,800C,0.72,True
5100,3.0469,1.6609,3.0469,1.6609,194.03,184.6,92.46,11.298,12.647,16.162,563.3,147.5,365.43,0.0,0.0,0.0,800C,0.72,True
5101,2.4174,2.0335,2.4174,2.0335,178.8,176.06,98.55,10.921,13.407,16.596,547.5,243.31,307.4,0.0,0.0,0.0,800C,0.72,True
5102,3.1759,1.4203,3.1759,1.4203,180.31,159.31,94.12,11.456,12.913,17.246,533.9,140.31,368.57,0.0,0.0,0.0,800C,0.72,True
5103,2.375,1.6313,2.375,1.6313,190.88,169.41,83.46,10.91,13.624,16.538,571.5,296.13,282.08,0.0,0.0,0.0,800C,0.72,True
5104,3.3037,2.7501,3.3037,2.7501,189.7,138.93,99.14,11.441,13.089,16.237,570.0,178.25,249.22,0.0,0.0,0.0,800C,0.72,True
5105,2.69,2.3007,2.69,2.3007,179.95,166.95,92.37,11.112,13.288,17.31,547.7,214.46,367.79,0.0,0.0,0.0,800C,0.72,True
5106,2.5081,2.2853,2.5081,2.2853,195.58,159.65,92.45,11.169,13.563,16.115,548.3,256.69,223.38,0.0,0.0,0.0,800C,0.72,True
5107,1.7647,1.6436,1.7647,1.6436,183.92,162.07,82.17,11.302,13.603,17.5,552.5,233.82,348.93,0.0,0.0,0.0,800C,0.72,True
5108,1.9345,1.545,1.9345,1.545,183.11,167.62,101.01,10.894,12.991,17.051,548.0,210.44,372.98,0.0,0.0,0.0,800C,0.72,True
5109,2.3066,1.8742,2.3066,1.8742,186.92,169.7,88.5,11.365,13.217,16.561,560.7,194.17,318.16,0.0,0.0,0.0,800C,0.72,True
5110,2.6687,1.6735,2.6687,1.6735,188.04,182.78,87.66,10.636,13.637,17.711,564.3,318.43,420.11,0.0,0.0,0.0,800C,0.72,True
5111,2.5067,1.8751,2.5067,1.8751,178.45,160.62,87.6,10.739,14.18,17.167,548.4,336.81,263.11,0.0,0.0,0.0,800C,0.72,True
5112,2.5553,1.7439,2.5553,1.7439,186.7,177.13,103.49,10.818,13.794,16.876,549.9,305.54,300.21,0.0,0.0,0.0,800C,0.72,True
5113,1.8173,1.8534,1.8173,1.8534,179.35,165.42,104.89,10.826,12.856,16.903,556.3,202.56,372.41,0.0,0.0,0.0,800C,0.72,True
5114,3.283,1.3061,3.283,1.3061,203.51,184.15,71.61,11.772,13.529,17.149,543.1,194.17,362.0,0.0,0.0,0.0,800C,0.72,True
5115,3.3658,1.3816,3.3658,1.3816,200.22,171.02,92.23,11.03,13.458,16.84,542.0,263.52,313.46,0.0,0.0,0.0,800C,0.72,True
5116,2.2724,1.962,2.2724,1.962,191.31,168.75,85.21,10.842,13.908,16.813,545.6,319.99,267.46,0.0,0.0,0.0,800C,0.72,True
5117,2.106,2.3951,2.106,2.3951,172.98,161.6,102.2,11.045,12.889,15.9,529.2,168.86,257.49,0.0,0.0,0.0,800C,0.72,True
5118,1.7445,2.0314,1.7445,2.0314,182.74,170.66,93.5,10.745,12.666,16.326,542.8,190.47,339.03,0.0,0.0,0.0,800C,0.72,True
5119,2.5421,2.14,2.5421,2.14,169.38,180.54,84.52,11.05,13.16,16.283,541.2,193.38,305.18,0.0,0.0,0.0,800C,0.72,True
5120,2.4263,1.9285,2.4263,1.9285,186.06,172.81,89.71,11.02,13.337,16.724,528.0,227.66,309.02,0.0,0.0,0.0,800C,0.72,True
5121,2.7109,1.2753,2.7109,1.2753,177.51,166.26,86.31,10.884,12.914,16.735,562.2,202.64,357.17,0.0,0.0,0.0,800C,0.72,True
5122,1.4807,1.9804,1.4807,1.9804,200.51,159.27,102.39,10.583,12.813,17.345,551.2,246.43,397.81,0.0,0.0,0.0,800C,0.72,True
5123,2.7914,1.46,2.7914,1.46,185.63,151.67,100.35,11.186,13.369,16.399,545.7,221.16,250.75,0.0,0.0,0.0,800C,0.72,True
5124,2.9347,1.432,2.9347,1.432,161.39,167.7,104.32,11.09,13.193,15.722,545.6,185.12,231.45,0.0,0.0,0.0,800C,0.72,True
5125,3.0159,1.6637,3.0159,1.6637,196.52,156.84,96.28,10.87,13.286,16.12,540.9,256.76,240.42,0.0,0.0,0.0,800C,0.72,True
5126,2.1839,2.0291,2.1839,2.0291,190.5,157.65,80.15,10.479,12.369,15.971,557.5,200.7,316.59,0.0,0.0,0.0,800C,0.72,True
5127,2.8217,2.2758,2.8217,2.2758,187.36,158.85,87.7,10.923,13.699,17.433,549.3,285.74,325.83,0.0,0.0,0.0,800C,0.72,True
5128,2.6741,1.8524,2.6741,1.8524,182.54,185.68,82.2,10.646,12.596,16.578,558.1,198.67,412.68,0.0,0.0,0.0,800C,0.72,True
5129,2.0274,1.5851,2.0274,1.5851,193.7,179.48,99.25,10.793,13.352,17.34,547.2,271.34,391.69,0.0,0.0,0.0,800C,0.72,True
5130,2.7098,2.3603,2.7098,2.3603,187.0,150.32,96.61,11.052,13.317,17.541,549.3,232.7,348.8,0.0,0.0,0.0,800C,0.72,True
5131,2.7348,2.2785,2.7348,2.2785,214.41,157.33,93.29,11.697,12.32,16.205,551.5,73.68,337.11,0.0,0.0,0.0,800C,0.72,True
5132,2.3289,1.6602,2.3289,1.6602,195.77,182.39,99.73,10.919,13.281,16.205,560.4,259.12,298.91,0.0,0.0,0.0,800C,0.72,True
5133,2.5886,1.9681,2.5886,1.9681,196.24,177.22,90.63,10.795,12.642,16.808,554.2,200.89,409.19,0.0,0.0,0.0,800C,0.72,True
5134,2.8187,1.8275,2.8187,1.8275,202.25,162.26,99.41,11.26,13.356,16.033,557.5,236.34,242.14,0.0,0.0,0.0,800C,0.72,True
5135,3.3716,2.322,3.3716,2.322,176.26,159.88,95.41,11.0,13.53,17.23,557.2,248.48,329.6,0.0,0.0,0.0,800C,0.72,True
5136,3.4913,1.6477,3.4913,1.6477,194.5,163.37,84.46,11.235,13.844,16.303,537.9,272.95,216.12,0.0,0.0,0.0,800C,0.72,True
5137,2.3557,1.6616,2.3557,1.6616,174.7,164.24,95.64,10.346,12.653,16.134,551.9,222.4,315.53,0.0,0.0,0.0,800C,0.72,True
5138,2.5097,2.2131,2.5097,2.2131,188.93,142.98,107.03,10.618,13.246,16.397,545.7,270.92,245.87,0.0,0.0,0.0,800C,0.72,True
5139,2.3926,1.6528,2.3926,1.6528,188.73,153.25,100.76,10.762,13.057,16.747,554.6,240.21,313.65,0.0,0.0,0.0,800C,0.72,True
5140,2.0232,1.6198,2.0232,1.6198,191.1,176.99,101.19,11.158,13.606,15.917,550.4,257.53,225.08,0.0,0.0,0.0,800C,0.72,True
5141,2.1146,1.3702,2.1146,1.3702,195.94,173.49,93.17,11.002,13.005,16.883,551.0,216.19,370.74,0.0,0.0,0.0,800C,0.72,True
5142,2.4515,3.3721,2.4515,3.3721,154.45,162.08,100.71,11.035,13.45,17.704,535.5,199.72,369.24,0.0,0.0,0.0,800C,0.72,True
5143,1.9408,1.6529,1.9408,1.6529,190.8,157.6,86.81,11.204,13.168,16.672,563.1,211.02,311.01,0.0,0.0,0.0,800C,0.72,True
5144,3.4572,2.2717,3.4572,2.2717,178.5,168.82,74.69,11.758,12.463,16.845,561.7,70.64,415.65,0.0,0.0,0.0,800C,0.72,True
5145,2.7342,1.6927,2.7342,1.6927,186.05,161.47,95.34,11.461,13.315,17.268,553.3,190.83,353.18,0.0,0.0,0.0,800C,0.72,True
5146,1.5512,2.034,1.5512,2.034,211.75,147.5,113.55,10.867,13.412,16.239,550.7,296.8,229.66,0.0,0.0,0.0,800C,0.72,True
5147,3.3498,0.9749,3.3498,0.9749,190.74,167.42,102.75,10.826,13.192,16.856,544.0,245.51,333.74,0.0,0.0,0.0,800C,0.72,True
5148,2.0145,1.577,2.0145,1.577,180.92,174.34,93.22,11.008,13.14,16.892,524.9,202.45,343.31,0.0,0.0,0.0,800C,0.72,True
5149,1.9413,1.7234,1.9413,1.7234,194.66,158.33,110.73,11.077,12.87,16.656,528.5,184.47,316.84,0.0,0.0,0.0,800C,0.72,True
5150,2.5123,1.697,2.5123,1.697,202.75,162.85,98.88,10.726,13.115,16.094,542.3,262.69,263.01,0.0,0.0,0.0,800C,0.72,True
5151,3.794,1.5211,3.794,1.5211,173.07,172.94,93.5,10.778,13.691,17.32,545.9,275.21,342.54,0.0,0.0,0.0,800C,0.72,True
5152,2.2284,1.2515,2.2284,1.2515,175.48,173.33,98.67,11.009,12.763,16.017,551.7,169.79,311.19,0.0,0.0,0.0,800C,0.72,True
5153,2.3608,2.606,2.3608,2.606,176.74,153.45,90.43,11.081,12.983,17.043,554.4,186.37,345.4,0.0,0.0,0.0,800C,0.72,True
5154,1.9718,1.2406,1.9718,1.2406,191.76,174.29,101.49,11.292,12.985,16.823,557.6,181.02,373.01,0.0,0.0,0.0,800C,0.72,True
5155,3.1619,2.2233,3.1619,2.2233,187.63,175.75,95.9,10.994,13.898,16.367,552.9,301.24,239.96,0.0,0.0,0.0,800C,0.72,True
5156,1.9956,2.1137,1.9956,2.1137,200.14,152.42,104.8,10.908,12.946,16.587,537.5,219.29,298.28,0.0,0.0,0.0,800C,0.72,True
5157,3.6191,2.1582,3.6191,2.1582,209.0,195.03,94.6,11.11,13.163,18.29,546.9,234.66,546.82,0.0,0.0,0.0,800C,0.72,True
5158,3.191,1.5886,3.191,1.5886,178.52,164.48,101.33,10.832,13.751,16.879,543.7,283.29,279.69,0.0,0.0,0.0,800C,0.72,True
5159,2.935,2.3759,2.935,2.3759,195.36,157.27,89.14,10.852,13.052,16.923,546.6,234.94,332.77,0.0,0.0,0.0,800C,0.72,True
5160,1.8479,2.2557,1.8479,2.2557,199.42,176.27,112.11,10.607,13.494,17.277,547.5,315.15,365.14,0.0,0.0,0.0,800C,0.72,True
5161,2.6096,1.6727,2.6096,1.6727,205.12,168.21,94.26,10.629,13.43,17.534,551.5,316.91,380.68,0.0,0.0,0.0,800C,0.72,True
5162,2.9676,2.6333,2.9676,2.6333,144.56,153.41,89.15,10.47,13.709,16.089,560.3,262.35,204.56,0.0,0.0,0.0,800C,0.72,True
5163,2.1917,1.6099,2.1917,1.6099,200.26,173.55,74.16,10.97,13.012,16.521,539.2,220.52,328.37,0.0,0.0,0.0,800C,0.72,True
5164,2.0215,1.9319,2.0215,1.9319,179.8,158.44,94.54,11.298,13.289,16.599,554.6,198.58,290.9,0.0,0.0,0.0,800C,0.72,True
5165,2.6854,1.8985,2.6854,1.8985,193.34,175.33,93.1,10.6,13.148,16.953,566.9,279.23,378.19,0.0,0.0,0.0,800C,0.72,True
5166,2.1364,1.8019,2.1364,1.8019,179.92,187.84,98.02,10.458,13.239,17.984,566.9,283.67,505.24,0.0,0.0,0.0,800C,0.72,True
5167,4.5038,1.502,4.5038,1.502,169.1,155.56,92.45,11.068,12.767,16.462,557.9,160.29,320.69,0.0,0.0,0.0,800C,0.72,True
5168,3.0128,2.0185,3.0128,2.0185,200.45,168.08,86.03,10.987,12.621,16.183,548.6,179.75,328.39,0.0,0.0,0.0,800C,0.72,True
5169,2.2258,1.2925,2.2258,1.2925,188.21,174.75,83.62,10.916,13.325,16.469,567.7,257.3,311.98,0.0,0.0,0.0,800C,0.72,True
5170,2.8408,1.6413,2.8408,1.6413,183.52,162.72,94.32,11.128,12.792,16.022,562.0,171.65,295.43,0.0,0.0,0.0,800C,0.72,True
5171,2.1192,2.1301,2.1192,2.1301,197.87,164.15,80.87,10.717,11.978,15.798,541.9,135.24,339.72,0.0,0.0,0.0,800C,0.72,True
5172,3.6603,1.9134,3.6603,1.9134,178.33,179.05,82.78,11.052,12.858,16.845,538.3,173.3,384.29,0.0,0.0,0.0,800C,0.72,True
5173,3.4947,1.4493,3.4947,1.4493,197.13,166.6,87.99,11.085,12.896,16.525,553.2,197.42,334.5,0.0,0.0,0.0,800C,0.72,True
5174,2.4574,1.9268,2.4574,1.9268,214.35,172.1,98.14,10.823,12.968,15.829,542.0,249.18,266.79,0.0,0.0,0.0,800C,0.72,True
5175,2.3209,1.9031,2.3209,1.9031,187.87,160.6,105.72,10.863,13.309,16.736,559.4,257.03,307.93,0.0,0.0,0.0,800C,0.72,True
5176,3.043,1.2286,3.043,1.2286,180.78,176.57,113.36,11.287,13.654,17.316,559.7,239.51,361.86,0.0,0.0,0.0,800C,0.72,True
5177,3.2498,2.2603,3.2498,2.2603,182.11,157.24,85.83,10.795,13.383,16.937,545.0,256.83,304.58,0.0,0.0,0.0,800C,0.72,True
5178,2.0051,1.5592,2.0051,1.5592,192.16,170.1,85.13,10.937,13.194,17.166,542.6,235.33,366.72,0.0,0.0,0.0,800C,0.72,True
5179,2.2042,1.2308,2.2042,1.2308,200.16,154.22,96.61,11.359,13.709,16.673,551.3,259.3,251.99,0.0,0.0,0.0,800C,0.72,True
5180,2.2086,2.4283,2.2086,2.4283,176.23,185.55,98.34,11.386,13.234,16.341,558.5,181.88,322.06,0.0,0.0,0.0,800C,0.72,True
5181,2.3093,1.5265,2.3093,1.5265,184.92,159.08,98.27,11.142,12.961,16.761,554.1,186.39,334.94,0.0,0.0,0.0,800C,0.72,True
5182,2.7163,1.2333,2.7163,1.2333,198.49,177.97,97.48,11.242,12.586,15.855,551.7,147.2,321.05,0.0,0.0,0.0,800C,0.72,True
5183,2.9833,1.7001,2.9833,1.7001,177.45,184.55,93.29,11.084,13.331,17.157,543.2,216.62,383.54,0.0,0.0,0.0,800C,0.72,True
5184,1.9771,2.2821,1.9771,2.2821,203.21,172.01,106.34,11.035,13.528,16.363,550.9,279.11,268.61,0.0,0.0,0.0,800C,0.72,True
5185,2.9977,2.0075,2.9977,2.0075,172.3,162.46,84.04,10.941,12.702,15.766,546.9,165.88,272.21,0.0,0.0,0.0,800C,0.72,True
5186,4.9742,2.777,4.9742,2.777,212.8,174.65,99.97,11.52,13.164,17.433,565.1,197.78,421.36,0.0,0.0,0.0,800C,0.72,True
5187,2.7222,2.2174,2.7222,2.2174,159.95,151.92,101.17,11.324,13.555,17.137,536.3,191.4,291.84,0.0,0.0,0.0,800C,0.72,True
5188,4.4947,1.4782,4.4947,1.4782,198.94,172.3,102.82,10.74,13.393,16.593,558.0,294.54,307.63,0.0,0.0,0.0,800C,0.72,True
5189,2.2359,2.7122,2.2359,2.7122,179.26,154.64,107.55,11.522,13.255,16.158,557.5,173.16,250.24,0.0,0.0,0.0,800C,0.72,True
5190,1.6818,1.539,1.6818,1.539,178.66,158.41,116.77,10.93,13.184,17.533,548.8,220.95,378.17,0.0,0.0,0.0,800C,0.72,True
5191,2.0297,1.5863,2.0297,1.5863,181.57,158.22,95.56,10.936,14.069,15.932,552.1,314.15,162.68,0.0,0.0,0.0,800C,0.72,True
5192,2.4423,1.8045,2.4423,1.8045,181.92,167.88,90.22,11.098,13.163,17.042,537.5,201.96,350.03,0.0,0.0,0.0,800C,0.72,True
5193,2.8241,2.2465,2.8241,2.2465,198.18,164.42,96.98,11.158,12.615,15.791,554.3,160.04,289.51,0.0,0.0,0.0,800C,0.72,True
5194,3.1967,0.9853,3.1967,0.9853,174.1,163.56,110.26,10.461,12.9,16.504,546.9,232.25,322.39,0.0,0.0,0.0,800C,0.72,True
5195,2.642,2.1426,2.642,2.1426,195.82,165.18,98.8,11.291,13.741,17.217,556.9,267.17,319.64,0.0,0.0,0.0,800C,0.72,True
5196,2.7475,1.7549,2.7475,1.7549,189.3,162.78,84.77,11.169,13.278,16.829,541.2,216.02,312.81,0.0,0.0,0.0,800C,0.72,True
5197,3.0647,2.0303,3.0647,2.0303,194.31,169.76,84.49,11.285,12.466,16.029,555.1,127.35,335.79,0.0,0.0,0.0,800C,0.72,True
5198,2.455,2.223,2.455,2.223,188.09,172.6,95.81,11.312,13.979,17.386,553.0,277.43,325.19,0.0,0.0,0.0,800C,0.72,True
5199,2.7167,1.6808,2.7167,1.6808,200.66,147.5,105.25,10.996,12.765,17.756,542.2,192.42,399.18,0.0,0.0,0.0,800C,0.72,True
5200,3.2841,2.694,3.2841,2.694,181.77,149.91,88.46,11.256,13.62,16.203,554.2,238.18,214.54,0.0,0.0,0.0,800C,0.72,True
5201,3.1653,1.7524,3.1653,1.7524,208.03,173.44,88.84,11.221,13.348,17.221,574.5,254.21,385.85,0.0,0.0,0.0,800C,0.72,True
5202,1.8795,1.0811,1.8795,1.0811,155.25,160.03,94.09,10.93,12.878,16.148,551.2,166.73,288.37,0.0,0.0,0.0,800C,0.72,True
5203,2.6258,1.9987,2.6258,1.9987,196.78,154.86,106.3,11.471,11.952,16.981,543.4,51.49,423.16,0.0,0.0,0.0,800C,0.72,True
5204,3.4792,2.6392,3.4792,2.6392,200.08,166.3,106.57,11.539,13.235,16.832,545.4,185.05,326.23,0.0,0.0,0.0,800C,0.72,True
5205,1.9359,2.215,1.9359,2.215,174.81,167.2,77.86,11.014,13.247,17.07,559.8,218.42,357.83,0.0,0.0,0.0,800C,0.72,True
5206,2.3192,2.0402,2.3192,2.0402,185.28,176.15,80.76,10.698,13.232,16.725,550.9,258.63,338.87,0.0,0.0,0.0,800C,0.72,True
5207,2.9636,1.4876,2.9636,1.4876,197.04,178.5,89.16,10.963,13.297,17.883,559.4,257.2,458.02,0.0,0.0,0.0,800C,0.72,True
5208,3.5165,2.1179,3.5165,2.1179,173.79,170.16,84.21,10.837,13.195,17.394,550.0,225.43,393.0,0.0,0.0,0.0,800C,0.72,True
5209,2.2714,2.5536,2.2714,2.5536,187.28,169.41,94.17,11.102,13.496,16.88,548.7,246.04,314.64,0.0,0.0,0.0,800C,0.72,True
5210,2.0967,1.6769,2.0967,1.6769,178.79,154.77,93.09,11.264,12.92,16.879,554.8,164.24,340.0,0.0,0.0,0.0,800C,0.72,True
5211,2.323,2.3721,2.323,2.3721,198.33,173.39,109.85,10.776,12.945,16.514,525.6,226.17,325.16,0.0,0.0,0.0,800C,0.72,True
5212,2.9959,0.797,2.9959,0.797,184.94,174.32,78.88,10.454,13.006,16.951,557.6,263.13,383.49,0.0,0.0,0.0,800C,0.72,True
5213,2.4657,1.717,2.4657,1.717,190.08,163.99,96.89,10.977,13.203,16.348,552.3,233.68,284.83,0.0,0.0,0.0,800C,0.72,True
5214,2.234,1.9187,2.234,1.9187,191.21,162.82,101.13,10.746,12.843,16.881,556.7,223.2,365.98,0.0,0.0,0.0,800C,0.72,True
5215,1.9074,2.2985,1.9074,2.2985,169.77,173.58,92.21,10.429,12.8,16.971,566.4,228.04,410.02,0.0,0.0,0.0,800C,0.72,True
5216,2.7117,1.5508,2.7117,1.5508,185.18,166.7,106.17,11.094,12.689,16.396,552.1,163.09,341.15,0.0,0.0,0.0,800C,0.72,True
5217,4.6463,1.6818,4.6463,1.6818,184.47,165.67,98.54,11.2,13.625,16.563,568.0,253.98,276.5,0.0,0.0,0.0,800C,0.72,True
5218,2.4982,1.0783,2.4982,1.0783,194.92,162.72,103.4,11.623,12.717,16.749,565.8,120.69,371.18,0.0,0.0,0.0,800C,0.72,True
5219,2.4698,1.414,2.4698,1.414,164.98,175.93,93.37,10.362,13.422,16.601,545.2,275.22,304.98,0.0,0.0,0.0,800C,0.72,True
5220,2.1503,1.4724,2.1503,1.4724,173.06,161.04,86.06,11.315,12.92,15.902,536.8,149.12,257.75,0.0,0.0,0.0,800C,0.72,True
5221,2.4926,1.3393,2.4926,1.3393,223.25,160.07,109.94,11.057,12.741,17.165,539.0,202.69,381.77,0.0,0.0,0.0,800C,0.72,True
5222,2.2264,1.5765,2.2264,1.5765,212.95,165.54,97.73,11.563,13.514,16.675,564.9,234.69,295.59,0.0,0.0,0.0,800C,0.72,True
5223,2.196,2.6097,2.196,2.6097,191.64,173.59,101.12,11.566,12.955,16.656,557.4,148.41,358.12,0.0,0.0,0.0,800C,0.72,True
5224,2.915,1.4235,2.915,1.4235,187.97,177.33,104.97,10.647,13.68,17.214,546.7,311.6,342.64,0.0,0.0,0.0,800C,0.72,True
5225,3.206,2.7574,3.206,2.7574,186.23,164.48,94.06,11.212,13.843,17.647,556.5,272.61,348.22,0.0,0.0,0.0,800C,0.72,True
5226,3.2456,1.7594,3.2456,1.7594,184.27,163.02,102.98,10.756,12.814,17.063,556.3,211.04,385.27,0.0,0.0,0.0,800C,0.72,True
5227,2.4134,3.4431,2.4134,3.4431,181.31,167.43,81.0,11.023,13.426,16.4,561.7,244.72,279.75,0.0,0.0,0.0,800C,0.72,True
5228,3.4889,1.7489,3.4889,1.7489,189.43,163.72,98.31,11.17,12.884,16.84,549.8,178.47,356.12,0.0,0.0,0.0,800C,0.72,True
5229,2.3186,2.6759,2.3186,2.6759,193.39,168.29,97.86,11.322,12.263,16.241,534.4,97.28,357.74,0.0,0.0,0.0,800C,0.72,True
5230,1.6216,1.7723,1.6216,1.7723,194.72,160.92,93.23,11.256,12.428,16.608,545.6,124.61,367.0,0.0,0.0,0.0,800C,0.72,True
5231,3.7163,1.0642,3.7163,1.0642,194.52,157.68,99.59,11.294,12.707,16.842,548.8,150.77,357.84,0.0,0.0,0.0,800C,0.72,True
