record_id,structure_type,soil_type,cover_depth_m,diameter_or_width_m,wall_thickness_m,groundwater_state,surface_settlement_mm,lateral_deflection_mm,earth_pressure_kpa,pore_pressure_kpa,failure_mode,failure_label,source_reference
STR-01024,Shaft lining,Sand,25.828,10.521,0.303,Saturated,35.312,25.412,662.566,192.742,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01025,Basement wall,Sand,10.967,10.341,0.745,Perched,4.551,10.794,219.019,114.733,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01026,Tunnel,Sand,29.645,12.28,0.468,Dry,16.0,12.06,516.6,106.747,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01027,Shaft lining,Clay-Sand Mix,8.942,8.515,0.938,Dry,6.858,6.849,142.841,66.608,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01028,Basement wall,Sand,20.809,13.267,0.42,Perched,21.021,18.572,458.922,132.552,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01029,Tunnel,Clay-Sand Mix,6.637,13.595,0.546,Saturated,20.983,16.728,172.983,139.285,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01030,Shaft lining,Sand,6.94,10.42,0.916,Saturated,6.865,9.071,183.798,148.731,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01031,Basement wall,Sand,22.219,13.955,0.574,Saturated,21.315,18.08,511.942,190.27,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01032,Tunnel,Sand,14.153,13.898,0.845,Perched,7.838,8.207,273.834,127.601,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01033,Shaft lining,Clay,27.327,13.678,0.947,Dry,8.366,12.785,522.312,102.726,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01034,Shaft lining,Clay-Sand Mix,23.732,8.86,1.133,Perched,5.112,10.902,525.71,153.21,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01035,Basement wall,Clay,21.02,5.458,0.724,Perched,10.77,10.569,435.749,141.518,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01036,Basement wall,Clay-Sand Mix,24.829,6.598,0.379,Dry,22.322,16.373,493.056,76.185,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01037,Basement wall,Clay,28.06,13.708,0.503,Perched,26.906,23.184,627.154,155.384,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01038,Tunnel,Sand,7.634,11.642,0.436,Saturated,15.945,13.98,167.889,155.099,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01039,Basement wall,Sand,15.697,14.84,0.363,Dry,24.836,21.547,331.802,69.666,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01040,Shaft lining,Clay,28.168,14.255,0.558,Saturated,31.714,27.532,802.869,182.313,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01041,Tunnel,Clay,21.37,7.247,0.671,Perched,15.331,11.84,450.957,156.609,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01042,Tunnel,Clay,26.261,10.114,0.497,Saturated,26.186,23.451,654.527,184.014,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01043,Tunnel,Clay,13.359,6.342,0.433,Perched,11.423,9.266,339.096,134.811,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01044,Shaft lining,Clay-Sand Mix,16.052,5.94,0.326,Perched,19.728,14.036,425.809,120.563,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01045,Tunnel,Clay,26.665,13.153,0.26,Perched,53.234,37.022,574.633,157.067,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01046,Tunnel,Sand,9.091,14.995,1.043,Saturated,9.618,11.178,230.817,151.192,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01047,Basement wall,Clay,29.902,12.471,0.789,Saturated,20.606,18.396,778.232,206.409,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01048,Tunnel,Sand,17.706,13.417,0.762,Perched,15.673,12.451,398.469,123.265,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01049,Basement wall,Clay,18.731,14.798,1.139,Perched,10.293,14.999,420.69,143.535,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01050,Tunnel,Sand,9.194,12.068,0.912,Dry,6.5,5.823,156.861,53.186,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01051,Tunnel,Clay,18.994,5.839,0.262,Saturated,34.735,23.819,473.668,178.08,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01052,Tunnel,Sand,9.141,8.085,1.193,Perched,4.507,5.386,175.351,96.554,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01053,Tunnel,Clay,13.429,6.7,0.765,Dry,8.915,7.418,242.224,63.962,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01054,Shaft lining,Clay,5.872,14.547,0.728,Saturated,20.889,18.45,144.574,154.584,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01055,Shaft lining,Sand,23.396,13.089,1.06,Saturated,11.569,11.69,606.135,199.595,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01056,Basement wall,Clay,7.603,6.24,1.154,Saturated,2.709,3.611,216.713,172.746,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01057,Shaft lining,Clay,31.577,4.137,0.632,Saturated,18.082,16.761,780.478,205.635,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01058,Tunnel,Sand,23.09,8.201,1.095,Perched,7.779,8.444,501.387,145.085,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01059,Tunnel,Sand,13.129,6.257,0.671,Dry,7.804,7.846,209.337,62.934,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01060,Tunnel,Clay,19.323,5.063,0.425,Perched,17.583,13.784,428.002,127.758,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01061,Shaft lining,Clay,7.387,12.133,0.682,Dry,10.733,12.593,150.907,47.831,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01062,Basement wall,Clay-Sand Mix,5.78,7.806,1.054,Dry,0.115,6.555,127.395,40.398,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01063,Basement wall,Clay,17.747,6.615,1.062,Saturated,14.747,13.265,477.002,164.919,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01064,Shaft lining,Clay,17.541,10.064,0.943,Perched,8.407,7.753,432.419,137.841,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01065,Tunnel,Sand,12.361,7.398,1.189,Dry,0.0,3.456,232.752,66.711,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01066,Tunnel,Clay,7.252,9.281,1.097,Saturated,6.416,4.468,236.565,141.349,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01067,Tunnel,Sand,30.102,8.698,0.674,Perched,12.497,10.236,657.297,175.362,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01068,Basement wall,Clay,14.087,10.174,0.409,Saturated,27.996,22.315,326.632,166.882,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01069,Shaft lining,Sand,26.927,14.115,0.752,Dry,12.891,14.174,458.308,95.913,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01070,Shaft lining,Sand,30.422,10.077,0.911,Saturated,13.727,10.073,752.289,195.919,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01071,Tunnel,Sand,26.642,7.89,1.022,Perched,7.735,5.815,558.127,148.255,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01072,Basement wall,Sand,13.072,9.931,0.33,Dry,20.473,15.492,235.193,41.041,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01073,Shaft lining,Sand,27.433,5.219,0.436,Saturated,19.879,14.888,669.862,196.989,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01074,Basement wall,Sand,4.514,14.602,0.375,Saturated,20.704,16.749,132.007,138.543,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01075,Shaft lining,Sand,31.851,10.984,0.388,Dry,29.312,25.751,566.43,117.586,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01076,Shaft lining,Clay,32.004,5.47,0.306,Perched,38.366,28.784,725.775,169.79,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01077,Shaft lining,Sand,23.412,6.47,0.645,Saturated,9.313,8.349,553.818,187.108,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01078,Shaft lining,Sand,33.177,7.924,0.62,Dry,11.023,9.603,573.542,113.225,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01079,Tunnel,Sand,8.719,7.48,0.748,Saturated,9.921,7.437,183.523,130.956,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01080,Tunnel,Sand,7.148,14.746,0.581,Dry,6.745,11.103,126.627,66.945,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01081,Tunnel,Clay-Sand Mix,13.755,12.429,0.877,Saturated,12.017,9.559,374.614,157.77,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01082,Shaft lining,Sand,6.772,7.654,0.557,Perched,8.009,4.052,181.937,101.306,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01083,Basement wall,Clay-Sand Mix,4.301,8.016,0.961,Perched,2.539,4.963,60.659,82.914,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01084,Basement wall,Clay,20.705,7.628,1.178,Saturated,6.326,6.831,545.182,178.261,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01085,Tunnel,Sand,32.539,12.604,0.304,Dry,35.001,29.165,571.88,105.653,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01086,Tunnel,Sand,10.749,6.03,0.589,Dry,0.333,0.041,188.97,47.192,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01087,Basement wall,Sand,10.788,8.384,0.788,Perched,6.917,6.452,248.489,115.089,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01088,Tunnel,Clay,23.009,10.873,1.122,Dry,8.47,7.739,461.073,86.182,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01089,Shaft lining,Clay,26.032,10.374,0.647,Saturated,25.915,19.652,723.0,202.188,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01090,Tunnel,Clay,32.664,11.668,0.803,Saturated,17.982,14.729,847.431,195.704,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01091,Tunnel,Clay,10.924,9.39,0.492,Dry,14.238,10.396,214.529,65.251,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01092,Shaft lining,Clay,14.043,4.661,0.34,Dry,12.928,9.222,313.834,72.135,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01093,Shaft lining,Clay,12.092,4.253,0.386,Dry,11.974,11.993,213.773,83.237,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01094,Tunnel,Sand,21.262,12.851,0.534,Dry,16.554,14.453,369.517,96.414,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01095,Tunnel,Clay,30.487,14.991,0.85,Dry,13.391,15.39,574.575,107.158,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01096,Basement wall,Clay,30.173,8.388,0.871,Saturated,18.328,16.044,775.678,202.605,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01097,Shaft lining,Sand,7.676,8.192,0.845,Perched,6.804,8.654,170.027,123.926,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01098,Tunnel,Sand,30.458,11.026,0.886,Dry,9.258,8.926,578.943,98.709,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01099,Shaft lining,Sand,27.98,4.089,0.998,Perched,7.552,7.593,582.771,163.706,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01100,Basement wall,Sand,18.118,10.337,0.96,Perched,11.948,10.286,386.86,117.077,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01101,Basement wall,Clay,10.751,10.944,0.502,Dry,12.27,11.344,254.871,55.533,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01102,Tunnel,Clay,32.012,13.42,0.998,Dry,13.739,13.785,640.718,107.477,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01103,Tunnel,Clay,12.364,14.072,0.678,Dry,13.182,16.314,223.222,79.562,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01104,Tunnel,Sand,7.039,12.175,0.906,Dry,7.748,12.06,112.215,36.415,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01105,Basement wall,Sand,25.063,12.703,0.84,Saturated,17.876,12.571,594.848,187.889,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01106,Tunnel,Sand,15.93,9.485,0.338,Saturated,21.58,17.89,381.539,152.057,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01107,Shaft lining,Clay,23.208,8.298,0.32,Perched,33.359,24.715,549.268,144.148,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01108,Basement wall,Clay-Sand Mix,5.401,13.487,1.122,Perched,8.878,12.426,97.186,109.073,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01109,Shaft lining,Clay,32.757,9.227,0.318,Perched,40.794,29.55,709.602,162.876,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01110,Shaft lining,Clay,4.535,11.746,0.512,Dry,11.674,11.815,101.611,36.54,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01111,Shaft lining,Clay,23.772,6.567,0.493,Perched,16.386,14.5,530.891,149.034,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01112,Shaft lining,Sand,11.276,6.289,1.124,Saturated,9.005,7.023,255.574,164.902,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01113,Basement wall,Sand,26.875,6.802,0.409,Dry,16.175,10.463,483.47,95.669,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01114,Basement wall,Clay,7.485,10.021,0.891,Dry,6.718,6.215,215.269,55.148,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01115,Tunnel,Clay,32.081,9.066,0.279,Saturated,54.959,36.541,871.45,193.601,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01116,Basement wall,Clay,26.265,8.566,0.306,Saturated,40.183,24.991,698.836,204.208,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01117,Basement wall,Sand,13.07,6.569,0.712,Saturated,7.94,10.689,379.071,181.598,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01118,Tunnel,Sand,6.018,9.05,0.517,Dry,8.697,10.173,53.02,40.008,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01119,Shaft lining,Sand,4.281,5.051,0.685,Dry,1.294,1.454,96.106,43.211,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01120,Shaft lining,Sand,33.659,14.217,1.174,Dry,10.53,10.056,587.394,118.302,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01121,Shaft lining,Clay,30.055,12.145,0.914,Perched,17.196,16.919,688.654,168.628,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01122,Shaft lining,Clay,24.628,13.113,0.862,Saturated,16.399,14.814,645.055,186.676,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01123,Tunnel,Clay,4.461,9.962,0.768,Dry,7.56,8.281,86.748,51.307,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01124,Tunnel,Sand,20.511,9.752,0.845,Dry,5.807,9.104,426.201,73.78,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01125,Tunnel,Clay,22.573,8.127,0.435,Perched,20.338,15.654,500.153,124.528,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01126,Shaft lining,Sand,27.558,8.337,1.037,Dry,10.053,8.007,485.006,86.47,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01127,Shaft lining,Clay,32.269,11.924,1.165,Saturated,9.983,10.233,853.176,189.037,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01128,Basement wall,Sand,19.63,8.578,1.054,Dry,7.369,8.598,380.969,68.657,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01129,Tunnel,Sand,33.044,5.963,0.937,Dry,7.536,7.893,576.017,97.416,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01130,Tunnel,Clay,29.638,5.29,1.045,Dry,8.436,9.046,594.806,101.351,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01131,Basement wall,Clay,5.141,5.6,0.451,Dry,6.52,6.922,118.732,52.622,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01132,Shaft lining,Clay,14.616,11.705,0.251,Perched,38.514,31.065,312.661,119.491,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01133,Shaft lining,Sand,10.794,11.063,0.641,Dry,9.81,13.351,192.025,42.059,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01134,Tunnel,Clay,14.265,11.156,0.96,Perched,7.411,10.485,332.41,135.097,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01135,Shaft lining,Sand,18.185,12.107,0.668,Saturated,19.387,16.604,448.18,169.373,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01136,Basement wall,Sand,21.831,11.797,0.578,Perched,13.77,14.447,431.22,140.355,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01137,Basement wall,Clay-Sand Mix,16.675,14.458,0.9,Dry,13.999,14.002,306.343,65.38,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01138,Basement wall,Sand,19.924,9.438,0.51,Saturated,19.847,14.554,463.867,176.068,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01139,Tunnel,Clay,8.018,9.388,0.983,Saturated,4.802,4.55,234.681,154.204,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01140,Basement wall,Clay-Sand Mix,4.384,7.53,0.333,Perched,11.616,7.965,115.515,108.103,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01141,Tunnel,Sand,21.873,13.408,1.141,Dry,8.902,10.792,413.585,87.16,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01142,Basement wall,Sand,34.196,7.454,0.847,Perched,11.522,8.278,703.265,158.445,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01143,Tunnel,Sand,12.092,12.431,0.292,Dry,21.688,18.44,225.824,54.646,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01144,Tunnel,Clay,29.385,12.216,1.045,Saturated,13.142,12.488,766.366,220.017,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01145,Basement wall,Sand,26.702,9.22,0.329,Dry,22.498,16.663,496.54,102.558,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01146,Tunnel,Clay-Sand Mix,22.219,12.183,1.019,Perched,10.532,13.555,459.18,143.935,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01147,Shaft lining,Sand,4.399,11.344,0.676,Dry,7.071,6.15,100.558,39.185,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01148,Tunnel,Clay,6.752,13.525,0.307,Dry,25.261,19.501,152.447,36.232,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01149,Shaft lining,Sand,9.253,9.219,0.35,Dry,13.691,11.876,146.618,46.748,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01150,Shaft lining,Clay,26.679,6.562,0.629,Dry,17.562,14.877,504.105,93.291,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01151,Shaft lining,Clay,27.237,7.289,0.26,Perched,40.495,27.578,624.39,166.907,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01152,Basement wall,Sand,16.031,13.084,1.025,Dry,9.028,8.156,284.324,72.424,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01153,Shaft lining,Clay,13.066,11.071,0.736,Dry,9.987,10.782,212.86,64.848,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01154,Shaft lining,Sand,14.079,11.375,0.891,Dry,5.141,5.547,247.527,56.443,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01155,Shaft lining,Sand,28.472,10.146,1.072,Perched,10.311,7.5,587.615,145.369,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01156,Shaft lining,Sand,8.176,11.981,0.356,Saturated,25.67,23.775,190.073,143.689,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01157,Tunnel,Sand,29.641,9.511,1.058,Dry,7.071,8.464,527.196,107.643,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01158,Basement wall,Clay,21.361,10.839,0.571,Perched,15.232,12.531,493.201,136.234,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01159,Tunnel,Sand,34.271,6.622,0.95,Dry,6.216,6.493,654.836,127.144,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01160,Shaft lining,Clay,5.458,5.957,0.936,Saturated,6.839,6.744,127.386,138.755,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01161,Tunnel,Sand,26.65,10.858,0.859,Dry,8.875,7.858,488.423,98.041,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01162,Basement wall,Clay-Sand Mix,20.262,14.894,0.332,Perched,35.766,28.34,477.239,143.176,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01163,Shaft lining,Clay,10.735,6.086,0.733,Saturated,10.633,10.268,315.055,173.043,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01164,Shaft lining,Clay,31.595,12.217,0.266,Saturated,61.598,44.138,833.714,199.222,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01165,Tunnel,Clay,31.9,12.619,1.067,Dry,10.448,14.809,588.836,123.174,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01166,Shaft lining,Clay,21.414,5.715,0.692,Saturated,10.204,9.421,489.106,194.346,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01167,Basement wall,Clay,33.988,14.465,0.881,Dry,11.429,14.571,658.832,117.526,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01168,Shaft lining,Sand,13.299,11.328,0.868,Dry,8.369,7.257,262.463,69.332,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01169,Basement wall,Sand,5.908,7.261,0.736,Perched,6.692,11.432,124.399,83.823,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01170,Tunnel,Clay,14.683,11.069,0.665,Saturated,18.239,15.945,360.541,149.36,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01171,Basement wall,Sand,34.972,12.565,0.947,Perched,12.084,13.887,738.986,168.622,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01172,Shaft lining,Clay,18.23,6.215,1.103,Saturated,5.362,9.409,499.214,147.981,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01173,Shaft lining,Sand,23.764,8.354,0.808,Saturated,8.339,7.581,560.348,175.64,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01174,Shaft lining,Sand,22.134,5.994,0.846,Saturated,8.079,8.185,552.838,169.095,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01175,Shaft lining,Sand,12.283,8.753,0.758,Perched,7.808,5.337,231.159,88.805,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01176,Basement wall,Sand,10.42,11.517,0.724,Dry,6.634,7.819,159.3,49.45,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01177,Basement wall,Sand,32.712,4.134,0.545,Saturated,17.268,11.51,777.578,213.308,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01178,Shaft lining,Clay,8.317,9.15,0.479,Dry,16.119,9.512,132.671,63.07,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01179,Shaft lining,Sand,31.979,13.722,1.096,Dry,8.269,8.53,615.062,102.093,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01180,Basement wall,Sand,26.062,7.404,0.744,Dry,8.97,7.032,468.16,104.558,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01181,Shaft lining,Clay,5.739,9.014,0.438,Saturated,17.673,15.19,132.952,157.21,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01182,Tunnel,Clay-Sand Mix,24.14,10.821,0.962,Saturated,15.368,14.696,640.647,205.437,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01183,Tunnel,Clay,13.436,7.312,0.338,Saturated,24.314,18.12,354.297,185.425,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01184,Tunnel,Sand,14.15,14.088,0.532,Perched,17.695,16.653,295.219,135.807,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01185,Shaft lining,Clay-Sand Mix,11.364,9.661,0.429,Saturated,20.11,18.418,317.058,147.833,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01186,Shaft lining,Clay-Sand Mix,32.4,12.431,0.26,Saturated,60.85,45.905,837.174,221.453,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01187,Basement wall,Clay,4.829,11.04,0.281,Dry,22.829,17.813,72.447,46.341,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01188,Shaft lining,Clay,5.224,14.291,1.088,Dry,6.317,9.996,72.777,54.933,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01189,Basement wall,Sand,15.139,7.209,0.382,Perched,17.637,16.297,294.28,132.189,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01190,Basement wall,Sand,7.437,11.007,0.761,Saturated,13.393,11.788,189.405,134.139,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01191,Tunnel,Clay,14.447,9.959,0.594,Dry,15.206,11.451,319.257,64.308,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01192,Shaft lining,Clay,27.971,11.996,0.397,Saturated,40.595,29.044,735.904,208.177,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01193,Tunnel,Clay,11.813,7.612,0.359,Saturated,18.438,11.345,320.453,137.195,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-01194,Tunnel,Clay,8.917,7.124,1.175,Dry,5.627,6.209,175.652,69.168,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
